,MGK
2025-01-17,93.83689297230859
2025-01-20,94.02967547122405
2025-01-21,93.43229275778252
2025-01-22,94.79406926161731
2025-01-23,92.5097442431555
2025-01-24,92.67551416453207
2025-01-27,93.5972599012888
2025-01-28,94.71726382977779
2025-01-29,95.82087416533923
2025-01-30,96.79100790012399
2025-01-31,97.28888288208893
2025-02-03,97.84230129946856
2025-02-04,99.34679249575284
2025-02-05,99.05745715297802
2025-02-06,98.3245751795328
2025-02-07,98.45169475818133
2025-02-10,99.20284993211939
2025-02-11,101.22994063857118
2025-02-12,101.25109422423336
2025-02-13,100.58111816000653
2025-02-14,102.40866554945353
2025-02-17,101.11476460977129
2025-02-18,100.31035219990045
2025-02-19,99.60116788910759
2025-02-20,99.55360664014678
2025-02-21,100.04805225218784
2025-02-24,99.92909586848675
2025-02-25,99.10908268570408
2025-02-26,98.83471782325609
2025-02-27,100.49496713289491
2025-02-28,99.72085133753404
2025-03-03,100.33277563413634
2025-03-04,100.99282158693971
2025-03-05,101.90640870096854
2025-03-06,102.23443385093563
2025-03-07,101.49867974627836
2025-03-10,101.45212722578174
2025-03-11,103.15542919220997
2025-03-12,103.73202734901766
2025-03-13,105.22994769745324
2025-03-14,104.07817204110428
2025-03-17,104.57448311933382
2025-03-18,105.92752500270257
2025-03-19,106.5480523190104
2025-03-20,106.0138297578719
2025-03-21,106.84270471600297
2025-03-24,108.12196674326498
2025-03-25,107.7610371475079
2025-03-26,108.4368600248861
2025-03-27,108.24325072909942
2025-03-28,108.4011696281147
2025-03-31,109.4020621593347
2025-04-01,108.89287305793891
2025-04-02,108.37839046712465
2025-04-03,108.44741663204613
2025-04-04,109.49820986217456
2025-04-07,107.827126960538
2025-04-08,108.25203179012976
2025-04-09,108.42658632146613
2025-04-10,107.14260917105052
2025-04-11,107.91136348109049
2025-04-14,108.800611159752
2025-04-15,111.57755648599507
2025-04-16,110.00297424472949
2025-04-17,109.95517558819463
2025-04-18,111.54949838108126
2025-04-21,111.1177491302565
2025-04-22,110.8517364611458
2025-04-23,111.27384922391971
2025-04-24,110.66174473545374
2025-04-25,110.0938763291708
2025-04-28,107.47505878809942
2025-04-29,107.25481798132125
2025-04-30,108.43620475038998
2025-05-01,108.91273285356466
2025-05-02,110.69932805300854
2025-05-05,109.69179435526044
2025-05-06,109.96735144846528
2025-05-07,111.23102877488891
2025-05-08,110.47383157289428
2025-05-09,110.36403442870122
2025-05-12,111.63292951892396
2025-05-13,111.1616067682751
2025-05-14,112.12680263300636
2025-05-15,111.43330293689726
2025-05-16,112.77348656441045
2025-05-19,112.86065990252747
2025-05-20,112.97141318524359
2025-05-21,114.22060823268987
2025-05-22,113.89441821987663
2025-05-23,114.11405839105038
2025-05-26,115.03457256977269
2025-05-27,116.45472791318319
2025-05-28,116.77105668632454
2025-05-29,119.04728399782431
2025-05-30,119.42851933241572
2025-06-02,120.4938533593146
2025-06-03,119.41136746932158
2025-06-04,121.41827968203265
2025-06-05,121.86754136507851
2025-06-06,120.83219013352122
2025-06-09,121.07841233948638
2025-06-10,123.14835855862509
2025-06-11,121.52655681123939
2025-06-12,123.64244226141841
2025-06-13,125.19027029991281
2025-06-16,123.68610849938963
2025-06-17,122.31495384505924
2025-06-18,120.10631697899903
2025-06-19,122.8964792423263
2025-06-20,124.78205582462583
2025-06-23,122.2211921150648
2025-06-24,121.63629710627994
2025-06-25,123.22510250573926
2025-06-26,122.01573247088558
2025-06-27,123.52198227557625
2025-06-30,121.65218698708622
2025-07-01,120.59425932877488
2025-07-02,121.27281792506903
2025-07-03,121.29960392541994
2025-07-04,120.4335731253851
2025-07-07,117.5740277124328
2025-07-08,118.6087362738202
2025-07-09,116.81931082407755
2025-07-10,118.45352930318765
2025-07-11,120.60852674075646
2025-07-14,119.97841539295926
2025-07-15,116.36825900884868
2025-07-16,116.15202003862602
2025-07-17,117.89835440246125
2025-07-18,120.41837352589468
2025-07-21,120.05113606201641
2025-07-22,120.61354320260729
2025-07-23,120.64494046539116
2025-07-24,118.98099336156311
2025-07-25,116.95734095570072
2025-07-28,115.81137901766138
2025-07-29,115.73411780042522
2025-07-30,115.81326939179415
2025-07-31,114.92277629525891
2025-08-01,115.28822683415005
2025-08-04,116.3111048069134
2025-08-05,115.3818251109929
2025-08-06,115.03314401216143
2025-08-07,112.40091661616782
2025-08-08,111.79893402103369
2025-08-11,114.27781437153803
2025-08-12,113.80717295962796
2025-08-13,113.49491231458342
2025-08-14,116.16687110321723
2025-08-15,116.52383168388987
2025-08-18,116.88400791446134
2025-08-19,115.36900020008292
2025-08-20,117.58526329625813
2025-08-21,116.24266415282507
2025-08-22,117.49390222424385
2025-08-25,116.9756117108817
2025-08-26,115.30548070860914
2025-08-27,115.93791789799717
2025-08-28,115.56982033161079
2025-08-29,116.11730041234101
2025-09-01,114.74256314705389
2025-09-02,113.98630889031607
2025-09-03,113.26492178194007
2025-09-04,113.07149091495468
2025-09-05,112.40782310747417
2025-09-08,114.23676333317675
2025-09-09,113.71920427821173
2025-09-10,114.9218630077302
2025-09-11,111.45922353485929
2025-09-12,110.36641275308912
2025-09-15,109.88385189609981
2025-09-16,109.27499776392328
2025-09-17,111.77846313460498
2025-09-18,112.5360552657065
2025-09-19,112.26758499382453
2025-09-22,111.11357471229992
2025-09-23,109.88389409856629
2025-09-24,108.5386183062513
2025-09-25,106.9011175100566
2025-09-26,107.43152037071795
2025-09-29,107.72178119764246
2025-09-30,106.45875830022793
2025-10-01,105.01981262825477
2025-10-02,107.3806058458316
2025-10-03,106.98030380463965
2025-10-06,106.50079129822016
2025-10-07,108.02700351797496
2025-10-08,106.72898526507966
2025-10-09,105.87468270022029
2025-10-10,106.118807118856
2025-10-13,108.45928694060618
2025-10-14,106.08234996936446
2025-10-15,104.71451542713189
2025-10-16,105.5802086568894
2025-10-17,108.13320634149244
2025-10-20,109.00623325604015
2025-10-21,108.07728482506313
2025-10-22,107.11982550206929
2025-10-23,105.7768071845133
2025-10-24,108.54666697005189
2025-10-27,110.58439848510008
2025-10-28,111.32383786118967
2025-10-29,112.07596847796562
2025-10-30,112.60643247069488
2025-10-31,112.1699667879237
2025-11-03,112.20147805466738
2025-11-04,109.56079368532528
2025-11-05,107.35527174276402
2025-11-06,107.37643129939546
2025-11-07,108.29993285409655
2025-11-10,106.89397582844452
2025-11-11,106.74890816110701
2025-11-12,109.61513664418423
2025-11-13,108.72861103357046
2025-11-14,110.33724086705183
2025-11-17,111.47513798962507
2025-11-18,109.96513308375808
2025-11-19,109.32243071388952
2025-11-20,110.05872462845151
2025-11-21,109.52149293731014
2025-11-24,111.25156913358265
2025-11-25,112.59691747705894
2025-11-26,111.38473478319327
2025-11-27,113.37408112459111
2025-11-28,112.60411572540687
2025-12-01,112.27035652550911
2025-12-02,111.20433428695034
2025-12-03,114.00698120644918
2025-12-04,114.41630303096446
2025-12-05,115.19566006825418
2025-12-08,112.4564752160843
2025-12-09,113.9399893578656
2025-12-10,113.76221090143184
2025-12-11,116.11656677708181
2025-12-12,115.49822653328327
2025-12-15,114.5671874333606
2025-12-16,115.44613704002091
2025-12-17,115.43557930210306
2025-12-18,116.51086153685972
2025-12-19,116.88420742478374
2025-12-22,117.78993288103925
2025-12-23,116.69350274203781
2025-12-24,116.87733708452195
2025-12-25,115.97984403632167
2025-12-26,115.86497867609663
2025-12-29,118.68404308915841
2025-12-30,118.83179873506585
2025-12-31,119.23432121368724
2026-01-01,117.20945735188259
2026-01-02,118.00606352713116
2026-01-05,117.7015417670203
2026-01-06,114.93016561598512
2026-01-07,116.62601105578318
2026-01-08,115.96021825751106
2026-01-09,115.19523575749638
2026-01-12,115.38934305107303
2026-01-13,114.0041216821969
2026-01-14,113.72376457369266
2026-01-15,113.94125836127824
2026-01-16,113.10467020785839
2026-01-19,111.04544815932636
2026-01-20,110.32928601818612
2026-01-21,111.87109756094502
2026-01-22,115.18248943622325
2026-01-23,117.1220685818914
2026-01-26,118.2360548427529
2026-01-27,117.84261908517158
2026-01-28,118.27446449233945
2026-01-29,117.9596106537502
2026-01-30,116.41293611591178
2026-02-02,115.84403866239306
2026-02-03,115.17507513048338
2026-02-04,113.59285302661182
2026-02-05,112.56912794309217
2026-02-06,113.23869129443185
2026-02-09,112.2620778206316
2026-02-10,112.64608743345765
2026-02-11,109.3519718720271
2026-02-12,110.34694294880526
2026-02-13,110.6131653095218
2026-02-16,111.09379440920418
2026-02-17,109.2718769003476
2026-02-18,108.47960337790114
2026-02-19,108.59184309227878
2026-02-20,108.52865803165098
2026-02-23,108.55032705851188
2026-02-24,107.41557651657199
2026-02-25,105.23119549533473
2026-02-26,106.82536097250636
2026-02-27,106.74672501944917
2026-03-02,105.73994763855168
2026-03-03,103.86423771610322
2026-03-04,106.80221397475273
2026-03-05,105.49220181709491
2026-03-06,105.52958172255246
2026-03-09,106.7394096790691
2026-03-10,108.3186609341825
2026-03-11,109.95992627190631
2026-03-12,109.1999386426038
2026-03-13,106.35204072618573
2026-03-16,108.73359594102314
2026-03-17,109.55611024054154
2026-03-18,108.95575088132796
2026-03-19,107.5614580666665
2026-03-20,106.22739475503545
2026-03-23,106.31129361941115
2026-03-24,107.70652954476894
2026-03-25,107.01772816420234
2026-03-26,105.99801315351928
2026-03-27,104.51051329713633
2026-03-30,107.31720139026181
2026-03-31,106.1563220570938
2026-04-01,105.02625314158824
2026-04-02,104.93914494643239
2026-04-03,103.35907682442877
2026-04-06,104.71625907054387
2026-04-07,105.10140600792073
2026-04-08,105.05154379888381
2026-04-09,105.61450788637572
2026-04-10,102.91736520110659
2026-04-13,101.485004259994
2026-04-14,103.1827023905307
2026-04-15,104.8877904382743
2026-04-16,105.4969499476516
2026-04-17,104.52386106524088
2026-04-20,105.51573076365825
