,AGG
2025-01-17,124.42004321823828
2025-01-20,124.6655082436583
2025-01-21,123.59678848138998
2025-01-22,123.42780206463384
2025-01-23,123.24973579764054
2025-01-24,123.22952283490518
2025-01-27,122.89754780823287
2025-01-28,123.21365250333218
2025-01-29,123.06525022957524
2025-01-30,122.6323995574084
2025-01-31,123.01360844781708
2025-02-03,122.88895202413946
2025-02-04,122.45382694422338
2025-02-05,122.50415696695809
2025-02-06,122.48654270389562
2025-02-07,123.31670693069572
2025-02-10,123.6386756189027
2025-02-11,124.08518007350847
2025-02-12,123.91965607983211
2025-02-13,123.91871800626195
2025-02-14,124.16459141628478
2025-02-17,124.43263185923566
2025-02-18,124.12128184744493
2025-02-19,124.37386084764344
2025-02-20,124.94337979731665
2025-02-21,126.00879562801492
2025-02-24,126.1982643981002
2025-02-25,126.12250607700115
2025-02-26,126.29930702385693
2025-02-27,125.38194761356161
2025-02-28,125.85221888354938
2025-03-03,125.54273423791248
2025-03-04,125.55533387462843
2025-03-05,125.54394275312046
2025-03-06,125.44146218491221
2025-03-07,125.6917857470986
2025-03-10,125.94958392536957
2025-03-11,125.54040299636236
2025-03-12,125.27722335189357
2025-03-13,124.65768436322358
2025-03-14,123.71432320634288
2025-03-17,123.82391280733643
2025-03-18,124.08343919858797
2025-03-19,123.7987613884192
2025-03-20,123.71873117321137
2025-03-21,122.99597952317633
2025-03-24,123.38232336836448
2025-03-25,123.2572035773934
2025-03-26,123.5201944802638
2025-03-27,123.51980713200919
2025-03-28,123.47686099937034
2025-03-31,123.41921349620615
2025-04-01,123.48277825404762
2025-04-02,123.41773856366206
2025-04-03,123.55146129391177
2025-04-04,122.98490843761081
2025-04-07,122.58565768806892
2025-04-08,122.6014531727829
2025-04-09,122.71024420989531
2025-04-10,123.25495238673199
2025-04-11,122.87394726311689
2025-04-14,122.5053129218407
2025-04-15,122.61180814076262
2025-04-16,122.69647687070233
2025-04-17,122.92204939072178
2025-04-18,122.68880113668044
2025-04-21,123.30069331751513
2025-04-22,122.98050299122445
2025-04-23,123.40985914426501
2025-04-24,123.41944829345547
2025-04-25,123.49259664043521
2025-04-28,123.0755781483688
2025-04-29,123.04705659631487
2025-04-30,123.70248888421224
2025-05-01,123.76386242601993
2025-05-02,124.22442661227176
2025-05-05,124.57655830274904
2025-05-06,124.97929762845152
2025-05-07,125.23404975091394
2025-05-08,126.18481949495926
2025-05-09,126.55329631179173
2025-05-12,126.42704806415968
2025-05-13,125.33783376375212
2025-05-14,125.53067305789855
2025-05-15,125.80336592215147
2025-05-16,125.76361761213319
2025-05-19,125.58148137973497
2025-05-20,125.90448768385156
2025-05-21,126.31628782008252
2025-05-22,125.75266288521534
2025-05-23,126.09165554704391
2025-05-26,125.82484402432547
2025-05-27,125.13753027362242
2025-05-28,125.53285282734159
2025-05-29,125.58884983061564
2025-05-30,125.09873356214423
2025-06-02,125.2617369260249
2025-06-03,125.26203220453067
2025-06-04,124.69653759171734
2025-06-05,125.08943060410034
2025-06-06,125.20121951125861
2025-06-09,124.90243496828302
2025-06-10,125.28805664287772
2025-06-11,125.65020077636026
2025-06-12,125.95737739638282
2025-06-13,125.78470425482506
2025-06-16,125.48208448281153
2025-06-17,125.62251128512575
2025-06-18,126.14264913068831
2025-06-19,126.67502193078464
2025-06-20,126.72458754682832
2025-06-23,127.09935749980133
2025-06-24,127.28323263921055
2025-06-25,127.70948682365733
2025-06-26,127.97586928860876
2025-06-27,127.43645367443474
2025-06-30,127.90868229169288
2025-07-01,127.59401536344572
2025-07-02,127.16589197095922
2025-07-03,126.50902627419345
2025-07-04,126.52141662833911
2025-07-07,126.03733385504992
2025-07-08,125.55359807034789
2025-07-09,125.51518380753282
2025-07-10,125.55494513189775
2025-07-11,125.3807543048537
2025-07-14,126.50106357226525
2025-07-15,127.33483126201767
2025-07-16,126.71224785082967
2025-07-17,126.97114338006472
2025-07-18,127.67639411059308
2025-07-21,128.1783382281921
2025-07-22,127.31544904247743
2025-07-23,127.95628670560382
2025-07-24,127.53374034609067
2025-07-25,127.59536441611708
2025-07-28,127.8012581561685
2025-07-29,128.25140798433713
2025-07-30,127.35212040478272
2025-07-31,127.14639886464161
2025-08-01,126.29997684780739
2025-08-04,126.55134055324892
2025-08-05,126.61121430983296
2025-08-06,126.698935195548
2025-08-07,127.00254961592519
2025-08-08,126.68932778411141
2025-08-11,127.1962300317508
2025-08-12,127.09085561738166
2025-08-13,126.89604119318831
2025-08-14,127.18292056236362
2025-08-15,126.43265152372392
2025-08-18,126.01772564124592
2025-08-19,126.05189984408011
2025-08-20,126.93322656348909
2025-08-21,126.10643969752448
2025-08-22,125.9282483566326
2025-08-25,124.96547566216915
2025-08-26,124.87664185187968
2025-08-27,124.72907459317699
2025-08-28,124.35238407327664
2025-08-29,123.83143545081343
2025-09-01,124.42046169254522
2025-09-02,123.93624933046563
2025-09-03,123.83983549493553
2025-09-04,124.10283089455578
2025-09-05,123.89544161841441
2025-09-08,123.39635698870406
2025-09-09,123.93267283530007
2025-09-10,124.2322545744891
2025-09-11,124.95282198389795
2025-09-12,125.0445075169328
2025-09-15,124.17897117270668
2025-09-16,123.84127234664786
2025-09-17,124.12104206222459
2025-09-18,125.09239073703107
2025-09-19,125.8277474337248
2025-09-22,125.7552063028506
2025-09-23,126.11715608004879
2025-09-24,125.95792202486639
2025-09-25,126.10117937058214
2025-09-26,126.39584090838203
2025-09-29,126.32172572525609
2025-09-30,127.69699987757677
2025-10-01,127.97344008299967
2025-10-02,127.81174478419663
2025-10-03,127.44036143916611
2025-10-06,127.94469799973855
2025-10-07,128.20750886012954
2025-10-08,128.7842881726462
2025-10-09,129.3338536678892
2025-10-10,129.22218969609355
2025-10-13,129.00907953102896
2025-10-14,129.53172180494263
2025-10-15,129.6665747020468
2025-10-16,130.01986632938
2025-10-17,130.35314380888713
2025-10-20,131.0323292048074
2025-10-21,131.38299055092963
2025-10-22,131.7002000200298
2025-10-23,131.44744369216664
2025-10-24,131.14629045611002
2025-10-27,131.0020938426358
2025-10-28,130.89244848529714
2025-10-29,130.60197577428693
2025-10-30,130.82954385051545
2025-10-31,129.85990386228033
2025-11-03,129.55092541982563
2025-11-04,129.9495379766888
2025-11-05,129.94397942024634
2025-11-06,130.1290351797405
2025-11-07,129.5757071954563
2025-11-10,128.93550692216274
2025-11-11,129.05402073722297
2025-11-12,128.82867447925352
2025-11-13,128.42311808156413
2025-11-14,128.40930987458637
2025-11-17,127.20336731481974
2025-11-18,127.99972676362555
2025-11-19,127.89462184037774
2025-11-20,128.29586132774077
2025-11-21,128.41890374535853
2025-11-24,128.18028715640835
2025-11-25,128.76966716773427
2025-11-26,128.25559770515514
2025-11-27,128.63643308653715
2025-11-28,127.76112658686698
2025-12-01,127.35338020083601
2025-12-02,127.00902491435025
2025-12-03,127.18471079730693
2025-12-04,126.92553750236904
2025-12-05,126.87842789723041
2025-12-08,126.85791061767651
2025-12-09,126.32066787823857
2025-12-10,126.84444133224355
2025-12-11,126.431260548783
2025-12-12,126.33737010888413
2025-12-15,125.3672311321836
2025-12-16,125.05988331922265
2025-12-17,124.95403451284031
2025-12-18,124.69967718623045
2025-12-19,124.16429462579941
2025-12-22,123.90487312789563
2025-12-23,124.2472451315428
2025-12-24,124.58322257597405
2025-12-25,124.59659438773222
2025-12-26,125.24905326991575
2025-12-29,125.53882041021565
2025-12-30,126.26935413247591
2025-12-31,126.67121367953781
2026-01-01,126.89451163757575
2026-01-02,127.36625890440602
2026-01-05,126.62007652626075
2026-01-06,126.78878190364311
2026-01-07,126.21935120024115
2026-01-08,126.5606396390203
2026-01-09,126.179579831813
2026-01-12,127.02027885798859
2026-01-13,128.19029867958224
2026-01-14,129.1568817101193
2026-01-15,129.10131396630945
2026-01-16,128.49199267268716
2026-01-19,128.01484003173238
2026-01-20,128.5941004128866
2026-01-21,128.9556119421063
2026-01-22,128.77292503473024
2026-01-23,128.44729406809006
2026-01-26,128.90943518726715
2026-01-27,129.44516591805356
2026-01-28,129.21078970534617
2026-01-29,129.3341854374846
2026-01-30,130.3968367511072
2026-02-02,129.42749563734677
2026-02-03,130.43118220690963
2026-02-04,130.35062657322823
2026-02-05,130.858694577419
2026-02-06,131.41200255809898
2026-02-09,130.75747835111488
2026-02-10,130.80067379752208
2026-02-11,131.60635183671167
2026-02-12,132.60742563673884
2026-02-13,131.68381892112268
2026-02-16,132.6652981421045
2026-02-17,132.45697630423166
2026-02-18,131.76831414713735
2026-02-19,132.02590236611306
2026-02-20,132.30905459722217
2026-02-23,132.37773429593597
2026-02-24,133.0821421436489
2026-02-25,133.69378801040244
2026-02-26,133.2563196177176
2026-02-27,133.51323618894776
2026-03-02,132.9906273798698
2026-03-03,133.10239976721178
2026-03-04,133.04374477509572
2026-03-05,133.11787870628598
2026-03-06,133.59213390189976
2026-03-09,133.3998487489647
2026-03-10,133.06119080409334
2026-03-11,132.44806567425357
2026-03-12,132.43298911996573
2026-03-13,132.28998444585477
2026-03-16,132.34210973082418
2026-03-17,132.23548651192638
2026-03-18,131.95727036527865
2026-03-19,132.57991138420323
2026-03-20,132.62771007485512
2026-03-23,133.4889867755329
2026-03-24,134.1048554364261
2026-03-25,134.31363827684206
2026-03-26,134.05103845732003
2026-03-27,134.46862474821287
2026-03-30,134.369519588015
2026-03-31,134.01397538224654
2026-04-01,133.44139271573115
2026-04-02,133.6668382174153
2026-04-03,134.007488798353
2026-04-06,134.3293257386196
2026-04-07,135.53676516927783
2026-04-08,134.89961900940074
2026-04-09,135.61151007871558
2026-04-10,136.3234269193508
2026-04-13,136.46657766597795
2026-04-14,136.02328188720625
2026-04-15,135.76654079204647
2026-04-16,135.39573385668223
2026-04-17,135.00697359661348
2026-04-20,134.94630942220266
