,DBC
2025-01-17,110.22866360303985
2025-01-20,110.87095504482403
2025-01-21,110.07706131469229
2025-01-22,109.85460628373187
2025-01-23,109.51478884829893
2025-01-24,109.16919185850347
2025-01-27,109.8562991250086
2025-01-28,108.14378727259077
2025-01-29,108.6835446348444
2025-01-30,108.60170075383371
2025-01-31,108.46350473201873
2025-02-03,106.96926184769934
2025-02-04,106.68670238578643
2025-02-05,108.81700475592962
2025-02-06,108.62717753267349
2025-02-07,109.04375929573393
2025-02-10,110.6503938718001
2025-02-11,111.02922686065742
2025-02-12,109.53822453066712
2025-02-13,110.1840255200667
2025-02-14,110.30769717100823
2025-02-17,110.46454846035894
2025-02-18,109.35388534288401
2025-02-19,110.14900101858211
2025-02-20,111.31427995773424
2025-02-21,110.67170835534998
2025-02-24,109.82928592177628
2025-02-25,111.13392316624726
2025-02-26,111.6450009543624
2025-02-27,111.21368372471683
2025-02-28,111.19454785841971
2025-03-03,110.89656836549928
2025-03-04,112.20170316917542
2025-03-05,112.62659521363005
2025-03-06,113.04405078747794
2025-03-07,111.59274227158262
2025-03-10,110.61693503411448
2025-03-11,112.23387761295992
2025-03-12,113.5490465831932
2025-03-13,115.15356752186985
2025-03-14,114.8470871676594
2025-03-17,113.56326794165572
2025-03-18,112.66325442695835
2025-03-19,112.82061824528138
2025-03-20,109.23366002098709
2025-03-21,109.67763212201656
2025-03-24,111.9020537503123
2025-03-25,113.89106626283503
2025-03-26,115.59594967875952
2025-03-27,115.5737740727942
2025-03-28,115.21893859385509
2025-03-31,115.49997951135123
2025-04-01,114.96224057590672
2025-04-02,114.12177259537306
2025-04-03,116.35251335554162
2025-04-04,114.30614932001654
2025-04-07,112.63367265531012
2025-04-08,112.70538518896988
2025-04-09,112.68468726856804
2025-04-10,111.97579974846886
2025-04-11,111.37731657239489
2025-04-14,112.25354641621364
2025-04-15,111.70597585777702
2025-04-16,113.4477718922051
2025-04-17,112.4896434990257
2025-04-18,112.9496337285498
2025-04-21,112.5201311782896
2025-04-22,112.69905957590582
2025-04-23,112.93396286108393
2025-04-24,113.1781970180317
2025-04-25,112.71443910639071
2025-04-28,112.95287389163524
2025-04-29,112.75606955342303
2025-04-30,111.79471388410292
2025-05-01,113.0978900263451
2025-05-02,115.19525419457388
2025-05-05,115.09840154640723
2025-05-06,114.2612932362773
2025-05-07,113.31238137024391
2025-05-08,114.17458526624915
2025-05-09,114.15216733146123
2025-05-12,113.02736683675683
2025-05-13,112.45387825648392
2025-05-14,110.78111461618857
2025-05-15,111.95530090715506
2025-05-16,110.94530834193472
2025-05-19,109.62811576505239
2025-05-20,110.15135362762558
2025-05-21,111.87665347028106
2025-05-22,114.25685080773056
2025-05-23,113.75675215137034
2025-05-26,114.57359750147842
2025-05-27,116.13202457157168
2025-05-28,113.32270164560747
2025-05-29,113.74326517923912
2025-05-30,113.15732531086446
2025-06-02,114.31895057200163
2025-06-03,114.19656592769265
2025-06-04,114.42330531955518
2025-06-05,116.61480123195882
2025-06-06,116.82890112579763
2025-06-09,114.0982176556403
2025-06-10,116.0123867526673
2025-06-11,113.75351361588122
2025-06-12,114.86120939001745
2025-06-13,114.3624350970768
2025-06-16,114.41702676373053
2025-06-17,114.44315217089358
2025-06-18,113.88482900911787
2025-06-19,114.66095404942853
2025-06-20,115.68724167340531
2025-06-23,114.3520737530164
2025-06-24,113.77421353976874
2025-06-25,112.02418341285778
2025-06-26,110.61405139010698
2025-06-27,111.25684621204053
2025-06-30,110.89479680543626
2025-07-01,110.63169020340244
2025-07-02,112.30026385199471
2025-07-03,113.99140434887968
2025-07-04,112.7293779200076
2025-07-07,114.62270730518154
2025-07-08,114.49074428587585
2025-07-09,114.88514010023394
2025-07-10,115.47143867339204
2025-07-11,116.3441511535009
2025-07-14,116.39263491669686
2025-07-15,115.21757808923694
2025-07-16,116.32951431817209
2025-07-17,115.70944670104446
2025-07-18,115.6513624513092
2025-07-21,113.33499665180105
2025-07-22,114.37473929480872
2025-07-23,114.06559071804196
2025-07-24,115.65824245682961
2025-07-25,116.05208348699949
2025-07-28,116.10161127715024
2025-07-29,116.0511170523004
2025-07-30,115.13057966685187
2025-07-31,115.54505348531086
2025-08-01,116.2955743263624
2025-08-04,116.73681786720955
2025-08-05,115.25977059852397
2025-08-06,115.83146167721597
2025-08-07,116.35314604291665
2025-08-08,119.08553286997991
2025-08-11,120.37250177674107
2025-08-12,118.66754618076662
2025-08-13,120.29159964488274
2025-08-14,121.74184559158599
2025-08-15,121.81796057463407
2025-08-18,121.77580871498583
2025-08-19,121.08788931044336
2025-08-20,121.21040046132545
2025-08-21,120.55717197173088
2025-08-22,121.95280246987141
2025-08-25,121.19672433640629
2025-08-26,120.36903532889622
2025-08-27,118.8575654995262
2025-08-28,117.34299583727348
2025-08-29,116.77676412901299
2025-09-01,115.94032023983911
2025-09-02,118.00416168544562
2025-09-03,116.81594237462632
2025-09-04,114.57709849292625
2025-09-05,112.01182291014386
2025-09-08,110.68645537354946
2025-09-09,110.69845643961189
2025-09-10,110.4889075323009
2025-09-11,109.37144150268972
2025-09-12,108.89931999272314
2025-09-15,110.46976695345903
2025-09-16,111.05736912501902
2025-09-17,110.1015465225886
2025-09-18,111.22566898087439
2025-09-19,111.37504339106637
2025-09-22,110.67738861464915
2025-09-23,110.75656410284036
2025-09-24,110.2384705666822
2025-09-25,111.15848211755541
2025-09-26,110.17948623414604
2025-09-29,110.37271595744882
2025-09-30,111.34192248076982
2025-10-01,110.94656961393963
2025-10-02,111.72576247429772
2025-10-03,113.61072755461963
2025-10-06,114.69811047419043
2025-10-07,114.8227362484096
2025-10-08,113.84567660539055
2025-10-09,114.69732299240599
2025-10-10,113.47964741290122
2025-10-13,113.99240875763594
2025-10-14,113.33884399225191
2025-10-15,112.28177317186537
2025-10-16,114.3734310819932
2025-10-17,115.10905546185089
2025-10-20,114.08262989224365
2025-10-21,114.46355066704945
2025-10-22,112.90566935403889
2025-10-23,111.62452206012459
2025-10-24,111.36807216844504
2025-10-27,111.9097905689173
2025-10-28,112.54295352464716
2025-10-29,112.36191114890259
2025-10-30,111.65895674949122
2025-10-31,111.3920924503994
2025-11-03,112.9602339694123
2025-11-04,112.53698392790308
2025-11-05,113.17057508117345
2025-11-06,111.19631479724758
2025-11-07,111.44766862238991
2025-11-10,111.69482594180016
2025-11-11,111.77546799083011
2025-11-12,112.88705073261607
2025-11-13,112.89540051062363
2025-11-14,113.6351736890981
2025-11-17,112.81332859287838
2025-11-18,112.63397643794777
2025-11-19,112.34850340543667
2025-11-20,111.14097465730173
2025-11-21,109.68198645398861
2025-11-24,109.90420002358572
2025-11-25,111.74326723174171
2025-11-26,111.42908813053296
2025-11-27,111.48189464072009
2025-11-28,109.74479273027447
2025-12-01,111.65731668001297
2025-12-02,111.84078182227344
2025-12-03,110.41962923375574
2025-12-04,109.86965519129332
2025-12-05,110.51206934618425
2025-12-08,110.26112321573689
2025-12-09,111.30561669489074
2025-12-10,111.06062732634771
2025-12-11,109.93334788309386
2025-12-12,110.67527328780231
2025-12-15,110.66212374367154
2025-12-16,111.27068756144864
2025-12-17,110.18888429973185
2025-12-18,108.412997337903
2025-12-19,109.96988313699656
2025-12-22,110.11259198952862
2025-12-23,110.88956297166175
2025-12-24,110.86223526342222
2025-12-25,111.83893631513813
2025-12-26,112.4571288019317
2025-12-29,111.68271443678948
2025-12-30,109.63570546852775
2025-12-31,110.4403940825656
2026-01-01,110.08880757724653
2026-01-02,109.799713068033
2026-01-05,109.42975003270368
2026-01-06,110.68311337699879
2026-01-07,111.36972212561575
2026-01-08,111.3692160403018
2026-01-09,110.3532482476134
2026-01-12,109.8262842809836
2026-01-13,109.18176877090282
2026-01-14,107.76307294096652
2026-01-15,109.35738528837022
2026-01-16,107.5174419428217
2026-01-19,109.22822457861034
2026-01-20,110.2304525672054
2026-01-21,110.5195363899262
2026-01-22,110.8570716321605
2026-01-23,109.2481347635452
2026-01-26,110.98250650228248
2026-01-27,111.41648616366761
2026-01-28,111.3959964846624
2026-01-29,110.28691144676799
2026-01-30,111.29441277978191
2026-02-02,111.80771512284309
2026-02-03,111.87219548421052
2026-02-04,111.23441356356946
2026-02-05,110.65578038293786
2026-02-06,112.48093207066437
2026-02-09,111.9807797747913
2026-02-10,111.15132423947227
2026-02-11,111.17341975060864
2026-02-12,109.60482370111846
2026-02-13,108.9082284435639
2026-02-16,108.69701094718305
2026-02-17,107.80492420079777
2026-02-18,107.5749468523443
2026-02-19,106.46789756242237
2026-02-20,106.37683929509963
2026-02-23,106.20236981775048
2026-02-24,106.81874236833033
2026-02-25,106.35533292764188
2026-02-26,106.46987297320783
2026-02-27,106.64044907248038
2026-03-02,109.40104743017085
2026-03-03,109.9384957986242
2026-03-04,108.7753916011066
2026-03-05,110.82588216251399
2026-03-06,111.50518010955956
2026-03-09,111.60029328946477
2026-03-10,112.24828532654195
2026-03-11,110.83041068083782
2026-03-12,111.68396642044615
2026-03-13,112.41676921148492
2026-03-16,111.54750584868876
2026-03-17,111.72213925230811
2026-03-18,111.04304147335182
2026-03-19,109.01305729102462
2026-03-20,109.69402712825786
2026-03-23,108.15681281691747
2026-03-24,109.26061700870906
2026-03-25,108.74257639424154
2026-03-26,109.33549100135824
2026-03-27,110.28445963342011
2026-03-30,108.96190402094959
2026-03-31,108.43148505910139
2026-04-01,108.72599094129234
2026-04-02,108.07323657513311
2026-04-03,110.29541701961281
2026-04-06,110.37908746690042
2026-04-07,109.87943001118514
2026-04-08,110.25466555608092
2026-04-09,110.40381981698206
2026-04-10,109.70969381159664
2026-04-13,107.96535022992828
2026-04-14,107.55949379843663
2026-04-15,106.90912308331289
2026-04-16,109.04668348286917
2026-04-17,108.93474696321658
2026-04-20,108.27229926431505
