,DGRO
2025-01-17,87.32889169555098
2025-01-20,87.59935694625955
2025-01-21,87.10912659626918
2025-01-22,86.6488594558215
2025-01-23,84.86258627573744
2025-01-24,85.38522921369238
2025-01-27,84.98599078709103
2025-01-28,84.8725147781955
2025-01-29,84.67241191557699
2025-01-30,85.28672377500182
2025-01-31,85.89905225737444
2025-02-03,86.50866591775926
2025-02-04,86.23574033155255
2025-02-05,86.32615287610011
2025-02-06,87.20487584176135
2025-02-07,86.92723280167604
2025-02-10,87.71133674247898
2025-02-11,88.90913611551132
2025-02-12,89.32948041952645
2025-02-13,89.77356549334809
2025-02-14,89.09867071438646
2025-02-17,89.67708894641954
2025-02-18,88.85713217287122
2025-02-19,88.57570512137104
2025-02-20,88.42999090613314
2025-02-21,88.54354435294569
2025-02-24,89.87596009652016
2025-02-25,90.52451954259266
2025-02-26,92.06917358721795
2025-02-27,91.89677141420482
2025-02-28,91.98026854776481
2025-03-03,91.39397906367822
2025-03-04,92.42761869584037
2025-03-05,92.67552181814992
2025-03-06,93.01528595538132
2025-03-07,91.74444519547109
2025-03-10,92.0629004779182
2025-03-11,92.67903957641637
2025-03-12,90.69519543882542
2025-03-13,91.96019950328308
2025-03-14,90.76647614680192
2025-03-17,90.97417722445248
2025-03-18,90.64322081988291
2025-03-19,90.61528665899924
2025-03-20,88.6524334946137
2025-03-21,87.36869996012624
2025-03-24,87.93595325743297
2025-03-25,88.48471368165679
2025-03-26,87.15373612721653
2025-03-27,87.93043961696829
2025-03-28,89.6574821355186
2025-03-31,89.06113629899204
2025-04-01,88.73967528343304
2025-04-02,88.8202427780067
2025-04-03,88.69484350733153
2025-04-04,88.37152791400818
2025-04-07,88.37900028919957
2025-04-08,88.59472862982163
2025-04-09,87.67670900925603
2025-04-10,87.17057932486205
2025-04-11,86.34602512051787
2025-04-14,85.25741939072886
2025-04-15,85.51629054125456
2025-04-16,85.06397259481263
2025-04-17,84.3236752037995
2025-04-18,84.4637471849427
2025-04-21,84.84373407010177
2025-04-22,85.0689781687749
2025-04-23,84.53807327343664
2025-04-24,85.72546013213767
2025-04-25,86.28350325181657
2025-04-28,85.44305495535447
2025-04-29,85.89369572310797
2025-04-30,85.38009782854179
2025-05-01,85.23292278162441
2025-05-02,85.71663203862153
2025-05-05,85.33404847043579
2025-05-06,85.09510478759556
2025-05-07,83.92226763113614
2025-05-08,84.17032301002982
2025-05-09,84.02225856938882
2025-05-12,84.49718089136036
2025-05-13,85.870972435814
2025-05-14,85.41886920467775
2025-05-15,86.88616674780893
2025-05-16,87.17787062368441
2025-05-19,86.2474131153345
2025-05-20,85.59720796873333
2025-05-21,85.78256142195825
2025-05-22,86.3719325694938
2025-05-23,87.71523070955439
2025-05-26,86.94184248454206
2025-05-27,87.21211497636395
2025-05-28,86.97476200497037
2025-05-29,85.73228457893389
2025-05-30,85.83766097050685
2025-06-02,84.45649858595283
2025-06-03,84.51011986303581
2025-06-04,83.29658628264205
2025-06-05,85.4049907869742
2025-06-06,83.57724688484768
2025-06-09,84.1021224774124
2025-06-10,84.1365267455317
2025-06-11,83.73938258856425
2025-06-12,83.05993479395867
2025-06-13,82.18082932462349
2025-06-16,82.24070940589566
2025-06-17,83.18945775533125
2025-06-18,84.22983368853765
2025-06-19,82.95725954570179
2025-06-20,81.71239828763915
2025-06-23,83.12677581626721
2025-06-24,83.40853516455626
2025-06-25,82.95167275945114
2025-06-26,83.73016121201259
2025-06-27,84.85165380835095
2025-06-30,84.22341724729392
2025-07-01,83.90444784668524
2025-07-02,83.55509907422585
2025-07-03,83.26959162260684
2025-07-04,83.79033482958317
2025-07-07,85.11890650156599
2025-07-08,85.36057148243091
2025-07-09,84.47702740706556
2025-07-10,85.32954836541956
2025-07-11,86.32617086679136
2025-07-14,86.22523706559124
2025-07-15,86.1847080544581
2025-07-16,85.30649541029895
2025-07-17,84.73619668151578
2025-07-18,83.8939667348372
2025-07-21,83.73541203911576
2025-07-22,84.25186201570732
2025-07-23,84.45454263279422
2025-07-24,84.7529923321897
2025-07-25,85.87103749536642
2025-07-28,85.91811774664177
2025-07-29,86.62307980008015
2025-07-30,86.271557274118
2025-07-31,86.8308695759398
2025-08-01,87.62785335102875
2025-08-04,88.52331641901972
2025-08-05,88.60128084177981
2025-08-06,88.08899708807752
2025-08-07,88.03497760662992
2025-08-08,88.5669963763846
2025-08-11,88.73954078245218
2025-08-12,89.90357751003144
2025-08-13,89.16389680463466
2025-08-14,90.81611761838265
2025-08-15,90.63092429874753
2025-08-18,90.80197479455072
2025-08-19,91.87488057578464
2025-08-20,91.16887426063188
2025-08-21,91.46458906660229
2025-08-22,91.53416712002632
2025-08-25,92.44185209075577
2025-08-26,91.86607941895781
2025-08-27,92.28122213943996
2025-08-28,91.94858787845473
2025-08-29,92.67459763747931
2025-09-01,93.69789562025116
2025-09-02,93.24587874979777
2025-09-03,92.47797730076609
2025-09-04,92.79222152094589
2025-09-05,92.4551280310359
2025-09-08,89.41843893478725
2025-09-09,89.62605930470852
2025-09-10,90.20864994995576
2025-09-11,91.01219569518993
2025-09-12,91.27274892148503
2025-09-15,92.00892788260592
2025-09-16,91.93723750883017
2025-09-17,92.6553786469157
2025-09-18,93.138765820625
2025-09-19,92.05032497172226
2025-09-22,91.67707131619785
2025-09-23,92.57566789207947
2025-09-24,93.54814326091683
2025-09-25,94.00190460405571
2025-09-26,93.41961361813478
2025-09-29,92.58151498736747
2025-09-30,91.06852201484145
2025-10-01,89.96141766768557
2025-10-02,88.89691265085506
2025-10-03,88.74653757763559
2025-10-06,87.77369153085131
2025-10-07,88.97391324632756
2025-10-08,89.41923259575213
2025-10-09,88.88298335902228
2025-10-10,90.26263128787323
2025-10-13,90.14910115842541
2025-10-14,89.11595290329468
2025-10-15,90.79593419958806
2025-10-16,90.45993421088194
2025-10-17,90.31666836121248
2025-10-20,89.548539049877
2025-10-21,90.01573420178627
2025-10-22,92.098425440778
2025-10-23,91.09563702608231
2025-10-24,90.18009943072015
2025-10-27,91.58419685956757
2025-10-28,91.42091890230564
2025-10-29,91.9575695252019
2025-10-30,92.27895689381731
2025-10-31,92.56713106402756
2025-11-03,92.63127834810433
2025-11-04,93.42758343079807
2025-11-05,94.63260777914623
2025-11-06,93.85050847853259
2025-11-07,94.50367132974897
2025-11-10,94.97395724986877
2025-11-11,94.94920089943818
2025-11-12,94.95314932363553
2025-11-13,96.52288053713538
2025-11-14,96.09887263058509
2025-11-17,97.72473435293779
2025-11-18,98.19530046586591
2025-11-19,97.74068876373848
2025-11-20,98.76215498440565
2025-11-21,99.45599878054604
2025-11-24,99.81761010271867
2025-11-25,101.13010136713758
2025-11-26,98.99009550423118
2025-11-27,98.33030903164659
2025-11-28,100.3404860369216
2025-12-01,100.60625724549612
2025-12-02,101.14376073469258
2025-12-03,101.26804628883662
2025-12-04,102.31052513832377
2025-12-05,103.63538865364166
2025-12-08,102.05360225369407
2025-12-09,102.25689823743834
2025-12-10,102.6273132935441
2025-12-11,103.03934433199096
2025-12-12,103.80134627511472
2025-12-15,103.11718010193702
2025-12-16,103.48217223348506
2025-12-17,103.82670249161248
2025-12-18,102.40097542030277
2025-12-19,101.64259784677097
2025-12-22,101.13715965367824
2025-12-23,100.91103402920913
2025-12-24,100.77052088577243
2025-12-25,99.96265216987496
2025-12-26,100.41056186563995
2025-12-29,99.62304143579772
2025-12-30,99.07013264416355
2025-12-31,99.845213890832
2026-01-01,99.92948369029271
2026-01-02,100.08897015111471
2026-01-05,96.41421584277498
2026-01-06,96.40479747221636
2026-01-07,97.97747905116019
2026-01-08,97.4996115729601
2026-01-09,97.99283804686019
2026-01-12,97.43159833145961
2026-01-13,98.35237911774348
2026-01-14,97.25646978291691
2026-01-15,98.47877059604473
2026-01-16,99.00692490043069
2026-01-19,99.19943424331406
2026-01-20,99.83065451087248
2026-01-21,99.21521770160867
2026-01-22,100.33992657206394
2026-01-23,99.405221965822
2026-01-26,97.93708723413732
2026-01-27,97.22463735849158
2026-01-28,97.64445839914785
2026-01-29,98.41889131398082
2026-01-30,99.62587245466604
2026-02-02,99.47419822552935
2026-02-03,99.37827564668552
2026-02-04,99.98318741613
2026-02-05,101.41770715971619
2026-02-06,102.10320395863958
2026-02-09,101.37537418646272
2026-02-10,99.03376538402932
2026-02-11,98.69964869751573
2026-02-12,96.46563875712472
2026-02-13,95.59361541346448
2026-02-16,96.64734934178097
2026-02-17,98.51322196302318
2026-02-18,97.45552431125795
2026-02-19,97.6204828855942
2026-02-20,98.99113673469823
2026-02-23,97.27507099523758
2026-02-24,98.65165334801202
2026-02-25,99.44000014273851
2026-02-26,100.3586253677083
2026-02-27,100.50688483984082
2026-03-02,100.34913995068027
2026-03-03,99.23494257263572
2026-03-04,98.81118889553697
2026-03-05,99.12247817678606
2026-03-06,99.89086523767882
2026-03-09,100.98097660197742
2026-03-10,102.17779148384187
2026-03-11,100.92484887536604
2026-03-12,99.96469077547523
2026-03-13,99.56731024094083
2026-03-16,102.39659627138649
2026-03-17,102.64507625907567
2026-03-18,102.8162294357936
2026-03-19,101.12473499845231
2026-03-20,102.5274266880802
2026-03-23,102.51005207792696
2026-03-24,102.00590738910853
2026-03-25,101.08844113360904
2026-03-26,100.13273409885106
2026-03-27,98.74772967718451
2026-03-30,97.89427354048452
2026-03-31,96.91523887341856
2026-04-01,98.75997520972554
2026-04-02,99.2776432885284
2026-04-03,99.04030417144128
2026-04-06,98.81751974490346
2026-04-07,98.78439197005649
2026-04-08,98.21349489062624
2026-04-09,96.31044313077601
2026-04-10,98.51589105127513
2026-04-13,98.71621345886919
2026-04-14,97.96671078304394
2026-04-15,98.20910052125025
2026-04-16,98.3597498165864
2026-04-17,97.41919714579129
2026-04-20,97.7969048407593
