,IVW
2025-01-17,85.611440768836
2025-01-20,83.91710566488788
2025-01-21,85.6997795486462
2025-01-22,85.866982789322
2025-01-23,85.5654636912983
2025-01-24,83.75698059085687
2025-01-27,83.03419108704804
2025-01-28,84.8524574639996
2025-01-29,83.66183792700552
2025-01-30,83.0793038297942
2025-01-31,83.63434954064299
2025-02-03,83.80849443329424
2025-02-04,83.4575205086226
2025-02-05,84.376875945357
2025-02-06,83.95922343372555
2025-02-07,84.5038111544653
2025-02-10,82.03428904206413
2025-02-11,80.29719869653731
2025-02-12,80.61446208760569
2025-02-13,80.89772237726429
2025-02-14,79.65772933084344
2025-02-17,80.35626691239915
2025-02-18,79.97054449011954
2025-02-19,80.27810042908192
2025-02-20,79.80234377986673
2025-02-21,80.97809818990281
2025-02-24,81.76459453638527
2025-02-25,83.12156741016904
2025-02-26,82.66648581183007
2025-02-27,83.74529443741304
2025-02-28,84.2561129710356
2025-03-03,83.80997765550148
2025-03-04,83.53576261183207
2025-03-05,82.8886951327692
2025-03-06,82.40085405594249
2025-03-07,82.13765655106421
2025-03-10,81.47293285583936
2025-03-11,80.46288311778592
2025-03-12,82.10126827138575
2025-03-13,81.38867771079592
2025-03-14,81.958491330021
2025-03-17,80.7384422991636
2025-03-18,80.65210772752275
2025-03-19,80.30678990502128
2025-03-20,82.17885705517538
2025-03-21,83.2692993343878
2025-03-24,82.55799218918258
2025-03-25,81.6407238611502
2025-03-26,81.66629776113834
2025-03-27,81.28789100875005
2025-03-28,79.93292491081918
2025-03-31,79.39933777925859
2025-04-01,79.63339008722014
2025-04-02,79.27609563655848
2025-04-03,79.11374295997881
2025-04-04,80.02430971649508
2025-04-07,80.98459114264948
2025-04-08,80.80485516994797
2025-04-09,79.57412451608472
2025-04-10,79.77058260708597
2025-04-11,80.55761891243716
2025-04-14,79.6991986150343
2025-04-15,80.56959370146491
2025-04-16,80.38036070976477
2025-04-17,78.25096272395771
2025-04-18,77.05893315504106
2025-04-21,78.66208574545291
2025-04-22,79.71303979149431
2025-04-23,80.83527948273475
2025-04-24,80.42758014791104
2025-04-25,81.49088493766355
2025-04-28,79.71945448338377
2025-04-29,81.58209538377747
2025-04-30,80.8759177990425
2025-05-01,80.46861864063229
2025-05-02,80.7257267902697
2025-05-05,81.55135093632848
2025-05-06,82.22053714437129
2025-05-07,81.9382748181216
2025-05-08,82.53148250694153
2025-05-09,83.01142260577136
2025-05-12,83.72144496766884
2025-05-13,83.79569443598814
2025-05-14,82.34699700688843
2025-05-15,82.16954253661306
2025-05-16,81.75079765922769
2025-05-19,82.32124899269658
2025-05-20,83.91824596981309
2025-05-21,85.37791652175666
2025-05-22,85.85598534548492
2025-05-23,85.87613402341604
2025-05-26,86.29560525506392
2025-05-27,86.46243736719218
2025-05-28,86.45645336814236
2025-05-29,87.69552700225758
2025-05-30,88.7391364604996
2025-06-02,89.94360048815287
2025-06-03,88.3020779404207
2025-06-04,87.70475544275367
2025-06-05,87.52030350246963
2025-06-06,86.73827330127646
2025-06-09,86.43657769262573
2025-06-10,84.96826753752457
2025-06-11,85.25887699168896
2025-06-12,85.52894178074384
2025-06-13,84.42151421595396
2025-06-16,83.55870015630545
2025-06-17,83.4162008060688
2025-06-18,83.47207912337925
2025-06-19,84.85463700711165
2025-06-20,85.76283122470208
2025-06-23,86.5825260190891
2025-06-24,88.36920990300867
2025-06-25,89.74157241650929
2025-06-26,89.10309803880516
2025-06-27,89.18754392033563
2025-06-30,89.15825061265824
2025-07-01,88.93682068677798
2025-07-02,88.96152160557556
2025-07-03,91.44762297948493
2025-07-04,92.1219337043579
2025-07-07,93.25834267398037
2025-07-08,92.15379990990044
2025-07-09,90.76991007947301
2025-07-10,90.55345699358153
2025-07-11,90.35239830859142
2025-07-14,90.5648906470579
2025-07-15,90.21722488817709
2025-07-16,90.93756193624843
2025-07-17,90.51629743792358
2025-07-18,89.91334414418156
2025-07-21,86.87166031333284
2025-07-22,86.48953705278153
2025-07-23,85.36350132677477
2025-07-24,84.25999899173378
2025-07-25,85.52080293508962
2025-07-28,86.54624632478216
2025-07-29,85.62634939788795
2025-07-30,86.22590621085665
2025-07-31,85.50370255559815
2025-08-01,86.16052233903378
2025-08-04,85.95158008101349
2025-08-05,86.25544439567683
2025-08-06,85.56156451121178
2025-08-07,85.81077464640423
2025-08-08,83.9878169639002
2025-08-11,83.69115348871227
2025-08-12,83.39546863256042
2025-08-13,84.06427360117176
2025-08-14,82.58809000461088
2025-08-15,82.87487059934882
2025-08-18,80.85819239495711
2025-08-19,79.8897803417288
2025-08-20,79.57379407542207
2025-08-21,80.09747809006939
2025-08-22,80.01009455688492
2025-08-25,81.90383050288068
2025-08-26,81.94967677542458
2025-08-27,82.78962447806289
2025-08-28,82.75161540487659
2025-08-29,82.8491211462039
2025-09-01,83.26034934079183
2025-09-02,84.82764915171201
2025-09-03,86.85108242600795
2025-09-04,83.46272569319876
2025-09-05,83.27997528903764
2025-09-08,84.58783742338325
2025-09-09,84.13019943037942
2025-09-10,82.90703286323385
2025-09-11,83.15576376595148
2025-09-12,81.15948480808945
2025-09-15,81.43606238242597
2025-09-16,84.88945855983602
2025-09-17,85.88972052651759
2025-09-18,84.78004213384288
2025-09-19,84.48273253982566
2025-09-22,86.0865231542523
2025-09-23,84.77154751496641
2025-09-24,84.96503512415559
2025-09-25,85.11794665329454
2025-09-26,84.34810127046778
2025-09-29,82.85713877198913
2025-09-30,85.2431875349317
2025-10-01,86.27842067227334
2025-10-02,85.87389966804284
2025-10-03,84.21940579122617
2025-10-06,83.03929669341098
2025-10-07,83.5560561299446
2025-10-08,86.30129744524493
2025-10-09,86.39231870218258
2025-10-10,85.16701341866296
2025-10-13,85.62135922764121
2025-10-14,85.36186761394734
2025-10-15,85.65020452983197
2025-10-16,85.0264316206547
2025-10-17,83.99090829008766
2025-10-20,85.15592815939075
2025-10-21,84.47603676357765
2025-10-22,83.5537564904398
2025-10-23,82.05716060289673
2025-10-24,82.52171963105496
2025-10-27,81.98336289187432
2025-10-28,81.01915159026501
2025-10-29,80.40714660506619
2025-10-30,81.01729525998154
2025-10-31,81.06407626036346
2025-11-03,81.79717770283048
2025-11-04,81.53206130014851
2025-11-05,82.68472384222656
2025-11-06,82.25254480770194
2025-11-07,84.66571590238445
2025-11-10,84.64980352852483
2025-11-11,86.8660644964689
2025-11-12,86.86488240127194
2025-11-13,87.01116862818287
2025-11-14,84.46874169958292
2025-11-17,84.18106845872148
2025-11-18,84.48001425498072
2025-11-19,85.73644861895941
2025-11-20,86.42319630566807
2025-11-21,87.20198219283573
2025-11-24,87.95010352324726
2025-11-25,89.93443072261037
2025-11-26,89.58080308073075
2025-11-27,89.49511680682576
2025-11-28,87.50721135501578
2025-12-01,88.56692295434524
2025-12-02,88.0752337653072
2025-12-03,88.181257565665
2025-12-04,88.01582213288168
2025-12-05,87.53513818001815
2025-12-08,87.38173341722334
2025-12-09,86.4874457574332
2025-12-10,85.266035179459
2025-12-11,85.0360762850666
2025-12-12,85.19718521000542
2025-12-15,85.36195441506513
2025-12-16,84.81127445204815
2025-12-17,86.00143630753118
2025-12-18,86.87041023491653
2025-12-19,87.70602634395131
2025-12-22,88.2714559196046
2025-12-23,88.66991527754591
2025-12-24,88.6276548771802
2025-12-25,88.09938654794253
2025-12-26,88.10311262701683
2025-12-29,87.28463930532939
2025-12-30,88.0141260694271
2025-12-31,89.01926459496401
2026-01-01,88.34166281216042
2026-01-02,88.01738041289767
2026-01-05,88.70917797423805
2026-01-06,88.52400433035366
2026-01-07,87.21402916827782
2026-01-08,87.22813215154753
2026-01-09,86.36497427950192
2026-01-12,86.93552547486763
2026-01-13,88.60979435016436
2026-01-14,89.68338609968156
2026-01-15,90.25350692328338
2026-01-16,90.96667905420273
2026-01-19,91.49837095020831
2026-01-20,90.37887829106783
2026-01-21,88.4213331654822
2026-01-22,89.34214873733907
2026-01-23,91.4838976539017
2026-01-26,92.30491932421249
2026-01-27,92.64526724020445
2026-01-28,92.38934152267773
2026-01-29,90.74935451042022
2026-01-30,91.2903975625668
2026-02-02,90.68126718079003
2026-02-03,90.68870776622737
2026-02-04,89.78528174814217
2026-02-05,89.23551971244494
2026-02-06,90.85170853108941
2026-02-09,90.76338386785527
2026-02-10,88.95390956777493
2026-02-11,89.7395256616435
2026-02-12,90.96545021365489
2026-02-13,91.10104454325591
2026-02-16,92.47834703592378
2026-02-17,94.12299344993849
2026-02-18,94.30144365272804
2026-02-19,94.99291727681401
2026-02-20,96.92865185282619
2026-02-23,98.77946113392356
2026-02-24,99.00579408767042
2026-02-25,99.37382524448005
2026-02-26,99.718546161331
2026-02-27,97.26935002278013
2026-03-02,100.36004268967282
2026-03-03,101.59096135820715
2026-03-04,101.5557958773746
2026-03-05,102.84892576298668
2026-03-06,102.8172425833339
2026-03-09,104.48519978489841
2026-03-10,104.0741826638145
2026-03-11,106.99446239218359
2026-03-12,108.35440368058427
2026-03-13,109.20414233766226
2026-03-16,108.77131364327532
2026-03-17,106.95717811864208
2026-03-18,106.42111809540606
2026-03-19,109.4389581186892
2026-03-20,107.98761278384235
2026-03-23,109.27283731440089
2026-03-24,109.61815029611384
2026-03-25,109.73773617193191
2026-03-26,107.07054501333143
2026-03-27,107.12095606269105
2026-03-30,106.51979616916181
2026-03-31,108.2590064074604
2026-04-01,107.73963823331447
2026-04-02,108.21466537043365
2026-04-03,109.32623879945905
2026-04-06,107.5624572419077
2026-04-07,107.4168140567559
2026-04-08,105.67742989513486
2026-04-09,107.20016779099673
2026-04-10,107.01328949771587
2026-04-13,105.1931768197201
2026-04-14,102.76411487780011
2026-04-15,102.66665197124996
2026-04-16,103.44148074267667
2026-04-17,104.24652737278323
2026-04-20,104.21861090365718
