,VDE
2025-01-17,114.49622196151583
2025-01-20,112.05512352141267
2025-01-21,109.71926134504332
2025-01-22,110.29162502177263
2025-01-23,107.06190755788249
2025-01-24,107.79173933609695
2025-01-27,105.52560808071303
2025-01-28,107.85116657003061
2025-01-29,109.5107284051451
2025-01-30,108.45520110310862
2025-01-31,107.6944009473038
2025-02-03,104.93327111480264
2025-02-04,103.78371174479825
2025-02-05,106.30396306341041
2025-02-06,108.19461802696063
2025-02-07,108.23680552531711
2025-02-10,108.11671142716163
2025-02-11,108.81387832776836
2025-02-12,108.70255738375508
2025-02-13,108.46974838024667
2025-02-14,108.01250419027141
2025-02-17,107.97134849654111
2025-02-18,105.50085729327428
2025-02-19,106.8501390526738
2025-02-20,106.07594991984072
2025-02-21,107.14917968261008
2025-02-24,105.06212943164812
2025-02-25,105.3059844494827
2025-02-26,104.3502425353541
2025-02-27,103.88435503955333
2025-02-28,104.21479132498692
2025-03-03,103.56811934311551
2025-03-04,103.95192769110008
2025-03-05,103.55220901916056
2025-03-06,103.94150703203869
2025-03-07,105.08955548321066
2025-03-10,103.9369680249856
2025-03-11,101.48008116956547
2025-03-12,102.13065996423217
2025-03-13,100.26803548780852
2025-03-14,103.61367873892533
2025-03-17,103.10212636352296
2025-03-18,103.3598811354314
2025-03-19,101.6587983828849
2025-03-20,102.60389478229443
2025-03-21,102.5312838807773
2025-03-24,102.75013838658494
2025-03-25,102.65115145111025
2025-03-26,103.43502661435686
2025-03-27,102.82600305377471
2025-03-28,103.93221832165742
2025-03-31,104.06079463979225
2025-04-01,104.30704545841678
2025-04-02,103.31578028330219
2025-04-03,104.91919014419489
2025-04-04,106.58472076990404
2025-04-07,109.04166442157177
2025-04-08,110.95772162336381
2025-04-09,111.68052392126123
2025-04-10,111.69971620808342
2025-04-11,113.21994511552008
2025-04-14,112.54243732731312
2025-04-15,114.0526970561233
2025-04-16,114.51557254102586
2025-04-17,113.55284307825582
2025-04-18,113.01453329242848
2025-04-21,111.6059128868236
2025-04-22,111.40431249248999
2025-04-23,111.99677747806427
2025-04-24,113.4768240879225
2025-04-25,112.2781161972958
2025-04-28,112.62658886699195
2025-04-29,108.72849624776852
2025-04-30,110.47441678244034
2025-05-01,111.83708797891919
2025-05-02,108.57930814912815
2025-05-05,110.29040842049605
2025-05-06,112.09055633855642
2025-05-07,112.55766298576624
2025-05-08,111.1736853288808
2025-05-09,110.89668624126992
2025-05-12,112.89267632272887
2025-05-13,114.05606052955513
2025-05-14,115.16710066995972
2025-05-15,115.84881786754977
2025-05-16,115.87856176237234
2025-05-19,116.15202319763382
2025-05-20,117.45258034063353
2025-05-21,117.29367488146968
2025-05-22,114.96094458330663
2025-05-23,116.84865925272338
2025-05-26,117.46606768691741
2025-05-27,119.12088907450342
2025-05-28,119.2766503381124
2025-05-29,119.87746360522682
2025-05-30,118.55783223355965
2025-06-02,119.63858180426132
2025-06-03,116.05585118289817
2025-06-04,113.4557241495943
2025-06-05,113.38713532071465
2025-06-06,115.84029254907668
2025-06-09,117.04876251481184
2025-06-10,116.89720510261783
2025-06-11,114.45435175326504
2025-06-12,116.26250721834579
2025-06-13,115.87146548068554
2025-06-16,118.9320964135556
2025-06-17,115.59683781025481
2025-06-18,116.11818139093305
2025-06-19,117.80876631367774
2025-06-20,119.84297712789322
2025-06-23,119.928145290605
2025-06-24,118.24757008877505
2025-06-25,116.28061713484507
2025-06-26,117.06144772547849
2025-06-27,117.69882064215022
2025-06-30,113.34993210990764
2025-07-01,116.24579786699066
2025-07-02,116.27448892046456
2025-07-03,116.62892703001337
2025-07-04,117.90831497567515
2025-07-07,117.05899637421864
2025-07-08,117.38211485786007
2025-07-09,117.82214536394275
2025-07-10,118.27670024801303
2025-07-11,117.70431009518774
2025-07-14,118.03532403403936
2025-07-15,118.22785783505552
2025-07-16,116.91064157750677
2025-07-17,120.62503136168439
2025-07-18,120.42973626391995
2025-07-21,120.68512901119264
2025-07-22,121.44630977692692
2025-07-23,119.76285671855396
2025-07-24,119.89389000632549
2025-07-25,118.66731549454717
2025-07-28,117.76081330664738
2025-07-29,115.44315489779882
2025-07-30,117.31428341172973
2025-07-31,119.05714250974873
2025-08-01,118.57728549313167
2025-08-04,118.70064392647863
2025-08-05,120.33666584988178
2025-08-06,120.8203159435687
2025-08-07,122.8507657439722
2025-08-08,125.1899295813371
2025-08-11,125.09786497741284
2025-08-12,124.77189056605104
2025-08-13,125.7025169367197
2025-08-14,127.19699207946337
2025-08-15,131.5908410100216
2025-08-18,127.87540436964018
2025-08-19,128.0432144033151
2025-08-20,126.09841690400951
2025-08-21,130.1959349327175
2025-08-22,128.57233293023074
2025-08-25,131.20800612599675
2025-08-26,129.32827738938636
2025-08-27,129.19239604783925
2025-08-28,132.6068805486945
2025-08-29,133.24577454161744
2025-09-01,134.04903153648303
2025-09-02,132.83165913255502
2025-09-03,134.71020386867724
2025-09-04,136.10132972338823
2025-09-05,138.01271182245372
2025-09-08,141.55757560244277
2025-09-09,143.57710575409772
2025-09-10,145.09551450191813
2025-09-11,143.42228257420257
2025-09-12,143.6788521205485
2025-09-15,139.04697423879156
2025-09-16,140.18478710916756
2025-09-17,138.7355623469418
2025-09-18,137.32568371960386
2025-09-19,136.64212428102047
2025-09-22,138.24186842246507
2025-09-23,135.91523714449752
2025-09-24,137.80845459540433
2025-09-25,140.16372472300662
2025-09-26,139.9691699775971
2025-09-29,139.75160329530695
2025-09-30,137.02233690348612
2025-10-01,137.49103324037884
2025-10-02,136.99917629245334
2025-10-03,144.7119235002629
2025-10-06,143.5600071093957
2025-10-07,141.33664231253852
2025-10-08,142.6319445856907
2025-10-09,140.0641639487087
2025-10-10,140.21670323821104
2025-10-13,142.71097370408927
2025-10-14,146.4290151898228
2025-10-15,143.886442421312
2025-10-16,140.76034286310514
2025-10-17,141.45509822578262
2025-10-20,140.35390874739838
2025-10-21,141.66137546822003
2025-10-22,139.10372493137962
2025-10-23,139.00153882840732
2025-10-24,138.2612549514638
2025-10-27,137.9131266876354
2025-10-28,135.00387124271836
2025-10-29,136.31924649510057
2025-10-30,138.26362427548383
2025-10-31,138.77845584252015
2025-11-03,136.96655356854274
2025-11-04,135.16095747475615
2025-11-05,136.835407313654
2025-11-06,136.4236697047769
2025-11-07,137.24398441511505
2025-11-10,138.38132671028816
2025-11-11,138.81830411122922
2025-11-12,140.62041714927005
2025-11-13,140.10459795223295
2025-11-14,140.5230187300291
2025-11-17,136.1803442547298
2025-11-18,136.6355644579426
2025-11-19,136.43835838213022
2025-11-20,134.84927131786313
2025-11-21,134.94134386732435
2025-11-24,134.08548573663333
2025-11-25,135.5022721423489
2025-11-26,133.2889528587224
2025-11-27,132.51294421133656
2025-11-28,136.76282425399094
2025-12-01,135.38888501869155
2025-12-02,135.6165599528947
2025-12-03,135.4914417869954
2025-12-04,135.56640768911035
2025-12-05,135.1055632625161
2025-12-08,134.17159117030138
2025-12-09,133.4313935827878
2025-12-10,135.89058231242083
2025-12-11,136.96746213474364
2025-12-12,136.23760495947528
2025-12-15,136.73561927600988
2025-12-16,134.86630938109474
2025-12-17,130.76789882343164
2025-12-18,131.40175570568385
2025-12-19,130.6570828116225
2025-12-22,132.42793903658517
2025-12-23,133.6400353070968
2025-12-24,132.77746090962424
2025-12-25,129.7465524863805
2025-12-26,128.268573343902
2025-12-29,130.6510646081942
2025-12-30,126.37296902919795
2025-12-31,123.88309707318048
2026-01-01,126.5813257223681
2026-01-02,126.36419428433176
2026-01-05,128.4555085555412
2026-01-06,128.15731989262162
2026-01-07,129.06583814906082
2026-01-08,128.6972902885302
2026-01-09,128.4769074745475
2026-01-12,128.44880741722992
2026-01-13,127.29606151219426
2026-01-14,127.79460889658635
2026-01-15,128.24634860710356
2026-01-16,130.19547944923661
2026-01-19,127.3028968485776
2026-01-20,125.88604565869068
2026-01-21,129.55706062901285
2026-01-22,131.05040821007267
2026-01-23,130.90731321048824
2026-01-26,129.8416685297548
2026-01-27,131.94171501353057
2026-01-28,132.54355170906206
2026-01-29,136.94638305658648
2026-01-30,139.56671608909693
2026-02-02,143.0106444744438
2026-02-03,138.6492641343314
2026-02-04,139.3853451522942
2026-02-05,140.67964801457674
2026-02-06,139.29967358506997
2026-02-09,140.88751755467217
2026-02-10,142.15085291565507
2026-02-11,149.08876343209187
2026-02-12,150.02695000619823
2026-02-13,147.96963237983405
2026-02-16,148.97274938210373
2026-02-17,147.89185807466717
2026-02-18,147.44645168859364
2026-02-19,146.02260553513307
2026-02-20,146.73146321374207
2026-02-23,146.19229218198456
2026-02-24,146.27262950585717
2026-02-25,139.95911897544232
2026-02-26,137.14431862685592
2026-02-27,139.42298680011572
2026-03-02,136.42590563651436
2026-03-03,134.92516157153065
2026-03-04,135.9694121834068
2026-03-05,133.62866706629475
2026-03-06,133.90141393757307
2026-03-09,136.51463746843794
2026-03-10,135.7567363596155
2026-03-11,136.828607527905
2026-03-12,136.85092811100918
2026-03-13,135.5603819755332
2026-03-16,135.40557022249945
2026-03-17,135.7972721174688
2026-03-18,133.02938722042924
2026-03-19,131.44096685976294
2026-03-20,132.40493450254064
2026-03-23,128.6874552202317
2026-03-24,132.54429530631336
2026-03-25,132.09452172655455
2026-03-26,129.47027803081176
2026-03-27,128.09797524064396
2026-03-30,125.68354863550898
2026-03-31,127.56191869847856
2026-04-01,125.68746807703674
2026-04-02,125.38427723197927
2026-04-03,126.04034858155231
2026-04-06,122.94073290889823
2026-04-07,125.20315541402434
2026-04-08,121.91808845999539
2026-04-09,122.95180494887958
2026-04-10,122.49710846355906
2026-04-13,122.11580498814716
2026-04-14,124.37450044839882
2026-04-15,126.35221285007856
2026-04-16,124.36592154459592
2026-04-17,126.30221030834119
2026-04-20,130.11872406848792
