,VYM
2025-01-17,93.75199729685836
2025-01-20,92.80431484787799
2025-01-21,93.27587554011654
2025-01-22,93.87515509653068
2025-01-23,92.27547805076077
2025-01-24,91.3847435104699
2025-01-27,91.64038467281746
2025-01-28,91.23533896056531
2025-01-29,92.95486706560433
2025-01-30,93.53688052306246
2025-01-31,92.11943229019046
2025-02-03,90.42694711391738
2025-02-04,91.25925671251335
2025-02-05,88.9760462776267
2025-02-06,89.84818309562583
2025-02-07,91.11856289017669
2025-02-10,90.73898023671526
2025-02-11,90.58821522276827
2025-02-12,90.48432305895358
2025-02-13,90.15676106169465
2025-02-14,89.41329769364084
2025-02-17,90.29389428231534
2025-02-18,90.07200718239837
2025-02-19,91.30247266664183
2025-02-20,89.54852643125906
2025-02-21,88.59547279131179
2025-02-24,89.3960770750737
2025-02-25,89.20742640389695
2025-02-26,88.21712836283062
2025-02-27,87.26652279107309
2025-02-28,86.97801799819572
2025-03-03,86.77298602500724
2025-03-04,85.62578988551813
2025-03-05,85.10709595461353
2025-03-06,85.127752119168
2025-03-07,85.62949331828935
2025-03-10,85.5416105837034
2025-03-11,85.40466516924006
2025-03-12,85.72408321096844
2025-03-13,85.65532121042011
2025-03-14,85.5397163703629
2025-03-17,86.21317388231694
2025-03-18,86.64027328051564
2025-03-19,87.84601871565452
2025-03-20,87.93066259109364
2025-03-21,88.77160554833138
2025-03-24,89.2922501603719
2025-03-25,90.52310005447531
2025-03-26,90.45174136937719
2025-03-27,91.28999407999434
2025-03-28,92.30193665120956
2025-03-31,92.77604175908787
2025-04-01,93.82462472155537
2025-04-02,94.64238534480415
2025-04-03,96.5358002804555
2025-04-04,96.76107219585617
2025-04-07,95.03283063828933
2025-04-08,94.01572584379308
2025-04-09,94.91639965657039
2025-04-10,94.66346410651563
2025-04-11,94.93257604525206
2025-04-14,95.3384892164529
2025-04-15,95.49715265177228
2025-04-16,94.60440638209138
2025-04-17,94.32440920267202
2025-04-18,93.8072798569683
2025-04-21,93.61902710660488
2025-04-22,94.32464555473567
2025-04-23,92.95632663872166
2025-04-24,92.14966999153816
2025-04-25,92.1966087617327
2025-04-28,91.67695827192463
2025-04-29,92.48298678348225
2025-04-30,92.47774722567948
2025-05-01,92.4813212302478
2025-05-02,92.14871784336744
2025-05-05,92.3915256874195
2025-05-06,91.8984535421062
2025-05-07,93.40767583580993
2025-05-08,92.10081295040412
2025-05-09,92.21267830582408
2025-05-12,92.27027199643291
2025-05-13,95.3893578743691
2025-05-14,94.22918064136444
2025-05-15,94.50986715948287
2025-05-16,94.77105238718326
2025-05-19,94.2455961620838
2025-05-20,95.73527346743708
2025-05-21,96.27881183621906
2025-05-22,95.8923206732199
2025-05-23,95.37671561095421
2025-05-26,93.49591103769
2025-05-27,93.05532692032664
2025-05-28,93.89969556473
2025-05-29,94.48190807364234
2025-05-30,94.27242584077995
2025-06-02,95.12885893530743
2025-06-03,96.06272484566402
2025-06-04,96.15372563592022
2025-06-05,95.72026831541048
2025-06-06,94.92629598780987
2025-06-09,94.18563056955549
2025-06-10,96.05998797252388
2025-06-11,95.13197780830073
2025-06-12,94.0551346785484
2025-06-13,93.01362655592618
2025-06-16,94.72603872339516
2025-06-17,95.04103525319763
2025-06-18,95.99185815507117
2025-06-19,95.47209142147312
2025-06-20,94.66209855354602
2025-06-23,93.91476168588872
2025-06-24,96.21509316115603
2025-06-25,96.19553253747826
2025-06-26,97.48507378140627
2025-06-27,98.06983952853223
2025-06-30,99.5836624902218
2025-07-01,100.04185085716529
2025-07-02,99.08013543702474
2025-07-03,100.70270208655072
2025-07-04,102.46481675206856
2025-07-07,101.04127349598868
2025-07-08,101.42336011772738
2025-07-09,101.48522847339542
2025-07-10,100.41959613611328
2025-07-11,99.68922450954689
2025-07-14,100.27516703553462
2025-07-15,100.68430807623443
2025-07-16,101.1291989534123
2025-07-17,101.77747539650517
2025-07-18,101.13822551794986
2025-07-21,101.33335723407126
2025-07-22,101.75336113558777
2025-07-23,102.06284692590066
2025-07-24,104.8020212257961
2025-07-25,104.40079878864933
2025-07-28,103.75181424354022
2025-07-29,102.1482888829595
2025-07-30,100.82698657862919
2025-07-31,100.31925176890762
2025-08-01,100.788534406276
2025-08-04,98.12449190349773
2025-08-05,97.98063813039242
2025-08-06,98.18501050557953
2025-08-07,97.52724795992759
2025-08-08,98.05429721543362
2025-08-11,98.13908389924525
2025-08-12,98.08237896969652
2025-08-13,98.27135278522015
2025-08-14,99.25697532592831
2025-08-15,99.18244024363628
2025-08-18,98.71885303388737
2025-08-19,97.29531481076175
2025-08-20,95.07733383166415
2025-08-21,95.8810760471024
2025-08-22,96.13219712333199
2025-08-25,95.36964978387186
2025-08-26,95.09278253903086
2025-08-27,94.26747230735748
2025-08-28,95.15692215618944
2025-08-29,96.21244216704022
2025-09-01,96.38682064276038
2025-09-02,94.66426286365598
2025-09-03,93.07780393442559
2025-09-04,94.8356723379553
2025-09-05,94.84608766979952
2025-09-08,94.8453404330099
2025-09-09,94.56828359750655
2025-09-10,94.24109073163518
2025-09-11,94.61283140067329
2025-09-12,93.89457932345823
2025-09-15,95.08481258380024
2025-09-16,95.6165909886198
2025-09-17,96.30273952209247
2025-09-18,95.01239489351805
2025-09-19,94.34570747171169
2025-09-22,93.86250128906934
2025-09-23,94.14725512054795
2025-09-24,94.88766327850686
2025-09-25,92.74247380275405
2025-09-26,93.53611719249143
2025-09-29,93.6127276642892
2025-09-30,92.77938775607747
2025-10-01,93.10321186059566
2025-10-02,93.62424048883462
2025-10-03,93.5015006241732
2025-10-06,93.3399566383334
2025-10-07,92.92175965283333
2025-10-08,93.19925055556283
2025-10-09,93.06375427440867
2025-10-10,92.51124050843814
2025-10-13,91.42758968631483
2025-10-14,92.22368654786418
2025-10-15,91.45527780350784
2025-10-16,91.676623446767
2025-10-17,92.32262323430473
2025-10-20,91.58435931858173
2025-10-21,92.06483333785536
2025-10-22,91.93984806816874
2025-10-23,92.63314381896832
2025-10-24,92.7401206267645
2025-10-27,93.30399650531336
2025-10-28,91.87527365778921
2025-10-29,93.318182470448
2025-10-30,93.09214331788233
2025-10-31,94.25002432233177
2025-11-03,93.237172957702
2025-11-04,93.67505618528855
2025-11-05,92.63268234231374
2025-11-06,92.48727663371832
2025-11-07,91.31728759834617
2025-11-10,91.4586077754505
2025-11-11,90.65104767111217
2025-11-12,89.80046810029239
2025-11-13,89.92669875854989
2025-11-14,90.59105130375215
2025-11-17,91.38167244687573
2025-11-18,92.70116989967234
2025-11-19,93.34253980699971
2025-11-20,92.20998531546954
2025-11-21,92.33006293210049
2025-11-24,93.91360499978822
2025-11-25,94.73108670972378
2025-11-26,94.04335285457547
2025-11-27,94.50944981686985
2025-11-28,94.11956168428708
2025-12-01,95.13421005280038
2025-12-02,94.94864912492143
2025-12-03,93.9787559102267
2025-12-04,93.40477289532629
2025-12-05,93.55920913101255
2025-12-08,92.70845177396805
2025-12-09,92.89866099820532
2025-12-10,94.37006802042292
2025-12-11,96.76308733842839
2025-12-12,97.65461229185205
2025-12-15,98.85617601498922
2025-12-16,99.73249484206976
2025-12-17,100.63446749684897
2025-12-18,101.460372387841
2025-12-19,100.2859575572816
2025-12-22,100.35437761176172
2025-12-23,101.29120125646891
2025-12-24,102.6019322918291
2025-12-25,103.73079120461237
2025-12-26,101.92295586705329
2025-12-29,102.74886589220247
2025-12-30,102.81330375495602
2025-12-31,101.11120003189518
2026-01-01,100.22136601305091
2026-01-02,99.67959616523204
2026-01-05,99.9780142746008
2026-01-06,99.72984051621935
2026-01-07,100.24578126806138
2026-01-08,100.81261460514186
2026-01-09,100.8977519013438
2026-01-12,101.61039982654827
2026-01-13,101.06645888174295
2026-01-14,102.89985343362365
2026-01-15,103.55176611475648
2026-01-16,103.66935890566535
2026-01-19,105.9378586389249
2026-01-20,103.21305622230838
2026-01-21,104.05241527018656
2026-01-22,104.12270040530358
2026-01-23,103.9376160666312
2026-01-26,103.72634290953788
2026-01-27,103.67180174499002
2026-01-28,102.78319172776682
2026-01-29,101.8874274657976
2026-01-30,101.60409952937184
2026-02-02,100.66941264972364
2026-02-03,99.5816689823736
2026-02-04,98.85603072175371
2026-02-05,99.39718469443834
2026-02-06,98.35747858795106
2026-02-09,97.61635661090787
2026-02-10,98.24910597871663
2026-02-11,96.65121602244167
2026-02-12,95.86229258978697
2026-02-13,95.97604437016443
2026-02-16,95.62241645770364
2026-02-17,95.29860171448064
2026-02-18,94.20353702464948
2026-02-19,92.83076359277145
2026-02-20,92.12523264487439
2026-02-23,92.0771840276325
2026-02-24,91.1694678175229
2026-02-25,92.0339904963567
2026-02-26,93.65252151246308
2026-02-27,94.04485351422115
2026-03-02,93.39332898952668
2026-03-03,93.9077697019863
2026-03-04,95.17105926477166
2026-03-05,95.04182176521434
2026-03-06,95.0515305710895
2026-03-09,94.29805750371474
2026-03-10,94.06369115207787
2026-03-11,93.99577325348231
2026-03-12,93.64053984656071
2026-03-13,93.79495680771646
2026-03-16,93.96519270202572
2026-03-17,93.5019658483901
2026-03-18,93.65327750465605
2026-03-19,94.06291686195075
2026-03-20,94.01953930435376
2026-03-23,94.05917998664684
2026-03-24,94.63249732907173
2026-03-25,94.14630254752176
2026-03-26,94.31010403138626
2026-03-27,92.87363330793116
2026-03-30,92.54345908683521
2026-03-31,91.94143741695171
2026-04-01,92.51886407543908
2026-04-02,94.19956237030195
2026-04-03,94.09729071840998
2026-04-06,95.33570522811672
2026-04-07,96.65096304921116
2026-04-08,96.49326836356829
2026-04-09,96.08936912252571
2026-04-10,93.88980189939936
2026-04-13,93.71076733818605
2026-04-14,92.26758302717522
2026-04-15,93.09467170884066
2026-04-16,93.51481285951351
2026-04-17,94.35835817337797
2026-04-20,94.66537488052866
