,VIS
2025-01-20,174.63833611972413
2025-01-21,174.0928731294568
2025-01-22,171.75862311155484
2025-01-23,173.0490545231196
2025-01-24,175.04723876078313
2025-01-27,170.70576204485445
2025-01-28,171.08779524706367
2025-01-29,166.93855332299918
2025-01-30,164.10046409539189
2025-01-31,166.30232443773448
2025-02-03,167.7371710883286
2025-02-04,166.8691149196286
2025-02-05,167.55420903523637
2025-02-06,168.2958321643612
2025-02-07,166.9720160721592
2025-02-10,167.84070156061668
2025-02-11,163.51697659001383
2025-02-12,164.9432996569242
2025-02-13,166.28250040660265
2025-02-14,165.90087657246568
2025-02-17,165.05273820474105
2025-02-18,167.44139374644
2025-02-19,168.66828413597074
2025-02-20,164.13795367940457
2025-02-21,163.68065860146822
2025-02-24,163.5360077755756
2025-02-25,166.83163518148493
2025-02-26,167.03626861864464
2025-02-27,165.13837383088182
2025-02-28,164.1972376344351
2025-03-03,163.2448871533011
2025-03-04,165.3364632925271
2025-03-05,163.88689492046967
2025-03-06,161.12759196449596
2025-03-07,162.12637360944547
2025-03-10,157.57319014532405
2025-03-11,160.52146045621345
2025-03-12,161.96068888018397
2025-03-13,163.3360418895456
2025-03-14,160.8997690721581
2025-03-17,160.5558697306794
2025-03-18,160.19748265424576
2025-03-19,160.96601354588705
2025-03-20,158.2023033682306
2025-03-21,159.27706033536631
2025-03-24,159.10007731006039
2025-03-25,158.5253842760712
2025-03-26,157.51326332467298
2025-03-27,157.6761016553693
2025-03-28,157.99434653560616
2025-03-31,158.12610848095537
2025-04-01,159.51418101537664
2025-04-02,160.77592910555234
2025-04-03,161.79419306868743
2025-04-04,162.5211722127356
2025-04-07,160.93258693871852
2025-04-08,161.08149983934507
2025-04-09,161.3034757782414
2025-04-10,160.4071823379676
2025-04-11,157.65163738768516
2025-04-14,156.34629497199987
2025-04-15,155.47727930645928
2025-04-16,154.31320669924028
2025-04-17,152.61999045682904
2025-04-18,152.22443120764896
2025-04-21,149.2935430155582
2025-04-22,152.7877004881707
2025-04-23,154.02903311013804
2025-04-24,154.40194884853793
2025-04-25,155.16689561355298
2025-04-28,155.97415509448814
2025-04-29,156.8082969684755
2025-04-30,157.21944126929253
2025-05-01,159.5680952940326
2025-05-02,160.71831396166453
2025-05-05,158.20435786284946
2025-05-06,157.02426314813823
2025-05-07,158.33004702479124
2025-05-08,156.72182709800575
2025-05-09,156.46948398738957
2025-05-12,155.4667419142479
2025-05-13,156.74180533699862
2025-05-14,157.9137738992656
2025-05-15,157.54998021003433
2025-05-16,156.67701595245245
2025-05-19,155.69300900838047
2025-05-20,155.12650442383864
2025-05-21,152.77879683038307
2025-05-22,152.4208281582704
2025-05-23,152.4611044861509
2025-05-26,154.86324191521982
2025-05-27,155.43121605852332
2025-05-28,155.41434172464685
2025-05-29,153.09161713680788
2025-05-30,152.61017337409734
2025-06-02,149.3124220943794
2025-06-03,151.84814482309685
2025-06-04,153.89372235802472
2025-06-05,152.69417493394542
2025-06-06,152.62243645812958
2025-06-09,150.9690402389797
2025-06-10,151.62952073804757
2025-06-11,151.21144795330824
2025-06-12,150.7743557413676
2025-06-13,150.2977248812575
2025-06-16,150.80218915096228
2025-06-17,150.8006504455909
2025-06-18,150.88587935421518
2025-06-19,149.2962368846432
2025-06-20,147.9301965977588
2025-06-23,147.8841089142069
2025-06-24,146.4454903207889
2025-06-25,147.92686065069807
2025-06-26,146.06577431742875
2025-06-27,146.1403204338672
2025-06-30,148.90605373696937
2025-07-01,151.84907776629822
2025-07-02,150.41866370918984
2025-07-03,151.063709128553
2025-07-04,151.20444664923073
2025-07-07,151.67699722838753
2025-07-08,153.5314630618091
2025-07-09,156.44414903685762
2025-07-10,158.520964871681
2025-07-11,158.47889959987575
2025-07-14,159.1579885170176
2025-07-15,160.7106052360696
2025-07-16,157.45518460300906
2025-07-17,154.9737887929762
2025-07-18,154.66826150784155
2025-07-21,158.04073112312744
2025-07-22,155.72129503659517
2025-07-23,156.74932632188202
2025-07-24,157.0834213542178
2025-07-25,157.9606155316155
2025-07-28,156.543725235206
2025-07-29,159.1420600299408
2025-07-30,158.6713817172653
2025-07-31,161.2876696634397
2025-08-01,159.81388247892733
2025-08-04,158.83989144577436
2025-08-05,158.7225905270238
2025-08-06,158.78943005153087
2025-08-07,158.485224017369
2025-08-08,156.6421892724071
2025-08-11,155.09251344431055
2025-08-12,153.48422177351918
2025-08-13,153.68010000390785
2025-08-14,155.90553307545713
2025-08-15,158.50217310576105
2025-08-18,155.94452311935373
2025-08-19,155.35038807842892
2025-08-20,156.8585038186255
2025-08-21,157.0687891296013
2025-08-22,154.70893055213722
2025-08-25,154.2992094766117
2025-08-26,154.08230928324934
2025-08-27,155.05335203570004
2025-08-28,155.3800138238749
2025-08-29,159.0130268889667
2025-09-01,158.58542635964494
2025-09-02,158.39768615802652
2025-09-03,161.12103756553785
2025-09-04,160.5992066715799
2025-09-05,161.35577736547688
2025-09-08,163.1616955867035
2025-09-09,161.27082523206192
2025-09-10,162.5893952293211
2025-09-11,165.34332547613062
2025-09-12,166.31036689226406
2025-09-15,164.3908567750678
2025-09-16,162.50095404835076
2025-09-17,160.26980200105294
2025-09-18,161.67652695305154
2025-09-19,162.49022822073152
2025-09-22,162.6343705101296
2025-09-23,159.10808894395555
2025-09-24,160.0762010131066
2025-09-25,161.3522397472723
2025-09-26,161.60196917158098
2025-09-29,159.90063354183957
2025-09-30,158.71287060551685
2025-10-01,161.6261562260973
2025-10-02,162.8772907544744
2025-10-03,165.03443611949302
2025-10-06,165.0503990655897
2025-10-07,167.0063894831795
2025-10-08,169.51236291516926
2025-10-09,170.49423100867043
2025-10-10,172.123310814636
2025-10-13,170.8384049926298
2025-10-14,168.8785485707775
2025-10-15,167.5038572700457
2025-10-16,168.94137506722868
2025-10-17,171.58854907072194
2025-10-20,171.22695861793576
2025-10-21,172.77773043651794
2025-10-22,172.44430776723928
2025-10-23,171.90420188185092
2025-10-24,175.16140156244293
2025-10-27,180.51893094692812
2025-10-28,180.31153034523678
2025-10-29,184.53147942244476
2025-10-30,183.9369592061565
2025-10-31,183.92496268600868
2025-11-03,185.96009042049897
2025-11-04,185.15028834603498
2025-11-05,185.20590097055302
2025-11-06,183.7993965411652
2025-11-07,184.86588785309365
2025-11-10,188.18057114006166
2025-11-11,188.96306999016
2025-11-12,191.83854438837898
2025-11-13,192.36310819724935
2025-11-14,190.27023848634948
2025-11-17,186.90015393307837
2025-11-18,185.48587254585672
2025-11-19,188.79868798526815
2025-11-20,191.78446404674537
2025-11-21,193.6817820885711
2025-11-24,194.69212603476657
2025-11-25,195.16090126316692
2025-11-26,194.57854163471595
2025-11-27,196.45723083703288
2025-11-28,198.1451934967551
2025-12-01,196.18158757488305
2025-12-02,198.28404444283066
2025-12-03,197.46268104283337
2025-12-04,196.82428503688558
2025-12-05,198.88907316728108
2025-12-08,198.43861002533086
2025-12-09,198.89970023269095
2025-12-10,201.07210393478024
2025-12-11,202.8303130678817
2025-12-12,202.2299561108917
2025-12-15,203.037434765666
2025-12-16,204.55650187339717
2025-12-17,202.36806347204444
2025-12-18,199.5543999287111
2025-12-19,198.61110681408692
2025-12-22,198.80612743498523
2025-12-23,202.66296914490388
2025-12-24,200.6045780246294
2025-12-25,196.4226745650495
2025-12-26,191.01316062126693
2025-12-29,193.09442107721569
2025-12-30,193.49175783493976
2025-12-31,193.23364138968088
2026-01-01,191.49581022726835
2026-01-02,187.88666075858714
2026-01-05,186.4046767968461
2026-01-06,185.2410706412527
2026-01-07,186.53827975642517
2026-01-08,183.53777392061278
2026-01-09,185.59390815018477
2026-01-12,187.23907098976272
2026-01-13,188.2253660889716
2026-01-14,187.23366108022572
2026-01-15,186.86174285698075
2026-01-16,188.41255878339734
2026-01-19,189.94943354256102
2026-01-20,189.45565566529024
2026-01-21,191.14471820199648
2026-01-22,187.09048277740192
2026-01-23,185.46805178798243
2026-01-26,185.30314329296905
2026-01-27,186.81753144206596
2026-01-28,184.01138601528763
2026-01-29,183.6861271234318
2026-01-30,184.18027378107902
2026-02-02,184.0937411899287
2026-02-03,185.0700794181268
2026-02-04,185.93210695794914
2026-02-05,185.19253667231172
2026-02-06,186.18338889956846
2026-02-09,185.25179927715428
2026-02-10,185.64101138104465
2026-02-11,183.68689373381181
2026-02-12,182.9003675499373
2026-02-13,182.62711381212858
2026-02-16,184.09963554517705
2026-02-17,184.31282638332263
2026-02-18,180.4421113569247
2026-02-19,178.4131004231708
2026-02-20,178.06450868687472
2026-02-23,178.9803787587985
2026-02-24,178.03556964531595
2026-02-25,175.33502827708205
2026-02-26,176.06317437818637
2026-02-27,175.77011222789935
2026-03-02,173.2900455478122
2026-03-03,172.192853437961
2026-03-04,169.48469154945357
2026-03-05,168.64493647755333
2026-03-06,167.14711897666075
2026-03-09,168.44364918780906
2026-03-10,169.61131251125133
2026-03-11,167.3484663200687
2026-03-12,169.35504870640202
2026-03-13,171.2524575982573
2026-03-16,171.6106087821917
2026-03-17,175.81309549927252
2026-03-18,174.29242576963267
2026-03-19,176.10272700641397
2026-03-20,177.18597716755633
2026-03-23,175.71199682317538
2026-03-24,177.8623656038952
2026-03-25,180.06714431146693
2026-03-26,181.14294020894332
2026-03-27,182.38966497301442
2026-03-30,179.43777363298167
2026-03-31,179.0497046028358
2026-04-01,174.4466417556521
2026-04-02,174.3202591781153
2026-04-03,171.82005037288963
2026-04-06,175.89270611007194
2026-04-07,175.4244150828438
2026-04-08,176.2735922187413
2026-04-09,179.10669961736605
2026-04-10,178.8074647074836
2026-04-13,180.1270847923513
2026-04-14,180.06221209452275
2026-04-15,179.83675251085708
2026-04-16,178.83841036168326
2026-04-17,180.9445785056398
2026-04-20,180.2768857205115
