,IAU
2025-01-20,144.9743680380031
2025-01-21,146.50008593580552
2025-01-22,146.74108377178132
2025-01-23,145.82925944290847
2025-01-24,144.440329696282
2025-01-27,144.49893183018645
2025-01-28,142.25042508011336
2025-01-29,141.65659813695257
2025-01-30,141.27603930169502
2025-01-31,141.89531184691415
2025-02-03,139.9914250042874
2025-02-04,139.48613982602726
2025-02-05,140.6903965455346
2025-02-06,141.06244574529993
2025-02-07,141.5434373835422
2025-02-10,140.1497697638242
2025-02-11,141.4885454815558
2025-02-12,141.757694133345
2025-02-13,140.70196873060075
2025-02-14,139.92069958288204
2025-02-17,139.56550894111197
2025-02-18,137.81960797173497
2025-02-19,137.3267131884569
2025-02-20,137.7214076352342
2025-02-21,136.74040157342117
2025-02-24,138.6068006420407
2025-02-25,137.2301831752737
2025-02-26,136.17459532263936
2025-02-27,135.62687719955787
2025-02-28,134.7617791198339
2025-03-03,131.11367830397117
2025-03-04,129.90555864721733
2025-03-05,132.27858925569794
2025-03-06,131.6958511992054
2025-03-07,133.5429828270506
2025-03-10,131.13893820892858
2025-03-11,131.53293577049922
2025-03-12,131.30763094851827
2025-03-13,129.96562293319465
2025-03-14,129.86169116938257
2025-03-17,129.13884899305245
2025-03-18,128.9974082247853
2025-03-19,129.6027443463223
2025-03-20,129.6334541018344
2025-03-21,128.6067161071708
2025-03-24,129.6455933061817
2025-03-25,128.87609399904446
2025-03-26,128.78230304984976
2025-03-27,129.69183558212865
2025-03-28,129.38979934689908
2025-03-31,129.80758843325575
2025-04-01,132.2337392553325
2025-04-02,131.1768104218717
2025-04-03,133.17578356415535
2025-04-04,131.93186307322748
2025-04-07,132.8736579913872
2025-04-08,132.51999389007432
2025-04-09,133.88896491260462
2025-04-10,134.95395656169708
2025-04-11,134.63580548357515
2025-04-14,133.203736003517
2025-04-15,132.17457077826523
2025-04-16,133.1711058611222
2025-04-17,133.28611205938705
2025-04-18,133.59087444843937
2025-04-21,132.67921295533026
2025-04-22,133.27663924776758
2025-04-23,134.37784615140126
2025-04-24,133.69245929549342
2025-04-25,134.2532160591992
2025-04-28,134.22948912288203
2025-04-29,133.88171268275454
2025-04-30,132.2964300995632
2025-05-01,134.14591748340442
2025-05-02,132.78924257366842
2025-05-05,132.80832964879073
2025-05-06,134.57082697747927
2025-05-07,132.97888586659985
2025-05-08,131.4247450855254
2025-05-09,131.5625691600923
2025-05-12,132.6608668844833
2025-05-13,131.85106163961336
2025-05-14,130.83176395387875
2025-05-15,131.90933532011485
2025-05-16,130.87569231091476
2025-05-19,129.50669900341484
2025-05-20,127.35770532649484
2025-05-21,125.97459787932843
2025-05-22,128.47962400031528
2025-05-23,128.6650820492873
2025-05-26,128.2326328704701
2025-05-27,129.21162162218565
2025-05-28,131.0557327630364
2025-05-29,130.8025884204373
2025-05-30,128.904763647428
2025-06-02,129.7593157161015
2025-06-03,130.33811041423868
2025-06-04,129.4546943724816
2025-06-05,130.4830211459601
2025-06-06,129.11893195771208
2025-06-09,129.0669370220677
2025-06-10,128.88194862582597
2025-06-11,128.34584890765515
2025-06-12,130.06664783540566
2025-06-13,127.59076584024491
2025-06-16,125.83026550489416
2025-06-17,126.26611454848677
2025-06-18,126.09419584849103
2025-06-19,126.8087754489805
2025-06-20,125.98114223061157
2025-06-23,127.1290294361886
2025-06-24,127.5364148812254
2025-06-25,127.35788396084769
2025-06-26,126.38350760301155
2025-06-27,125.66403074073038
2025-06-30,126.44452460691546
2025-07-01,125.50309401870948
2025-07-02,125.73608918536368
2025-07-03,123.34189488943625
2025-07-04,125.63861835542039
2025-07-07,123.84738261390692
2025-07-08,126.10516503272642
2025-07-09,127.03538710050056
2025-07-10,129.8242107694231
2025-07-11,131.49752492187704
2025-07-14,130.20008229483247
2025-07-15,130.75008645719183
2025-07-16,131.06599255416722
2025-07-17,132.51407807009906
2025-07-18,132.7735192829152
2025-07-21,132.11182213122484
2025-07-22,132.61338890515114
2025-07-23,130.70776765595627
2025-07-24,131.16853281841466
2025-07-25,130.38702582850757
2025-07-28,130.6435714051291
2025-07-29,129.6161242215603
2025-07-30,128.58608424376635
2025-07-31,129.16388736345607
2025-08-01,127.55614315936535
2025-08-04,127.50263129098937
2025-08-05,125.71532043761052
2025-08-06,122.64367416798237
2025-08-07,120.9496545715649
2025-08-08,120.37595916711177
2025-08-11,121.60513691370727
2025-08-12,122.57316343567719
2025-08-13,121.25008340314753
2025-08-14,120.68551786026458
2025-08-15,120.05980748706997
2025-08-18,120.02509922618374
2025-08-19,118.8888252868095
2025-08-20,117.91579520908464
2025-08-21,118.12772585103637
2025-08-22,116.63449460304729
2025-08-25,116.93759314198576
2025-08-26,115.8962808904469
2025-08-27,117.9585857771286
2025-08-28,117.04203283961476
2025-08-29,116.42477596534857
2025-09-01,116.17562025116666
2025-09-02,114.9654617101099
2025-09-03,114.90369388695368
2025-09-04,115.49111955763789
2025-09-05,116.24855749809923
2025-09-08,114.81514010666405
2025-09-09,117.00009152937719
2025-09-10,116.67723274592416
2025-09-11,115.92124792037974
2025-09-12,115.70831172299994
2025-09-15,116.6158029331716
2025-09-16,115.70133067188475
2025-09-17,115.80490032663478
2025-09-18,115.04353457932892
2025-09-19,114.09671219292485
2025-09-22,114.5889321562305
2025-09-23,112.59778866069358
2025-09-24,111.47760329283795
2025-09-25,109.21159444797395
2025-09-26,109.18825504213116
2025-09-29,109.2699837751852
2025-09-30,109.57269288119113
2025-10-01,110.14475968179032
2025-10-02,110.7037500223367
2025-10-03,111.55669197286227
2025-10-06,112.01881917166658
2025-10-07,112.56990597649363
2025-10-08,112.69169473741533
2025-10-09,113.71561637616749
2025-10-10,115.24918019005415
2025-10-13,115.19848817887797
2025-10-14,114.2275929580304
2025-10-15,114.827178275132
2025-10-16,115.99206563573215
2025-10-17,116.35007219665239
2025-10-20,117.18207616542075
2025-10-21,115.86410225143074
2025-10-22,117.02730711628729
2025-10-23,117.60415342511263
2025-10-24,116.66089519576086
2025-10-27,116.72688366050808
2025-10-28,115.87447673275777
2025-10-29,116.12535570487654
2025-10-30,115.86950669493771
2025-10-31,115.48120776367088
2025-11-03,115.62636787912734
2025-11-04,117.13142664530068
2025-11-05,117.14773381701922
2025-11-06,117.44134383413079
2025-11-07,116.16294257775522
2025-11-10,115.9247792377885
2025-11-11,114.86558084055676
2025-11-12,115.28056008940204
2025-11-13,116.34385823077378
2025-11-14,118.20245863479848
2025-11-17,118.2147028152337
2025-11-18,117.96475995186724
2025-11-19,119.03375196646999
2025-11-20,120.72170796833458
2025-11-21,120.31976655045493
2025-11-24,119.58297416504323
2025-11-25,119.70623317415952
2025-11-26,119.84848504136978
2025-11-27,120.68815526537064
2025-11-28,122.26406681216928
2025-12-01,122.25432022955954
2025-12-02,121.31886701865136
2025-12-03,121.62372604419103
2025-12-04,122.26697424857511
2025-12-05,121.98616301068942
2025-12-08,122.47559707542675
2025-12-09,122.75290479236554
2025-12-10,122.64915653022328
2025-12-11,122.79561986834373
2025-12-12,123.0322050199055
2025-12-15,123.05507395756929
2025-12-16,120.87062240013012
2025-12-17,120.48152214257253
2025-12-18,119.8027731123318
2025-12-19,118.86259970945862
2025-12-22,119.45518786938109
2025-12-23,120.66190166971337
2025-12-24,120.20899108081244
2025-12-25,121.20994516363498
2025-12-26,121.90602151468539
2025-12-29,121.7582767570222
2025-12-30,121.3615638392195
2025-12-31,121.37282585844792
2026-01-01,121.07124232072579
2026-01-02,122.19357487404261
2026-01-05,122.74582813736785
2026-01-06,122.62540050124886
2026-01-07,123.74340672426595
2026-01-08,124.68643011270642
2026-01-09,123.97589314319579
2026-01-12,121.91792013574138
2026-01-13,120.91661815690044
2026-01-14,122.52246538265703
2026-01-15,122.57297769644258
2026-01-16,122.35266925978281
2026-01-19,123.13511075993165
2026-01-20,124.32209305144322
2026-01-21,124.89058873543941
2026-01-22,125.10219810533127
2026-01-23,124.72912732907726
2026-01-26,126.68172821928911
2026-01-27,126.55742543000612
2026-01-28,125.60961248427198
2026-01-29,126.74843356903436
2026-01-30,126.28155889690886
2026-02-02,125.02604771008964
2026-02-03,123.49893274999783
2026-02-04,124.44755753584829
2026-02-05,122.66945814958893
2026-02-06,121.85296896557243
2026-02-09,122.56638724451052
2026-02-10,121.79433709071847
2026-02-11,121.00412527764502
2026-02-12,121.09271902405574
2026-02-13,121.32327186732547
2026-02-16,121.03319441627518
2026-02-17,120.39403496633918
2026-02-18,120.60554575315645
2026-02-19,120.1723152890925
2026-02-20,120.53416533515289
2026-02-23,119.44428726931302
2026-02-24,119.12353379667667
2026-02-25,120.43829774289718
2026-02-26,119.45817003738806
2026-02-27,118.95303225213232
2026-03-02,117.40811511804779
2026-03-03,117.69447910625075
2026-03-04,118.73726164471292
2026-03-05,118.53802709859107
2026-03-06,119.34635946447698
2026-03-09,119.15045352562768
2026-03-10,118.54951490450516
2026-03-11,119.87606791525141
2026-03-12,119.8306087567365
2026-03-13,122.21171549761833
2026-03-16,121.89706954368535
2026-03-17,120.41713769676508
2026-03-18,120.84249795914599
2026-03-19,121.188498973021
2026-03-20,123.53244142224555
2026-03-23,124.32143856221391
2026-03-24,122.89026717333952
2026-03-25,122.99929986586886
2026-03-26,124.18356561991118
2026-03-27,124.04659151354632
2026-03-30,123.83198247982338
2026-03-31,126.12580638932012
2026-04-01,125.59107963357195
2026-04-02,126.67332972344157
2026-04-03,126.90726374794843
2026-04-06,126.79923825856265
2026-04-07,125.79674580349243
2026-04-08,126.0821501055744
2026-04-09,124.99964135287436
2026-04-10,124.00795186369953
2026-04-13,124.5811736814399
2026-04-14,124.56703035367013
2026-04-15,124.55342670231302
2026-04-16,123.96741210397334
2026-04-17,123.03543141202312
2026-04-20,123.41560628551349
