,MUB
2025-01-17,116.15442568957081
2025-01-20,115.98525544219125
2025-01-21,116.26414225921664
2025-01-22,116.61373957336956
2025-01-23,116.73472450634716
2025-01-24,116.88142210813083
2025-01-27,116.93948349409267
2025-01-28,116.70166014264652
2025-01-29,117.22411158272206
2025-01-30,117.13584859710437
2025-01-31,116.43741253927364
2025-02-03,117.11495150014764
2025-02-04,117.40882458922025
2025-02-05,117.08064972601287
2025-02-06,117.06110162344392
2025-02-07,116.99862016575644
2025-02-10,116.95854986252594
2025-02-11,116.94831349119181
2025-02-12,117.58979741900075
2025-02-13,117.80249178727864
2025-02-14,117.72918415779579
2025-02-17,118.08283490650884
2025-02-18,117.6328682417338
2025-02-19,117.78516194561621
2025-02-20,117.69415724620617
2025-02-21,117.29178730547403
2025-02-24,117.30119558432035
2025-02-25,117.4656464333018
2025-02-26,116.9751291153263
2025-02-27,116.58219360873652
2025-02-28,116.57767290821882
2025-03-03,117.0139834727591
2025-03-04,117.66533787446005
2025-03-05,117.48984562043991
2025-03-06,117.95593411469403
2025-03-07,117.80516208061036
2025-03-10,117.82520584735042
2025-03-11,117.96697243194978
2025-03-12,118.10874131733841
2025-03-13,118.61860271050386
2025-03-14,119.05438429133235
2025-03-17,119.11301894752053
2025-03-18,119.17339605862931
2025-03-19,119.65790663856541
2025-03-20,119.25803294665897
2025-03-21,119.9106772394078
2025-03-24,119.97450192403831
2025-03-25,119.97371647089177
2025-03-26,119.66914607511853
2025-03-27,118.89861979063949
2025-03-28,119.09214257701201
2025-03-31,118.25577398551457
2025-04-01,118.98482727010675
2025-04-02,119.11395338748281
2025-04-03,119.30811546506645
2025-04-04,118.6732438167731
2025-04-07,118.45459747207663
2025-04-08,118.2178822273006
2025-04-09,118.20590061558205
2025-04-10,118.2663960908611
2025-04-11,118.35305964486639
2025-04-14,118.7470374849407
2025-04-15,118.9516349047422
2025-04-16,118.58621462085634
2025-04-17,118.87871228344673
2025-04-18,118.58896003620944
2025-04-21,119.11945827636433
2025-04-22,119.41920676230113
2025-04-23,118.88226610654908
2025-04-24,118.79074939547789
2025-04-25,118.83094321881791
2025-04-28,119.0562276317334
2025-04-29,118.56981581391175
2025-04-30,118.81129539237291
2025-05-01,118.61988318000832
2025-05-02,118.93310767152772
2025-05-05,119.25004925000455
2025-05-06,119.4009807855299
2025-05-07,119.32215902340945
2025-05-08,119.07741559102622
2025-05-09,119.12155843499681
2025-05-12,119.11451638779222
2025-05-13,119.0743049200738
2025-05-14,119.0069384001871
2025-05-15,118.90987707963647
2025-05-16,118.33405680997775
2025-05-19,117.9851576992387
2025-05-20,117.80670972913319
2025-05-21,118.50192541377582
2025-05-22,118.37878005386582
2025-05-23,119.148687347046
2025-05-26,119.77672209425575
2025-05-27,119.66547132958252
2025-05-28,119.60837142873946
2025-05-29,119.89466417648667
2025-05-30,119.34356373742393
2025-06-02,119.02019051851073
2025-06-03,119.70779889674425
2025-06-04,119.81059384329622
2025-06-05,119.77911273324158
2025-06-06,119.8321889335484
2025-06-09,120.37742899762785
2025-06-10,121.13595697249258
2025-06-11,120.2728175604714
2025-06-12,120.33956954123697
2025-06-13,120.27147830513711
2025-06-16,120.1282826824051
2025-06-17,119.95985461221356
2025-06-18,119.85583300120905
2025-06-19,119.87360203367115
2025-06-20,120.37741343105608
2025-06-23,119.7048754778357
2025-06-24,119.96763127760859
2025-06-25,119.30817279174093
2025-06-26,119.10775948717696
2025-06-27,119.02140738102081
2025-06-30,119.49291775874214
2025-07-01,119.24037599547002
2025-07-02,119.34011872417258
2025-07-03,119.50607048944015
2025-07-04,119.5570076744686
2025-07-07,119.54279676896371
2025-07-08,119.64109032871357
2025-07-09,119.40014606625449
2025-07-10,119.01058854455032
2025-07-11,118.90706905683311
2025-07-14,118.52500024191417
2025-07-15,118.1207345672336
2025-07-16,118.12908073172646
2025-07-17,117.72919214222482
2025-07-18,118.5407581038425
2025-07-21,118.72994495464862
2025-07-22,119.0611097052331
2025-07-23,119.00039332795802
2025-07-24,118.78554912095647
2025-07-25,119.38002293717996
2025-07-28,119.02672523085516
2025-07-29,118.76005436038702
2025-07-30,119.38723064592614
2025-07-31,119.49157278006881
2025-08-01,119.53087867462378
2025-08-04,119.346001159798
2025-08-05,119.03774264256978
2025-08-06,118.92083279528465
2025-08-07,118.69125945082344
2025-08-08,118.59308058059013
2025-08-11,118.29216121852318
2025-08-12,118.45247180529927
2025-08-13,118.02761457581855
2025-08-14,117.83073628235702
2025-08-15,118.1599259932098
2025-08-18,118.03155074086726
2025-08-19,118.2756805796696
2025-08-20,118.28164529507077
2025-08-21,117.48885567171135
2025-08-22,117.98811416050552
2025-08-25,117.64647223355564
2025-08-26,117.06996929214431
2025-08-27,116.88539953009914
2025-08-28,116.79643918455469
2025-08-29,116.720879444015
2025-09-01,116.24758048563271
2025-09-02,116.52843510072144
2025-09-03,116.7971316544901
2025-09-04,116.71088735134234
2025-09-05,116.55684330327706
2025-09-08,117.31311204598694
2025-09-09,117.25028752708113
2025-09-10,117.2360979395406
2025-09-11,117.41745072504625
2025-09-12,117.62716371538218
2025-09-15,117.83605138622788
2025-09-16,118.46061359104742
2025-09-17,118.8282085582803
2025-09-18,118.81695416615511
2025-09-19,118.49201711986001
2025-09-22,118.28466383486325
2025-09-23,118.42693757507621
2025-09-24,118.5235720944958
2025-09-25,119.17071583186048
2025-09-26,119.33937009977154
2025-09-29,119.39993869120448
2025-09-30,119.59088552004025
2025-10-01,119.62762253161013
2025-10-02,120.08922066224564
2025-10-03,120.19361682554748
2025-10-06,119.92775781716051
2025-10-07,119.6861342793315
2025-10-08,119.29133631534275
2025-10-09,119.99790922150989
2025-10-10,119.52055528050975
2025-10-13,119.29470960559905
2025-10-14,119.5914141243828
2025-10-15,119.62864333911219
2025-10-16,119.76559541899033
2025-10-17,119.40067659072264
2025-10-20,119.91048222601799
2025-10-21,120.5038373320341
2025-10-22,120.2116715610831
2025-10-23,120.86456173041601
2025-10-24,121.25916231868675
2025-10-27,121.47710380768271
2025-10-28,121.2708011548307
2025-10-29,121.40151863826397
2025-10-30,121.91366546797309
2025-10-31,121.78148849722447
2025-11-03,121.50841515746347
2025-11-04,122.02093981234921
2025-11-05,121.44633570056465
2025-11-06,121.5079878790344
2025-11-07,122.30767308173279
2025-11-10,121.83413508556356
2025-11-11,122.35649411070852
2025-11-12,121.98768934971585
2025-11-13,121.67176499172434
2025-11-14,121.6671014902257
2025-11-17,122.24197311957896
2025-11-18,121.85409273873462
2025-11-19,121.92197815130343
2025-11-20,122.17854710569269
2025-11-21,121.64154438027299
2025-11-24,121.13438140441643
2025-11-25,121.78497734766513
2025-11-26,122.44757153963917
2025-11-27,122.3688948815709
2025-11-28,122.74521001123142
2025-12-01,122.92751398874842
2025-12-02,123.03185800240104
2025-12-03,122.43845457861362
2025-12-04,121.75581634411918
2025-12-05,122.49997739534348
2025-12-08,122.59946522849539
2025-12-09,122.04973377192245
2025-12-10,121.83720034800996
2025-12-11,121.14382111867674
2025-12-12,120.87515196348033
2025-12-15,120.5000999467703
2025-12-16,120.89511809813456
2025-12-17,120.7025204133529
2025-12-18,120.95797670987129
2025-12-19,121.43055911997533
2025-12-22,121.38512633777461
2025-12-23,121.36472727282654
2025-12-24,121.23588431110687
2025-12-25,121.20600778325792
2025-12-26,121.39922382014132
2025-12-29,121.20706417864236
2025-12-30,120.76956664874758
2025-12-31,120.76235266650002
2026-01-01,120.88097364465054
2026-01-02,121.33476592153514
2026-01-05,121.89998421146073
2026-01-06,121.94045255248614
2026-01-07,121.55395337257696
2026-01-08,121.01412987615967
2026-01-09,121.29406108977238
2026-01-12,120.97508264722264
2026-01-13,120.92037428984183
2026-01-14,120.91826608513692
2026-01-15,121.08456934938552
2026-01-16,121.6300819435514
2026-01-19,121.7218527247034
2026-01-20,122.00212197522285
2026-01-21,121.65335828684101
2026-01-22,122.03681200480574
2026-01-23,122.22844499435135
2026-01-26,123.32242926589873
2026-01-27,124.23404575292108
2026-01-28,124.51179027420633
2026-01-29,124.80722164081747
2026-01-30,125.17186416634183
2026-02-02,125.73587341347682
2026-02-03,126.00905549377516
2026-02-04,126.40264327853743
2026-02-05,126.55283132973318
2026-02-06,126.32027423859309
2026-02-09,125.7122115551192
2026-02-10,125.54740193625817
2026-02-11,125.56337808978033
2026-02-12,126.09977552371238
2026-02-13,125.56371705212939
2026-02-16,125.40404593989933
2026-02-17,125.86515489914893
2026-02-18,125.74148395733332
2026-02-19,126.09224384545318
2026-02-20,126.40068995536551
2026-02-23,126.91788650583902
2026-02-24,126.67663418462223
2026-02-25,126.97859503744004
2026-02-26,127.02429499325451
2026-02-27,126.1802644053833
2026-03-02,126.38622039918272
2026-03-03,126.53820440629244
2026-03-04,126.09532934416936
2026-03-05,126.53532918240928
2026-03-06,127.46236717685102
2026-03-09,127.56123863886259
2026-03-10,127.99312374299355
2026-03-11,128.14279223555567
2026-03-12,128.290249141678
2026-03-13,127.81536570581062
2026-03-16,127.68420778619667
2026-03-17,127.67917535950481
2026-03-18,127.1814803385045
2026-03-19,127.11689063047815
2026-03-20,127.08478322206224
2026-03-23,126.93050963702022
2026-03-24,127.5793674751826
2026-03-25,127.32023826047163
2026-03-26,126.68246590817287
2026-03-27,126.72606919490703
2026-03-30,126.34604249473117
2026-03-31,125.76148153749635
2026-04-01,125.69481700857675
2026-04-02,126.20748228303648
2026-04-03,126.41531732312916
2026-04-06,127.21781748007747
2026-04-07,127.56664491755558
2026-04-08,127.90755084473462
2026-04-09,128.55835966357643
2026-04-10,128.45776546434314
2026-04-13,128.29606715396926
2026-04-14,128.48556853792707
2026-04-15,128.48703417334428
2026-04-16,128.27497012822565
2026-04-17,127.55488401255522
2026-04-20,127.47570981570162
