,ITOT
2025-01-17,117.60015435300008
2025-01-20,114.99909429518287
2025-01-21,114.85297390336949
2025-01-22,114.90773200064466
2025-01-23,115.8054520991192
2025-01-24,116.53129642039308
2025-01-27,117.00195548522522
2025-01-28,116.1545959055577
2025-01-29,114.83004489222219
2025-01-30,115.65341684747858
2025-01-31,115.5053554753122
2025-02-03,114.79200504284199
2025-02-04,117.079891946357
2025-02-05,117.292624093224
2025-02-06,116.62426969201469
2025-02-07,117.70042526782024
2025-02-10,117.98002298333996
2025-02-11,117.39962957126657
2025-02-12,116.35925702709555
2025-02-13,117.68596216460716
2025-02-14,118.43358264725678
2025-02-17,119.0694847071003
2025-02-18,119.6922571045711
2025-02-19,119.1112471444328
2025-02-20,119.97539839187381
2025-02-21,119.78956222126669
2025-02-24,120.27455937803524
2025-02-25,119.59561647736099
2025-02-26,119.3427496121193
2025-02-27,119.62692763355132
2025-02-28,119.01036469388504
2025-03-03,118.64800222323255
2025-03-04,117.31407880890619
2025-03-05,116.50829220814167
2025-03-06,116.48557786496121
2025-03-07,114.9051062754943
2025-03-10,114.28988866144141
2025-03-11,114.5019407614424
2025-03-12,113.7835922646379
2025-03-13,112.64322551058356
2025-03-14,111.23200812352458
2025-03-17,113.22386663712518
2025-03-18,113.176423290762
2025-03-19,114.09167825584117
2025-03-20,114.08630413222502
2025-03-21,113.56473347088694
2025-03-24,112.83225684361673
2025-03-25,113.71045005752327
2025-03-26,114.49103656607478
2025-03-27,115.76726041827006
2025-03-28,115.74987455353838
2025-03-31,117.33740261243379
2025-04-01,115.17560009880081
2025-04-02,115.96352878325365
2025-04-03,118.7242116145305
2025-04-04,118.40869596405665
2025-04-07,118.2574301815347
2025-04-08,119.00648543780181
2025-04-09,120.03913560766884
2025-04-10,119.55043909960462
2025-04-11,118.59639189362458
2025-04-14,118.0460009355279
2025-04-15,120.60522109349803
2025-04-16,118.72762360808639
2025-04-17,115.32050602075223
2025-04-18,114.77646187213224
2025-04-21,117.22650834189083
2025-04-22,116.90671141392839
2025-04-23,116.52856382668946
2025-04-24,116.72611205394239
2025-04-25,115.13372823311114
2025-04-28,115.6569905730706
2025-04-29,114.91073952955892
2025-04-30,114.5920972527095
2025-05-01,113.95879497509425
2025-05-02,113.63675042356047
2025-05-05,112.8728694461964
2025-05-06,112.51227678957146
2025-05-07,113.20829208966614
2025-05-08,115.10226097569918
2025-05-09,116.21896066240144
2025-05-12,117.86976052174165
2025-05-13,120.0792665656977
2025-05-14,119.56051779218795
2025-05-15,119.98870791127656
2025-05-16,117.62031280822139
2025-05-19,117.81346005418072
2025-05-20,116.76076489446912
2025-05-21,118.01114674696332
2025-05-22,118.71371432434034
2025-05-23,118.99141277742767
2025-05-26,118.87499098751726
2025-05-27,119.23802656039612
2025-05-28,119.52771229295114
2025-05-29,118.81984867474442
2025-05-30,119.85341654103381
2025-06-02,120.05773493758241
2025-06-03,122.87991007241008
2025-06-04,123.51236610607035
2025-06-05,122.65199595160483
2025-06-06,121.97102766742607
2025-06-09,121.73044632648136
2025-06-10,120.21278438547462
2025-06-11,119.89999248268741
2025-06-12,121.0605165808178
2025-06-13,123.39046525269586
2025-06-16,123.84774407341423
2025-06-17,124.7695387276088
2025-06-18,125.7889843250294
2025-06-19,124.39868727419187
2025-06-20,124.96132209684194
2025-06-23,125.27204540035781
2025-06-24,127.00052774148037
2025-06-25,126.50291772355588
2025-06-26,127.2794458369765
2025-06-27,126.11136250832034
2025-06-30,126.57851352504544
2025-07-01,126.15137798406468
2025-07-02,126.87569916325192
2025-07-03,125.7150276061735
2025-07-04,124.06699447162272
2025-07-07,123.23070883722696
2025-07-08,122.59586636138317
2025-07-09,122.12149772871095
2025-07-10,123.19415139742729
2025-07-11,124.83814918657639
2025-07-14,123.25537591809442
2025-07-15,124.1217880012524
2025-07-16,123.80000796038463
2025-07-17,125.23787924730819
2025-07-18,124.36776871912059
2025-07-21,125.36108108923607
2025-07-22,124.25256412606383
2025-07-23,125.01514403210689
2025-07-24,126.22654316036311
2025-07-25,126.91457574695124
2025-07-28,126.80623333771675
2025-07-29,125.39774021100405
2025-07-30,126.05304897275732
2025-07-31,126.46972346615364
2025-08-01,126.70267967551673
2025-08-04,125.91293291699779
2025-08-05,126.65446297774008
2025-08-06,125.95725584974385
2025-08-07,127.61988623673443
2025-08-08,126.14861800945616
2025-08-11,123.4490643678347
2025-08-12,122.36288160339541
2025-08-13,121.25130735549885
2025-08-14,121.18378674478842
2025-08-15,121.11054227000018
2025-08-18,123.21036401902738
2025-08-19,122.73424312613513
2025-08-20,125.169542208031
2025-08-21,125.45079025849668
2025-08-22,125.83122129226095
2025-08-25,124.01233978241932
2025-08-26,125.25852853241126
2025-08-27,122.987917590069
2025-08-28,122.90454281017989
2025-08-29,123.09468334631511
2025-09-01,120.39584153158333
2025-09-02,121.21543611362304
2025-09-03,120.90698212280708
2025-09-04,123.00488480426898
2025-09-05,124.04787493221727
2025-09-08,124.40296566468373
2025-09-09,124.4769231623144
2025-09-10,125.00317615280305
2025-09-11,124.00973660584825
2025-09-12,122.53977442537283
2025-09-15,123.77830924060316
2025-09-16,122.28517300517692
2025-09-17,124.95775653410813
2025-09-18,124.36887375676527
2025-09-19,126.1359555991717
2025-09-22,126.15511444180952
2025-09-23,125.88943318491145
2025-09-24,125.89307922321309
2025-09-25,126.22466684761824
2025-09-26,125.71516846253007
2025-09-29,128.01063810877957
2025-09-30,127.22805613575751
2025-10-01,126.86490462246209
2025-10-02,126.32727846835357
2025-10-03,127.08817575929685
2025-10-06,124.94519783286451
2025-10-07,124.03006486516102
2025-10-08,124.93671111448744
2025-10-09,126.50382304651005
2025-10-10,126.72083477536727
2025-10-13,126.58418854980742
2025-10-14,127.1989090077737
2025-10-15,126.7882038594635
2025-10-16,127.04546458881984
2025-10-17,126.00117789183392
2025-10-20,125.63111652177865
2025-10-21,125.56936806224886
2025-10-22,126.01371802497208
2025-10-23,123.7243055381186
2025-10-24,122.59013850182323
2025-10-27,123.29628102436689
2025-10-28,123.33905655391095
2025-10-29,124.8217232442322
2025-10-30,123.37830005884834
2025-10-31,123.24581589452738
2025-11-03,122.2342870950426
2025-11-04,123.87532956735832
2025-11-05,122.05426429872664
2025-11-06,122.56128730508098
2025-11-07,123.67186830574073
2025-11-10,123.96316057921257
2025-11-11,124.1089720187485
2025-11-12,124.11171628506064
2025-11-13,123.34483875923607
2025-11-14,124.03602203533966
2025-11-17,123.02332306866208
2025-11-18,122.18590105470928
2025-11-19,121.3502779758731
2025-11-20,120.40827116470061
2025-11-21,119.25048462560963
2025-11-24,120.29721800155981
2025-11-25,119.8421507631962
2025-11-26,120.66551390939327
2025-11-27,120.54065769102561
2025-11-28,120.00420470244812
2025-12-01,117.55352058111484
2025-12-02,117.83125718950274
2025-12-03,115.56212574795144
2025-12-04,114.80052455433645
2025-12-05,114.22272620062026
2025-12-08,115.62627740694478
2025-12-09,116.96710806577255
2025-12-10,116.16794003803224
2025-12-11,117.98043738924765
2025-12-12,117.24340084777114
2025-12-15,118.63409027263532
2025-12-16,121.08700894757463
2025-12-17,122.02751056090335
2025-12-18,121.25150685809713
2025-12-19,120.46207945790471
2025-12-22,119.98031462252425
2025-12-23,120.6440799024354
2025-12-24,121.94569625357316
2025-12-25,120.79860664883095
2025-12-26,121.50824911111921
2025-12-29,121.65574106639913
2025-12-30,120.4549513975962
2025-12-31,120.25865203136354
2026-01-01,119.36728517416269
2026-01-02,119.40251554776944
2026-01-05,121.0227466639618
2026-01-06,119.9529682987468
2026-01-07,122.25490435902739
2026-01-08,123.2388552375
2026-01-09,125.09485766000563
2026-01-12,124.16404502208343
2026-01-13,123.5999184482833
2026-01-14,123.89862121914372
2026-01-15,122.58131030404553
2026-01-16,122.34897499076642
2026-01-19,123.15664016116186
2026-01-20,123.71971535241089
2026-01-21,122.80634951820947
2026-01-22,124.02047071796338
2026-01-23,124.50461500770942
2026-01-26,124.93077946767721
2026-01-27,124.72877128061887
2026-01-28,123.51966755072539
2026-01-29,122.21051065032637
2026-01-30,122.01827097528182
2026-02-02,123.00853143866665
2026-02-03,123.68726507949424
2026-02-04,123.79285199009158
2026-02-05,124.12870555659579
2026-02-06,125.66185806392687
2026-02-09,124.44488934677503
2026-02-10,124.54252621499444
2026-02-11,127.05996028057736
2026-02-12,127.51497509914454
2026-02-13,125.65025089194192
2026-02-16,124.93264203658919
2026-02-17,123.89331845940679
2026-02-18,123.60418342392816
2026-02-19,123.2388854780029
2026-02-20,122.05765129424032
2026-02-23,120.86362837233335
2026-02-24,120.2901675546936
2026-02-25,121.19086113173188
2026-02-26,122.42153297579759
2026-02-27,122.4000719329684
2026-03-02,119.73555031535139
2026-03-03,120.98790561045729
2026-03-04,121.19728569717915
2026-03-05,121.72018590973748
2026-03-06,118.95042890031048
2026-03-09,119.46536300200934
2026-03-10,121.50430769595728
2026-03-11,120.08206518616133
2026-03-12,120.20369322686409
2026-03-13,118.8613051618184
2026-03-16,120.39055271260692
2026-03-17,121.97162076762073
2026-03-18,121.08814686714935
2026-03-19,122.08752973834356
2026-03-20,122.9233789802767
2026-03-23,123.30901832995183
2026-03-24,125.99062137484319
2026-03-25,125.07689904676131
2026-03-26,124.83416702613144
2026-03-27,123.55924368891338
2026-03-30,122.74150789137124
2026-03-31,123.14117590025235
2026-04-01,120.60698554603088
2026-04-02,122.01065368473571
2026-04-03,120.39036294757648
2026-04-06,122.4488380260123
2026-04-07,118.7710972592134
2026-04-08,118.53234147544084
2026-04-09,118.6853750549546
2026-04-10,119.51894958212768
2026-04-13,121.87776599905649
2026-04-14,121.74130271332658
2026-04-15,122.78724653860273
2026-04-16,121.90308929398135
2026-04-17,122.1987442163067
2026-04-20,121.43743643078955
