,BIL
2025-01-17,117.46329652900474
2025-01-20,117.48513794419546
2025-01-21,117.6035288718345
2025-01-22,117.60974671278923
2025-01-23,117.71779923536091
2025-01-24,117.82329990472904
2025-01-27,117.80114272256216
2025-01-28,117.87964450361108
2025-01-29,117.8184375600974
2025-01-30,117.83410697862155
2025-01-31,117.83401153864801
2025-02-03,117.84289886473537
2025-02-04,117.94135019479444
2025-02-05,117.88488384442273
2025-02-06,117.73405912622614
2025-02-07,117.73234654306206
2025-02-10,117.70935403726592
2025-02-11,117.85535417556999
2025-02-12,118.00697392066841
2025-02-13,117.97003760838022
2025-02-14,118.07469631747087
2025-02-17,118.24601951504967
2025-02-18,118.28033156804452
2025-02-19,118.21594160272642
2025-02-20,118.21787045631022
2025-02-21,118.15759916888541
2025-02-24,118.14348583604996
2025-02-25,118.1307189784664
2025-02-26,118.10634494523413
2025-02-27,117.99893987859814
2025-02-28,118.10418793432076
2025-03-03,118.1669367945223
2025-03-04,118.19872490807913
2025-03-05,118.18779903172273
2025-03-06,118.24791101154155
2025-03-07,118.23606036616445
2025-03-10,118.20097384115375
2025-03-11,118.33301560159224
2025-03-12,118.51303242526403
2025-03-13,118.6063210352385
2025-03-14,118.65744546789468
2025-03-17,118.60240893186354
2025-03-18,118.55364657059653
2025-03-19,118.55703750951699
2025-03-20,118.60058875974013
2025-03-21,118.51779250578328
2025-03-24,118.43929606184686
2025-03-25,118.55426472359365
2025-03-26,118.55855485733377
2025-03-27,118.58638491411186
2025-03-28,118.60880460365313
2025-03-31,118.52783456336144
2025-04-01,118.58741969051366
2025-04-02,118.67484120721106
2025-04-03,118.72421858475649
2025-04-04,118.66963568352797
2025-04-07,118.66546721842377
2025-04-08,118.62057904411263
2025-04-09,118.58142622940038
2025-04-10,118.56706817644435
2025-04-11,118.73759096250372
2025-04-14,118.77153084926466
2025-04-15,118.81275655990888
2025-04-16,118.74116143092557
2025-04-17,118.74164401129256
2025-04-18,118.67557062984164
2025-04-21,118.74900218044284
2025-04-22,118.77630365269023
2025-04-23,118.78954045711896
2025-04-24,118.7059002760316
2025-04-25,118.84926393784374
2025-04-28,118.75147593099769
2025-04-29,118.62770063014835
2025-04-30,118.59182068289064
2025-05-01,118.64308422124816
2025-05-02,118.67715097410378
2025-05-05,118.6985019238239
2025-05-06,118.77069310451105
2025-05-07,118.84088624050074
2025-05-08,118.99945086773232
2025-05-09,119.04425391308422
2025-05-12,119.06556650546793
2025-05-13,119.0552050673149
2025-05-14,119.05865548465924
2025-05-15,119.06951886665414
2025-05-16,119.18915462646086
2025-05-19,119.1764010460704
2025-05-20,119.19153817522808
2025-05-21,119.25534290352049
2025-05-22,119.26779290815097
2025-05-23,119.44622772984835
2025-05-26,119.37016652301624
2025-05-27,119.52214655532269
2025-05-28,119.57228930987614
2025-05-29,119.4306038300277
2025-05-30,119.41344336561366
2025-06-02,119.44925106257782
2025-06-03,119.5197537105768
2025-06-04,119.5932688115591
2025-06-05,119.57323449910118
2025-06-06,119.5183901452236
2025-06-09,119.65402467054285
2025-06-10,119.6005268506759
2025-06-11,119.4930960623667
2025-06-12,119.59069522080155
2025-06-13,119.59539914642517
2025-06-16,119.65134712428573
2025-06-17,119.57000418926955
2025-06-18,119.75544430685542
2025-06-19,119.7369493528071
2025-06-20,119.73823257501518
2025-06-23,119.80695639813288
2025-06-24,119.90105875332185
2025-06-25,119.87426189946164
2025-06-26,119.8432292739795
2025-06-27,119.83983253101482
2025-06-30,119.85758880495096
2025-07-01,119.86872893097826
2025-07-02,119.822718423744
2025-07-03,119.87042753147223
2025-07-04,119.74501750266722
2025-07-07,119.7303905191901
2025-07-08,119.81209592546236
2025-07-09,119.93430020772966
2025-07-10,120.00659396480636
2025-07-11,119.86147833530458
2025-07-14,119.90569626563006
2025-07-15,119.85670014300072
2025-07-16,119.87145460722842
2025-07-17,119.89413913201365
2025-07-18,119.92399489806486
2025-07-21,119.99718243049855
2025-07-22,119.92452406506584
2025-07-23,119.85553922133398
2025-07-24,119.73914836348433
2025-07-25,119.67577757055383
2025-07-28,119.73747505097366
2025-07-29,119.7241538656459
2025-07-30,119.7257649328934
2025-07-31,119.61504518383659
2025-08-01,119.51165181612392
2025-08-04,119.52710383776122
2025-08-05,119.49031343895982
2025-08-06,119.64108108507988
2025-08-07,119.73301519924169
2025-08-08,119.7406309510716
2025-08-11,119.93400225104776
2025-08-12,119.85123766561314
2025-08-13,119.94155137671379
2025-08-14,119.94359500623575
2025-08-15,119.96435850257907
2025-08-18,119.90278392646043
2025-08-19,119.9761324966162
2025-08-20,119.9094050423314
2025-08-21,120.00104730520371
2025-08-22,120.08276367814427
2025-08-25,120.12128513002828
2025-08-26,120.05557630725434
2025-08-27,120.1972560838749
2025-08-28,120.19900390090532
2025-08-29,120.04783319115904
2025-09-01,120.01107122440382
2025-09-02,120.00376007502224
2025-09-03,120.0029188744806
2025-09-04,119.98148545087003
2025-09-05,120.0358600816334
2025-09-08,120.07865239447173
2025-09-09,120.13107142769117
2025-09-10,120.10360734179923
2025-09-11,120.0824752887744
2025-09-12,120.00357135941664
2025-09-15,120.01559110559876
2025-09-16,119.86556718432809
2025-09-17,119.78440078868718
2025-09-18,119.74207807184322
2025-09-19,119.64747684669774
2025-09-22,119.67875941762105
2025-09-23,119.72998416794913
2025-09-24,119.69622918925936
2025-09-25,119.75481415173046
2025-09-26,119.7613784730707
2025-09-29,119.7399083792061
2025-09-30,119.79371092752913
2025-10-01,119.7753167267875
2025-10-02,119.90723743870737
2025-10-03,119.97777992480789
2025-10-06,119.99518744573456
2025-10-07,120.01166299775818
2025-10-08,119.97235378995836
2025-10-09,119.95641906801148
2025-10-10,119.9798241595343
2025-10-13,120.00996526436091
2025-10-14,120.02558181804889
2025-10-15,119.99918265787888
2025-10-16,120.02573010026288
2025-10-17,120.04252310149369
2025-10-20,120.1487108529658
2025-10-21,120.16702695058514
2025-10-22,120.27237620620961
2025-10-23,120.24000784996814
2025-10-24,120.21795566141837
2025-10-27,120.31276519172643
2025-10-28,120.42490338070428
2025-10-29,120.50920650744976
2025-10-30,120.59150543116988
2025-10-31,120.66529765377257
2025-11-03,120.61364458021393
2025-11-04,120.66730216063934
2025-11-05,120.57138306483274
2025-11-06,120.62935485008452
2025-11-07,120.65647339925545
2025-11-10,120.58040248799173
2025-11-11,120.54488088678556
2025-11-12,120.50076241341945
2025-11-13,120.68749600131574
2025-11-14,120.73630930066257
2025-11-17,120.61523515628704
2025-11-18,120.65219054568801
2025-11-19,120.74607618268524
2025-11-20,120.67233763536818
2025-11-21,120.6733235084243
2025-11-24,120.66105678884318
2025-11-25,120.79576157992837
2025-11-26,120.73102658631525
2025-11-27,120.75149678642481
2025-11-28,120.71684512407384
2025-12-01,120.75220467357133
2025-12-02,120.75616916392093
2025-12-03,120.81966717249838
2025-12-04,120.79748207468535
2025-12-05,120.81071472922562
2025-12-08,120.73124410085137
2025-12-09,120.76646142966987
2025-12-10,120.69077825681292
2025-12-11,120.76688943741476
2025-12-12,120.53703979942023
2025-12-15,120.69866448971302
2025-12-16,120.68007186428022
2025-12-17,120.69297283511156
2025-12-18,120.84239661164457
2025-12-19,120.72115882309491
2025-12-22,120.74977683067982
2025-12-23,120.7916053408276
2025-12-24,120.86362616174755
2025-12-25,120.90575424856344
2025-12-26,120.85113024344861
2025-12-29,120.93157995005457
2025-12-30,121.00084705018088
2025-12-31,120.93315639377089
2026-01-01,120.93950655132129
2026-01-02,120.95569787357209
2026-01-05,121.06438474549992
2026-01-06,121.16432773104096
2026-01-07,121.21024259256711
2026-01-08,121.29068772211961
2026-01-09,121.39139114484789
2026-01-12,121.42517608361251
2026-01-13,121.40057722873246
2026-01-14,121.41219976693496
2026-01-15,121.60906083973077
2026-01-16,121.55578325698855
2026-01-19,121.57148006353695
2026-01-20,121.54345227628012
2026-01-21,121.61998057873731
2026-01-22,121.70347453020946
2026-01-23,121.81748664239277
2026-01-26,121.76675186081359
2026-01-27,121.80141029364916
2026-01-28,121.66779078536179
2026-01-29,121.65249148535938
2026-01-30,121.53316848948765
2026-02-02,121.51629970424108
2026-02-03,121.56579814012022
2026-02-04,121.68775107812584
2026-02-05,121.84573404216164
2026-02-06,121.85828166895745
2026-02-09,121.84921849384432
2026-02-10,121.81021658089021
2026-02-11,121.76558592390279
2026-02-12,121.75031045051618
2026-02-13,121.89834411987015
2026-02-16,121.89380337742261
2026-02-17,121.87253214490808
2026-02-18,121.87363292096907
2026-02-19,121.86678041293382
2026-02-20,121.80756899199912
2026-02-23,121.84897803007854
2026-02-24,121.85918934546385
2026-02-25,121.97156543423206
2026-02-26,122.00802247406124
2026-02-27,122.00508173236267
2026-03-02,121.9583882262805
2026-03-03,121.97352489294535
2026-03-04,122.08096444274821
2026-03-05,122.17689198119486
2026-03-06,122.17248502339106
2026-03-09,122.15310816047216
2026-03-10,122.09632118028762
2026-03-11,121.94120729523199
2026-03-12,121.89641642963491
2026-03-13,122.03859727717266
2026-03-16,121.9981064746134
2026-03-17,122.01455116327315
2026-03-18,122.07860970691715
2026-03-19,122.12318186878733
2026-03-20,121.9691765954026
2026-03-23,122.00324609179016
2026-03-24,122.0259943209872
2026-03-25,122.09495423225944
2026-03-26,121.96245980946185
2026-03-27,122.05348236259806
2026-03-30,122.10969583139857
2026-03-31,122.11827716296098
2026-04-01,122.09077777263404
2026-04-02,122.11361538010901
2026-04-03,122.20380141133214
2026-04-06,122.1614700720891
2026-04-07,122.30666015438703
2026-04-08,122.32262096432267
2026-04-09,122.2376436048736
2026-04-10,122.2431765769993
2026-04-13,122.29897243175462
2026-04-14,122.25816158404082
2026-04-15,122.32003233834439
2026-04-16,122.42767260339713
2026-04-17,122.48151690033721
2026-04-20,122.49973610693812
