,XLK
2025-01-17,105.45704605425452
2025-01-20,106.75140170375165
2025-01-21,106.43398635561807
2025-01-22,105.90396587912588
2025-01-23,106.79112967702208
2025-01-24,106.54209459807491
2025-01-27,106.30841315089295
2025-01-28,107.55932281890533
2025-01-29,107.87323566455316
2025-01-30,110.39493319689564
2025-01-31,111.61256047983477
2025-02-03,111.37869561452733
2025-02-04,109.52970559626918
2025-02-05,112.1846136589496
2025-02-06,113.37896030463888
2025-02-07,110.00817991034913
2025-02-10,109.69582806923546
2025-02-11,112.69336680390903
2025-02-12,111.94822271495252
2025-02-13,110.80468128273988
2025-02-14,109.72077800060231
2025-02-17,110.2951330081062
2025-02-18,108.77531671867101
2025-02-19,108.92240914129121
2025-02-20,111.24590918984059
2025-02-21,109.83612659150906
2025-02-24,111.86266441922368
2025-02-25,111.28551209073156
2025-02-26,110.67358382404915
2025-02-27,108.83943678615582
2025-02-28,107.4599184127224
2025-03-03,106.57204222510104
2025-03-04,107.14083742601328
2025-03-05,107.17728537744426
2025-03-06,106.65009299324095
2025-03-07,106.80667852251553
2025-03-10,106.79131988418258
2025-03-11,107.34906151170398
2025-03-12,107.33241637571402
2025-03-13,108.01178596264738
2025-03-14,108.74215461605436
2025-03-17,110.37031330568048
2025-03-18,113.19047666222141
2025-03-19,113.99291385728422
2025-03-20,112.99321747506663
2025-03-21,112.08181476230091
2025-03-24,110.32288161048702
2025-03-25,110.82920901981763
2025-03-26,109.76551444839528
2025-03-27,109.89658376837565
2025-03-28,108.7771206316558
2025-03-31,108.6982590441756
2025-04-01,107.33380107204187
2025-04-02,107.44679073031516
2025-04-03,109.78541356682005
2025-04-04,108.83526847305309
2025-04-07,109.22370337817648
2025-04-08,109.56375767261599
2025-04-09,110.75164906511444
2025-04-10,112.98139242066907
2025-04-11,114.29641354255608
2025-04-14,113.39500053651304
2025-04-15,112.65118820097379
2025-04-16,112.54916212868116
2025-04-17,114.24528881233496
2025-04-18,116.65332557677337
2025-04-21,115.36421923444742
2025-04-22,113.37906119441674
2025-04-23,112.3030027037381
2025-04-24,113.16299534443736
2025-04-25,115.42855584693396
2025-04-28,115.37951942401278
2025-04-29,116.30129718804933
2025-04-30,114.78465055603965
2025-05-01,111.03544967138215
2025-05-02,109.2582476102694
2025-05-05,109.90301375091676
2025-05-06,111.38804926900292
2025-05-07,111.83955866386444
2025-05-08,114.02039871183267
2025-05-09,115.61192379250897
2025-05-12,115.956569856385
2025-05-13,115.1958303136657
2025-05-14,116.36315370714587
2025-05-15,117.24047573759636
2025-05-16,115.69755568151507
2025-05-19,117.02243143439115
2025-05-20,115.78436582947893
2025-05-21,116.52157116043975
2025-05-22,115.73725352118333
2025-05-23,118.26877577851167
2025-05-26,117.43104707144583
2025-05-27,117.01956556999833
2025-05-28,116.62245984733065
2025-05-29,115.81183839729073
2025-05-30,118.5793533221615
2025-06-02,117.42765102212354
2025-06-03,117.54641668266663
2025-06-04,118.97001001596021
2025-06-05,117.3640787077143
2025-06-06,117.7795057024688
2025-06-09,118.98404838999757
2025-06-10,118.7311675870647
2025-06-11,118.5666666519273
2025-06-12,119.8755854376653
2025-06-13,119.38966484532361
2025-06-16,121.54235229372676
2025-06-17,122.39735834052546
2025-06-18,124.14156548893587
2025-06-19,122.18888752145118
2025-06-20,124.68778989647247
2025-06-23,125.73804026535068
2025-06-24,124.21709838383825
2025-06-25,125.0965730109475
2025-06-26,124.69405856022607
2025-06-27,125.79593771788879
2025-06-30,125.44751564027675
2025-07-01,124.21686439766779
2025-07-02,122.52638230886251
2025-07-03,123.25975129833657
2025-07-04,123.45837241471578
2025-07-07,123.4939743236521
2025-07-08,122.18383177118956
2025-07-09,122.16961498137718
2025-07-10,120.61376919710985
2025-07-11,120.32875689117218
2025-07-14,118.50662409466138
2025-07-15,118.32671754847428
2025-07-16,120.6833999517408
2025-07-17,121.19260018901718
2025-07-18,120.35991398712629
2025-07-21,122.04836503021936
2025-07-22,123.39563005027155
2025-07-23,121.69698093125945
2025-07-24,120.57455941600055
2025-07-25,120.73335064257545
2025-07-28,120.76659753340593
2025-07-29,122.12296146721089
2025-07-30,121.10272408229883
2025-07-31,122.01932737105385
2025-08-01,122.21634157209367
2025-08-04,122.95609820400706
2025-08-05,125.55769795499639
2025-08-06,128.14519486120528
2025-08-07,127.62388345046638
2025-08-08,124.61252497293759
2025-08-11,125.61910608654232
2025-08-12,125.4888759156041
2025-08-13,123.17114153172892
2025-08-14,124.74875544266793
2025-08-15,123.24723526269533
2025-08-18,125.51212691428057
2025-08-19,125.806884953893
2025-08-20,128.34005100488207
2025-08-21,128.88925174897838
2025-08-22,131.8473649789874
2025-08-25,132.90529853640157
2025-08-26,134.85669900212696
2025-08-27,133.94859967469787
2025-08-28,132.80667442242492
2025-08-29,131.89587334051717
2025-09-01,129.2336789236157
2025-09-02,131.79155660130647
2025-09-03,132.01622743168417
2025-09-04,133.08396808413409
2025-09-05,132.4500482793122
2025-09-08,133.55121516746902
2025-09-09,135.8476965654793
2025-09-10,135.6046006281971
2025-09-11,135.92799570155807
2025-09-12,137.1582274682232
2025-09-15,138.98420645199005
2025-09-16,139.45229647785794
2025-09-17,140.77277384658512
2025-09-18,138.603312715808
2025-09-19,137.28611568753414
2025-09-22,138.20307656943868
2025-09-23,139.8874603609937
2025-09-24,140.13213352177667
2025-09-25,142.71328086126408
2025-09-26,145.95116881503623
2025-09-29,145.9964468376779
2025-09-30,145.89170079412625
2025-10-01,145.92736833085434
2025-10-02,145.99361827934857
2025-10-03,145.46697711946567
2025-10-06,144.3649892341874
2025-10-07,141.10532827072333
2025-10-08,141.89328694505147
2025-10-09,142.41727726377638
2025-10-10,139.81089357177396
2025-10-13,138.21831309648402
2025-10-14,137.47290977760264
2025-10-15,136.1729677231348
2025-10-16,138.68423666990432
2025-10-17,139.02493814290472
2025-10-20,137.26976974116053
2025-10-21,135.64600964155213
2025-10-22,134.83263083004084
2025-10-23,133.23303414849715
2025-10-24,133.1529257705164
2025-10-27,131.0736224235948
2025-10-28,131.68405682206577
2025-10-29,131.5547303960935
2025-10-30,132.49772019279158
2025-10-31,133.5892235910963
2025-11-03,133.95062189445773
2025-11-04,135.65632086127533
2025-11-05,134.64386190945896
2025-11-06,135.6466803003931
2025-11-07,135.3570145899455
2025-11-10,136.15918863662523
2025-11-11,136.29694440295611
2025-11-12,134.99874596058194
2025-11-13,135.7627086908458
2025-11-14,139.43894860789186
2025-11-17,138.5140133813459
2025-11-18,136.4626549114523
2025-11-19,134.69684682469634
2025-11-20,133.3835534518375
2025-11-21,134.2581661074848
2025-11-24,134.67241385299084
2025-11-25,134.0249389304205
2025-11-26,136.46642174126825
2025-11-27,136.9577564405322
2025-11-28,135.14541626756937
2025-12-01,135.13173057603862
2025-12-02,138.31878247157297
2025-12-03,136.30747320413093
2025-12-04,139.56055129379112
2025-12-05,137.11427991811937
2025-12-08,137.37438503618418
2025-12-09,136.44975294616918
2025-12-10,136.1618661064973
2025-12-11,131.96766338873292
2025-12-12,132.19183679954375
2025-12-15,132.4376109048399
2025-12-16,130.19431059883823
2025-12-17,127.9046751328255
2025-12-18,127.47308280741996
2025-12-19,126.80257573996381
2025-12-22,126.24807028832281
2025-12-23,127.72579395675052
2025-12-24,129.35222496148816
2025-12-25,128.08322621448718
2025-12-26,124.8572067187195
2025-12-29,122.36010014749394
2025-12-30,121.25636765048398
2025-12-31,119.03202012491741
2026-01-01,119.02858088839136
2026-01-02,117.57706108879171
2026-01-05,116.53799642826787
2026-01-06,116.74806444213601
2026-01-07,117.39258255300639
2026-01-08,116.7888154320285
2026-01-09,117.18503627505234
2026-01-12,118.07429359192527
2026-01-13,117.13113059366442
2026-01-14,118.77770815323787
2026-01-15,119.88807475582189
2026-01-16,121.27396453724666
2026-01-19,123.0728729767062
2026-01-20,126.34702005280782
2026-01-21,124.6224169126755
2026-01-22,123.52185890787845
2026-01-23,125.01828234621301
2026-01-26,125.12976521787662
2026-01-27,124.55912255308567
2026-01-28,125.49026740210098
2026-01-29,125.63298307470676
2026-01-30,125.92200885249527
2026-02-02,124.82627485873962
2026-02-03,122.1734380845328
2026-02-04,122.87876413189285
2026-02-05,123.85856953428683
2026-02-06,123.98816016092213
2026-02-09,122.38251268777528
2026-02-10,123.1286987555417
2026-02-11,121.87458494622612
2026-02-12,124.34778004695588
2026-02-13,125.3999512382272
2026-02-16,124.75048798851573
2026-02-17,122.47242267469845
2026-02-18,119.60770383500486
2026-02-19,118.77763764552134
2026-02-20,120.5936958877197
2026-02-23,119.8337320204653
2026-02-24,117.48361499660875
2026-02-25,118.02911346584719
2026-02-26,119.35231077494075
2026-02-27,118.07707100690439
2026-03-02,116.60641465856985
2026-03-03,120.53332735994115
2026-03-04,120.67362920308256
2026-03-05,121.45066929910242
2026-03-06,125.40058926916937
2026-03-09,124.03242535413996
2026-03-10,124.44441204577528
2026-03-11,124.02182594985194
2026-03-12,125.18378343971825
2026-03-13,124.02857785925336
2026-03-16,123.63347498410913
2026-03-17,122.35156478301363
2026-03-18,122.64470493636266
2026-03-19,124.88549191048277
2026-03-20,124.03315840066496
2026-03-23,124.96723972881449
2026-03-24,125.2282803808943
2026-03-25,126.52145115788143
2026-03-26,125.9954241699415
2026-03-27,125.31224457659644
2026-03-30,120.75501115672509
2026-03-31,122.88791821255533
2026-04-01,123.17272828368992
2026-04-02,122.18425497211997
2026-04-03,121.30109465112547
2026-04-06,120.31368770168696
2026-04-07,119.83000040129875
2026-04-08,119.72074497717138
2026-04-09,118.82326198089592
2026-04-10,117.02414065398332
2026-04-13,117.82105723761617
2026-04-14,117.30862401956834
2026-04-15,117.09911432767657
2026-04-16,115.18464739009531
2026-04-17,113.91350811708246
2026-04-20,114.23747158765991
