,VOO
2025-01-20,156.83238011282327
2025-01-21,159.24042532086293
2025-01-22,157.87140121439555
2025-01-23,156.23913984510335
2025-01-24,157.91180559120593
2025-01-27,159.3276862534052
2025-01-28,158.38796941383745
2025-01-29,160.23898504822424
2025-01-30,160.41810026054233
2025-01-31,160.92846722231425
2025-02-03,158.45650211665915
2025-02-04,156.0051996820637
2025-02-05,157.29067868794806
2025-02-06,157.38367285371103
2025-02-07,157.2583351234471
2025-02-10,157.14830199036024
2025-02-11,155.4262505510496
2025-02-12,155.60501560008828
2025-02-13,156.67840101595493
2025-02-14,157.21058890113707
2025-02-17,155.6651372550287
2025-02-18,156.46277040555182
2025-02-19,157.87043926732665
2025-02-20,156.77082049949794
2025-02-21,155.4534714158014
2025-02-24,154.87543389217186
2025-02-25,155.69173602018245
2025-02-26,155.4329819381388
2025-02-27,154.5601047881314
2025-02-28,154.56658069191698
2025-03-03,153.30795800624614
2025-03-04,154.43760425427703
2025-03-05,156.26910740742375
2025-03-06,156.29172796244063
2025-03-07,157.6230179568792
2025-03-10,157.385815141524
2025-03-11,157.91608168040682
2025-03-12,154.31069912507544
2025-03-13,155.05873056766214
2025-03-14,154.2035088891316
2025-03-17,153.89772586439153
2025-03-18,154.05600856049122
2025-03-19,154.59653612855485
2025-03-20,155.3748459060581
2025-03-21,155.18925631152825
2025-03-24,154.37399186594945
2025-03-25,156.16571806282772
2025-03-26,156.3364504517353
2025-03-27,154.64953729477608
2025-03-28,154.48753161272438
2025-03-31,157.51939471597726
2025-04-01,158.15097244784516
2025-04-02,157.93580105770982
2025-04-03,156.9643338355921
2025-04-04,157.81691479713967
2025-04-07,159.96489577173568
2025-04-08,158.6274595248374
2025-04-09,161.59851784588304
2025-04-10,160.91583339057857
2025-04-11,160.86376365027513
2025-04-14,160.017503409921
2025-04-15,163.0618545367684
2025-04-16,159.67947375311294
2025-04-17,158.1166642603014
2025-04-18,158.33203145791802
2025-04-21,156.9469689222452
2025-04-22,154.19209289150416
2025-04-23,155.43255923074358
2025-04-24,155.18236625047092
2025-04-25,156.10018436151495
2025-04-28,152.52255708127106
2025-04-29,153.37096141964852
2025-04-30,152.68606549019316
2025-05-01,153.23982341561143
2025-05-02,154.53167048964502
2025-05-05,156.80756042835702
2025-05-06,156.49131561949739
2025-05-07,157.83883125456367
2025-05-08,159.20157004655871
2025-05-09,161.77701275830682
2025-05-12,159.754184715364
2025-05-13,159.54298298934006
2025-05-14,161.50075584297085
2025-05-15,162.19737302195537
2025-05-16,161.5073247762926
2025-05-19,161.72468979180684
2025-05-20,161.3459584342594
2025-05-21,161.12354561845
2025-05-22,162.86125239627881
2025-05-23,163.64675053694776
2025-05-26,166.64315932255357
2025-05-27,168.21056274368615
2025-05-28,167.05769419604565
2025-05-29,166.27237470987916
2025-05-30,165.62665089398544
2025-06-02,163.9092090407688
2025-06-03,162.20716061275
2025-06-04,162.4414050946699
2025-06-05,166.3772121058306
2025-06-06,164.76000928054327
2025-06-09,163.12550955120247
2025-06-10,162.92012988707546
2025-06-11,163.945612019903
2025-06-12,161.6290809566386
2025-06-13,162.61854189619592
2025-06-16,164.1735458117886
2025-06-17,164.4495313018869
2025-06-18,166.44953640684616
2025-06-19,165.36268994344388
2025-06-20,163.30290168328148
2025-06-23,165.109064622175
2025-06-24,165.43007914070128
2025-06-25,163.4264742652809
2025-06-26,164.2212921803078
2025-06-27,163.24375657757008
2025-06-30,163.0450659229759
2025-07-01,161.14605967410657
2025-07-02,160.99980235838584
2025-07-03,159.9155360634147
2025-07-04,160.42107395482105
2025-07-07,160.9914229696215
2025-07-08,159.17529322288433
2025-07-09,155.6540628948073
2025-07-10,154.62852051323492
2025-07-11,158.69203305637814
2025-07-14,158.1094883575522
2025-07-15,161.55555294213366
2025-07-16,163.16279914100468
2025-07-17,163.82709201505003
2025-07-18,164.71661958238056
2025-07-21,163.03059248839494
2025-07-22,163.74343497701446
2025-07-23,164.51164937595578
2025-07-24,164.55364157418867
2025-07-25,164.4463055170396
2025-07-28,164.87506716922368
2025-07-29,163.59073672008918
2025-07-30,162.9606189382079
2025-07-31,165.4556959293567
2025-08-01,164.84131801481584
2025-08-04,164.50972757296222
2025-08-05,163.57325222013117
2025-08-06,161.8061894124298
2025-08-07,160.65189844921156
2025-08-08,161.01010386647894
2025-08-11,158.78200576996917
2025-08-12,156.3929575538588
2025-08-13,156.03431600137483
2025-08-14,157.90266165988953
2025-08-15,160.1219245833962
2025-08-18,158.80787720884072
2025-08-19,159.43472788465155
2025-08-20,159.05019460989155
2025-08-21,159.86247960030727
2025-08-22,156.06673215950107
2025-08-25,155.4343855607498
2025-08-26,153.34403227637637
2025-08-27,153.87417923305156
2025-08-28,154.08045303541635
2025-08-29,154.8137301266571
2025-09-01,154.65739365593942
2025-09-02,153.672052490884
2025-09-03,154.01907581248855
2025-09-04,151.16022009828433
2025-09-05,150.12754478941807
2025-09-08,151.93887362306393
2025-09-09,152.50706806407067
2025-09-10,149.76402286319168
2025-09-11,147.56017534901446
2025-09-12,147.42892706478378
2025-09-15,149.50512359545675
2025-09-16,148.44836272358592
2025-09-17,148.2729655370703
2025-09-18,148.46687212544364
2025-09-19,148.11590534870805
2025-09-22,148.41201161810685
2025-09-23,148.52493486865984
2025-09-24,149.72138912526273
2025-09-25,148.7581058827869
2025-09-26,149.47518764131772
2025-09-29,151.244960718344
2025-09-30,147.3209103059722
2025-10-01,147.60665963746212
2025-10-02,147.27379862961806
2025-10-03,146.6547018532269
2025-10-06,147.95347160704617
2025-10-07,149.6932976758037
2025-10-08,148.47282352995234
2025-10-09,148.82480588305182
2025-10-10,150.287221276256
2025-10-13,151.60092494808256
2025-10-14,153.3927034788966
2025-10-15,152.57235811995
2025-10-16,154.2874257186299
2025-10-17,155.71340721138074
2025-10-20,154.31825526720252
2025-10-21,154.6275843758608
2025-10-22,154.9154744498397
2025-10-23,153.26423192182918
2025-10-24,152.1424668612999
2025-10-27,150.87451498658038
2025-10-28,149.0895826059482
2025-10-29,150.35796278360266
2025-10-30,149.9626515347691
2025-10-31,149.5118664501933
2025-11-03,150.15352549915738
2025-11-04,148.3690872818201
2025-11-05,147.0282926229797
2025-11-06,146.74953491498206
2025-11-07,147.21308603087294
2025-11-10,146.97314112093295
2025-11-11,146.3894635802032
2025-11-12,147.3224808165342
2025-11-13,145.80136421696884
2025-11-14,145.2614081029444
2025-11-17,144.30076357073196
2025-11-18,143.16429328597445
2025-11-19,146.38406912439194
2025-11-20,145.27092536359046
2025-11-21,146.0111934022122
2025-11-24,148.00350366143502
2025-11-25,145.99276858394117
2025-11-26,146.25638021967308
2025-11-27,146.72946155199693
2025-11-28,145.76730781513902
2025-12-01,145.72697569709
2025-12-02,146.37574208535776
2025-12-03,147.77998858037037
2025-12-04,147.98586036991927
2025-12-05,147.7070972205819
2025-12-08,148.89601633562845
2025-12-09,146.7608124505559
2025-12-10,146.25040134926104
2025-12-11,146.7565519882878
2025-12-12,144.8436609181466
2025-12-15,143.52855155721318
2025-12-16,141.2022799708224
2025-12-17,140.68996099401264
2025-12-18,138.64976600116321
2025-12-19,138.5272478377998
2025-12-22,138.9261084163652
2025-12-23,139.6527786352714
2025-12-24,139.29096017208224
2025-12-25,141.42232798149345
2025-12-26,140.28545651914442
2025-12-29,139.44988894591083
2025-12-30,142.15200741911417
2025-12-31,140.9889663623161
2026-01-01,138.2211703093569
2026-01-02,138.25489679445525
2026-01-05,137.0485958990943
2026-01-06,135.7776981750769
2026-01-07,135.30269519637307
2026-01-08,134.53788509829064
2026-01-09,135.90985263509364
2026-01-12,135.91786964441448
2026-01-13,135.7600698561319
2026-01-14,135.3037505752908
2026-01-15,136.48565828450728
2026-01-16,137.76759397052552
2026-01-19,135.6660407250414
2026-01-20,136.76289191628913
2026-01-21,136.46071426440244
2026-01-22,135.879474430073
2026-01-23,133.90198048220017
2026-01-26,135.6820739760907
2026-01-27,136.4726505236368
2026-01-28,133.63740995806924
2026-01-29,133.4319498722972
2026-01-30,133.49863712464614
2026-02-02,133.66309696439188
2026-02-03,133.90641979755787
2026-02-04,132.09909050310014
2026-02-05,134.81260724044319
2026-02-06,137.40041243449699
2026-02-09,135.3283068997822
2026-02-10,137.36217679181448
2026-02-11,136.29882207822294
2026-02-12,138.49945244008708
2026-02-13,138.38032592362256
2026-02-16,137.57705300876947
2026-02-17,134.42309841804754
2026-02-18,135.7739522695622
2026-02-19,134.88573381793734
2026-02-20,134.77402073219938
2026-02-23,133.93238151840058
2026-02-24,135.84369933133573
2026-02-25,135.98884493574664
2026-02-26,136.7582789879058
2026-02-27,137.25373115949847
2026-03-02,138.10325619307088
2026-03-03,137.45167526553772
2026-03-04,136.92780667436006
2026-03-05,136.34244394589686
2026-03-06,134.75388708828163
2026-03-09,132.96084882942236
2026-03-10,131.73853560147117
2026-03-11,132.50127921716012
2026-03-12,134.15295785970852
2026-03-13,134.83451657865194
2026-03-16,133.89623518289864
2026-03-17,136.38803337172214
2026-03-18,138.58389649139582
2026-03-19,138.3754829636342
2026-03-20,138.07674780099023
2026-03-23,138.48849025803938
2026-03-24,139.3838641517862
2026-03-25,140.61309863354944
2026-03-26,141.14825929485866
2026-03-27,140.84351603249146
2026-03-30,138.78866808702128
2026-03-31,138.82810910958
2026-04-01,140.49756661427764
2026-04-02,137.54008540034474
2026-04-03,136.90925698632455
2026-04-06,136.65453506775418
2026-04-07,138.9427871961891
2026-04-08,138.69617015006637
2026-04-09,138.3011010799388
2026-04-10,138.92686861400213
2026-04-13,139.85382032619106
2026-04-14,140.38758647391236
2026-04-15,141.2742620343347
2026-04-16,142.68255685952244
2026-04-17,143.17131622689564
2026-04-20,140.7667279802941
