,SCHX
2025-01-17,158.480413223027
2025-01-20,158.49590737005036
2025-01-21,160.23534662832424
2025-01-22,159.63205712682657
2025-01-23,158.37518540957944
2025-01-24,157.7052224455159
2025-01-27,155.57289021635685
2025-01-28,157.0696797422305
2025-01-29,161.04367694832297
2025-01-30,161.8995184984823
2025-01-31,163.3151627865089
2025-02-03,162.76986718834522
2025-02-04,164.19919006722017
2025-02-05,164.1260176036134
2025-02-06,164.09910640958606
2025-02-07,162.99432838662656
2025-02-10,162.80368349603702
2025-02-11,164.27549847062645
2025-02-12,163.3031307367186
2025-02-13,162.34917328516428
2025-02-14,162.7297847661437
2025-02-17,161.78408395918888
2025-02-18,161.1413679401638
2025-02-19,161.06104098641475
2025-02-20,159.56916662743254
2025-02-21,162.22679226311797
2025-02-24,162.71434755756763
2025-02-25,163.5903430550981
2025-02-26,165.7401166401561
2025-02-27,162.86741546353997
2025-02-28,161.25936978559946
2025-03-03,158.34899038045356
2025-03-04,159.03796021733476
2025-03-05,155.9954487956884
2025-03-06,157.04366481954838
2025-03-07,156.98568797938245
2025-03-10,157.5971479340883
2025-03-11,156.92685510319419
2025-03-12,156.2557725987305
2025-03-13,153.81825678476463
2025-03-14,152.50490773058254
2025-03-17,151.94292816886653
2025-03-18,150.72946620165723
2025-03-19,154.34904177565906
2025-03-20,155.23908468063127
2025-03-21,155.42851966269663
2025-03-24,155.93735090879082
2025-03-25,157.5540361123408
2025-03-26,158.8455314174458
2025-03-27,157.46352886206947
2025-03-28,159.55363440597668
2025-03-31,157.0897547420131
2025-04-01,154.72148355532315
2025-04-02,156.8922883511242
2025-04-03,157.09679143697565
2025-04-04,157.5277925608318
2025-04-07,156.96036116488165
2025-04-08,156.98395415069632
2025-04-09,155.95060046710793
2025-04-10,155.3107934204847
2025-04-11,153.7764081158409
2025-04-14,151.7416132044456
2025-04-15,153.63328142437064
2025-04-16,151.2967025797218
2025-04-17,152.42411649776247
2025-04-18,151.35598031371714
2025-04-21,150.77765562680275
2025-04-22,151.00842765040125
2025-04-23,152.09836480337964
2025-04-24,152.630250950417
2025-04-25,150.93338303422973
2025-04-28,151.89584440419458
2025-04-29,149.1205258468688
2025-04-30,149.40820464496792
2025-05-01,150.52735910374574
2025-05-02,149.37234275435512
2025-05-05,146.03722114844925
2025-05-06,146.93847573245148
2025-05-07,145.89078277483242
2025-05-08,144.2334360250316
2025-05-09,143.06286432789156
2025-05-12,143.07543780294273
2025-05-13,142.34239672030304
2025-05-14,139.6310976389174
2025-05-15,139.12006126882937
2025-05-16,138.91847206279175
2025-05-19,138.18158127773293
2025-05-20,137.38505549892693
2025-05-21,139.26620251381493
2025-05-22,140.49062049249764
2025-05-23,141.7945850316775
2025-05-26,142.8300139595144
2025-05-27,143.5058637557741
2025-05-28,142.71244704097478
2025-05-29,143.728433403882
2025-05-30,143.42238897222546
2025-06-02,142.83800869333987
2025-06-03,142.3629238249407
2025-06-04,140.8507627937674
2025-06-05,139.9720424919982
2025-06-06,140.0269853852637
2025-06-09,139.7318267419608
2025-06-10,138.52069961721526
2025-06-11,138.28299905151582
2025-06-12,140.1278080583888
2025-06-13,138.7775158278494
2025-06-16,137.92988737742553
2025-06-17,137.45525203626002
2025-06-18,138.5817189082795
2025-06-19,137.0318910071417
2025-06-20,135.32458422426532
2025-06-23,133.94519797031
2025-06-24,133.35604041809174
2025-06-25,134.32414256066585
2025-06-26,135.13409154438813
2025-06-27,137.04150923939608
2025-06-30,136.82154684713333
2025-07-01,138.87147214880017
2025-07-02,140.02369848427497
2025-07-03,139.37117923675987
2025-07-04,138.46253689572484
2025-07-07,138.82582595447533
2025-07-08,138.40541725607898
2025-07-09,139.75837177614022
2025-07-10,141.18292845432532
2025-07-11,138.16370783545648
2025-07-14,138.55723026450897
2025-07-15,140.02021371721048
2025-07-16,141.99093070294106
2025-07-17,142.53144665178414
2025-07-18,140.64681815747903
2025-07-21,137.8104414012073
2025-07-22,137.8939362808592
2025-07-23,139.90002402685968
2025-07-24,141.61628565670966
2025-07-25,140.3170281546161
2025-07-28,140.45354402352473
2025-07-29,140.46088712741656
2025-07-30,139.1453489035903
2025-07-31,139.04005846066588
2025-08-01,137.8241450247566
2025-08-04,137.32534966585496
2025-08-05,135.9928085038369
2025-08-06,136.42308305436387
2025-08-07,138.08951298151112
2025-08-08,137.48883100364327
2025-08-11,136.10659154501604
2025-08-12,139.3766947583891
2025-08-13,138.7273180775815
2025-08-14,140.05721426317476
2025-08-15,139.90217070969982
2025-08-18,140.29762152208258
2025-08-19,141.99004773216387
2025-08-20,139.7358275841012
2025-08-21,140.07419039481175
2025-08-22,139.81113859349725
2025-08-25,139.9770688654733
2025-08-26,141.1109535754099
2025-08-27,142.01315129508268
2025-08-28,143.1802397163652
2025-08-29,142.72094166635088
2025-09-01,141.15127194077496
2025-09-02,138.82897629242828
2025-09-03,139.50450181700106
2025-09-04,138.9880087008149
2025-09-05,138.48230826463822
2025-09-08,138.71697258125903
2025-09-09,138.89779297163275
2025-09-10,141.34054052167124
2025-09-11,140.02233844668868
2025-09-12,139.27331136292582
2025-09-15,138.79502770181398
2025-09-16,138.54893313736875
2025-09-17,137.1655718893741
2025-09-18,136.78204273595014
2025-09-19,133.27458794714155
2025-09-22,131.55748797728785
2025-09-23,131.55221698568656
2025-09-24,131.1681278085519
2025-09-25,128.89899035802037
2025-09-26,129.4917483477958
2025-09-29,128.1905075875917
2025-09-30,128.18842690922136
2025-10-01,127.94749431732227
2025-10-02,129.2181798153738
2025-10-03,129.00530100847374
2025-10-06,129.45481821767484
2025-10-07,128.98673415122462
2025-10-08,130.99568771461682
2025-10-09,130.62542171541423
2025-10-10,132.4425577646018
2025-10-13,132.07030230286645
2025-10-14,131.93686712753188
2025-10-15,130.73842728733922
2025-10-16,130.91134657021053
2025-10-17,130.69788085460374
2025-10-20,129.50333521653585
2025-10-21,128.2597591661378
2025-10-22,131.2108032545104
2025-10-23,131.6681116192287
2025-10-24,131.88358240081755
2025-10-27,129.81913531956758
2025-10-28,129.87895955853546
2025-10-29,130.4718694728683
2025-10-30,129.95326139052662
2025-10-31,131.27318772837552
2025-11-03,132.9852845845182
2025-11-04,133.7600813969219
2025-11-05,131.8913282269631
2025-11-06,132.7108451674141
2025-11-07,133.68960656397644
2025-11-10,135.865886928933
2025-11-11,135.00548108617093
2025-11-12,136.44367201818304
2025-11-13,135.68886669345494
2025-11-14,136.57054137809615
2025-11-17,137.2107506991756
2025-11-18,138.33437224756858
2025-11-19,137.1298826796368
2025-11-20,139.0696903898281
2025-11-21,140.9155873133675
2025-11-24,141.01498649758278
2025-11-25,140.31699408644934
2025-11-26,139.0250372340485
2025-11-27,137.65833483217062
2025-11-28,138.18456365059
2025-12-01,138.2675444009907
2025-12-02,139.10721706434805
2025-12-03,139.86072548741328
2025-12-04,137.2147560328267
2025-12-05,135.97857871472033
2025-12-08,138.26804183871417
2025-12-09,139.41865286578914
2025-12-10,140.72469041546353
2025-12-11,141.72038061480612
2025-12-12,141.44527645312635
2025-12-15,140.93650066439315
2025-12-16,142.0311084228611
2025-12-17,143.6586538256909
2025-12-18,144.2039813598111
2025-12-19,144.36790832128364
2025-12-22,144.02382462609157
2025-12-23,140.88632049880334
2025-12-24,137.08990919403578
2025-12-25,137.37661331393457
2025-12-26,136.66117767678506
2025-12-29,137.6016176976186
2025-12-30,138.97043334478192
2025-12-31,139.57118991583053
2026-01-01,140.1774399027492
2026-01-02,141.3602169730215
2026-01-05,141.03595378735326
2026-01-06,138.84750819570812
2026-01-07,139.15791211075955
2026-01-08,140.98719417376478
2026-01-09,137.69401867750955
2026-01-12,139.8213771054613
2026-01-13,142.80944104875354
2026-01-14,142.91335123928206
2026-01-15,143.40102467094607
2026-01-16,143.23968054140116
2026-01-19,142.48220509038455
2026-01-20,141.90038770316872
2026-01-21,143.7036554450522
2026-01-22,142.26579280572088
2026-01-23,143.0329855309761
2026-01-26,144.86595363007623
2026-01-27,143.72320864932448
2026-01-28,143.54978797240773
2026-01-29,146.93261955147582
2026-01-30,147.04939348820594
2026-02-02,147.46464645555847
2026-02-03,146.90269459329636
2026-02-04,146.98560648208914
2026-02-05,146.70642420569803
2026-02-06,148.29608914655623
2026-02-09,148.34187679537268
2026-02-10,147.54969257112725
2026-02-11,148.79863972088384
2026-02-12,148.44920114405903
2026-02-13,148.61972698991352
2026-02-16,148.1833793564957
2026-02-17,148.02368268149894
2026-02-18,148.39368797800475
2026-02-19,148.4798382574364
2026-02-20,146.8549490742283
2026-02-23,147.69071137809536
2026-02-24,148.22870029290806
2026-02-25,147.48801399870752
2026-02-26,150.88922925176462
2026-02-27,148.7311434667282
2026-03-02,148.43697011697344
2026-03-03,146.23900554833745
2026-03-04,146.83582843115013
2026-03-05,148.00455700659018
2026-03-06,147.8381587452978
2026-03-09,148.03206094430058
2026-03-10,150.56553368350532
2026-03-11,151.2987258280031
2026-03-12,150.85932296081947
2026-03-13,153.38653296965646
2026-03-16,154.1315655159255
2026-03-17,157.59149209863983
2026-03-18,158.12863009467014
2026-03-19,158.14843451500198
2026-03-20,159.3144253230631
2026-03-23,160.7464643140043
2026-03-24,164.71325994503897
2026-03-25,163.12669066300444
2026-03-26,164.35918633137192
2026-03-27,165.46588709443745
2026-03-30,163.95813944290003
2026-03-31,160.5574189442591
2026-04-01,158.71633887195182
2026-04-02,158.6759715936406
2026-04-03,157.8978299837201
2026-04-06,158.39125756348759
2026-04-07,158.41719254413877
2026-04-08,158.5976313428191
2026-04-09,162.5044330037543
2026-04-10,161.19714600269427
2026-04-13,162.09621881769215
2026-04-14,162.72861697970586
2026-04-15,163.59946429256874
2026-04-16,163.21054457913414
2026-04-17,160.85436747707251
2026-04-20,162.38409572051063
