,MBB
2025-01-17,118.88019915575829
2025-01-20,119.13674856093621
2025-01-21,119.1411572576394
2025-01-22,118.59518445735115
2025-01-23,118.82801434338323
2025-01-24,118.70933743801073
2025-01-27,119.13177103826997
2025-01-28,119.46015570001921
2025-01-29,119.54877593827955
2025-01-30,119.57402877547088
2025-01-31,119.33985442521717
2025-02-03,119.50359416355232
2025-02-04,120.0419631000676
2025-02-05,119.88581808682648
2025-02-06,119.7733437768949
2025-02-07,120.06693062050364
2025-02-10,119.77367363741975
2025-02-11,120.0953360883435
2025-02-12,120.24732692092151
2025-02-13,120.05239809243963
2025-02-14,120.24895972016701
2025-02-17,120.4026877431676
2025-02-18,120.63905837667764
2025-02-19,121.0382138678975
2025-02-20,120.94296919294403
2025-02-21,121.03684279637167
2025-02-24,120.77048317970561
2025-02-25,121.18800854342133
2025-02-26,120.83198745700815
2025-02-27,121.23989180644497
2025-02-28,120.41358565982176
2025-03-03,120.77465762647104
2025-03-04,120.65424779205594
2025-03-05,121.09841973442302
2025-03-06,120.79626973628825
2025-03-07,120.86193529879499
2025-03-10,120.82328611611761
2025-03-11,120.39477718914553
2025-03-12,120.33281272448025
2025-03-13,120.2659189595638
2025-03-14,120.31046137304698
2025-03-17,120.5269651199472
2025-03-18,120.82436243021503
2025-03-19,120.64467697574455
2025-03-20,120.15695551116701
2025-03-21,120.3687625803793
2025-03-24,120.79346290660166
2025-03-25,120.62959259610071
2025-03-26,120.8705665685508
2025-03-27,120.23803020245467
2025-03-28,120.3749667669394
2025-03-31,120.43752988262426
2025-04-01,121.02964641773085
2025-04-02,121.29768257851927
2025-04-03,121.89859934971079
2025-04-04,121.99473707790962
2025-04-07,121.9868042152543
2025-04-08,122.47570832908674
2025-04-09,122.70624618171738
2025-04-10,122.44161163032217
2025-04-11,122.44624938609819
2025-04-14,121.98971880147039
2025-04-15,122.15313857737844
2025-04-16,122.41185823295622
2025-04-17,122.78463191948059
2025-04-18,122.22954224416131
2025-04-21,122.86687934498448
2025-04-22,122.75298539608335
2025-04-23,122.76063860215056
2025-04-24,123.03945548158323
2025-04-25,122.65750250594041
2025-04-28,122.41997016803252
2025-04-29,122.48287346047071
2025-04-30,122.22818541949789
2025-05-01,122.1430260708911
2025-05-02,121.96661954828781
2025-05-05,121.74250658993459
2025-05-06,121.68845249310694
2025-05-07,121.8012408594462
2025-05-08,121.91953394535228
2025-05-09,121.75258591872122
2025-05-12,121.8451594545433
2025-05-13,121.68356274698215
2025-05-14,121.82041009285408
2025-05-15,121.76653838950557
2025-05-16,121.77032637255529
2025-05-19,121.85452951779267
2025-05-20,122.28408687677886
2025-05-21,121.52691575763592
2025-05-22,121.55394678030777
2025-05-23,121.77369189748448
2025-05-26,121.43796805754485
2025-05-27,121.63608998688353
2025-05-28,121.81632060346182
2025-05-29,121.79091958014526
2025-05-30,121.63898482654578
2025-06-02,121.31574018774545
2025-06-03,121.43667760563584
2025-06-04,121.57554778297481
2025-06-05,121.59899333158339
2025-06-06,121.76534033026726
2025-06-09,121.47524606226128
2025-06-10,121.58136811920308
2025-06-11,121.54920392913135
2025-06-12,121.38821395021486
2025-06-13,121.33447650467576
2025-06-16,121.43237513417766
2025-06-17,121.27092490071405
2025-06-18,120.89552071894632
2025-06-19,121.30480512768264
2025-06-20,121.36504791726348
2025-06-23,121.59154255381411
2025-06-24,121.4727944676276
2025-06-25,121.57379502988559
2025-06-26,121.40201168017823
2025-06-27,121.36005150588176
2025-06-30,121.27416986231259
2025-07-01,120.98812694198348
2025-07-02,120.46095935677023
2025-07-03,120.74286477996917
2025-07-04,120.6640613123837
2025-07-07,120.93349949465339
2025-07-08,121.41346970629074
2025-07-09,121.06361385258582
2025-07-10,121.06540087626396
2025-07-11,120.7203769148004
2025-07-14,121.42873617566347
2025-07-15,121.73923469248682
2025-07-16,121.95737894105581
2025-07-17,121.9586240409
2025-07-18,121.80712417801465
2025-07-21,121.7905352051664
2025-07-22,121.81477413026167
2025-07-23,122.16548078636372
2025-07-24,122.45862206892303
2025-07-25,122.57367318727191
2025-07-28,122.60539863008468
2025-07-29,122.99832176088618
2025-07-30,122.56729187466944
2025-07-31,122.60895727840044
2025-08-01,122.73848481887522
2025-08-04,123.18726255567852
2025-08-05,123.50081060108782
2025-08-06,124.1096892234391
2025-08-07,124.2557555922972
2025-08-08,124.16282250152781
2025-08-11,123.8267006937019
2025-08-12,124.04774849098648
2025-08-13,124.04791241576056
2025-08-14,123.96241983484634
2025-08-15,123.93405176918569
2025-08-18,123.9614512544839
2025-08-19,124.20236406632368
2025-08-20,124.59982059466073
2025-08-21,124.2143656758933
2025-08-22,124.55665127151143
2025-08-25,124.63149796824415
2025-08-26,124.91033272296967
2025-08-27,125.18580605915423
2025-08-28,125.726174274705
2025-08-29,125.78696404429968
2025-09-01,126.10085113251492
2025-09-02,126.33175721361707
2025-09-03,125.6985576410117
2025-09-04,125.58326576672091
2025-09-05,125.01280185896316
2025-09-08,125.0797050961067
2025-09-09,124.96971728734198
2025-09-10,124.88453781236389
2025-09-11,124.671134674553
2025-09-12,124.70363739697055
2025-09-15,124.67437848748195
2025-09-16,124.60687923752415
2025-09-17,124.80914780969053
2025-09-18,124.62382351773155
2025-09-19,124.318276413679
2025-09-22,124.45136604410753
2025-09-23,124.66497832366257
2025-09-24,125.00134829561553
2025-09-25,125.14841653268958
2025-09-26,125.45145315925667
2025-09-29,125.4088758711638
2025-09-30,124.60781918079759
2025-10-01,124.67773339989927
2025-10-02,125.0300404052715
2025-10-03,124.85951822712605
2025-10-06,124.80721167035678
2025-10-07,124.86152118712339
2025-10-08,124.52105421367696
2025-10-09,124.47566286419132
2025-10-10,124.25485704743029
2025-10-13,124.52602762612509
2025-10-14,124.08118307177341
2025-10-15,124.14205226014073
2025-10-16,124.01887554732652
2025-10-17,124.52991869195651
2025-10-20,124.65552229928281
2025-10-21,124.669008115823
2025-10-22,125.25685195787672
2025-10-23,124.96623543591888
2025-10-24,125.0593720035192
2025-10-27,125.15953921890495
2025-10-28,125.45139670580372
2025-10-29,125.81368545408232
2025-10-30,125.39130213628351
2025-10-31,125.59190682774577
2025-11-03,125.20889482415714
2025-11-04,125.0031855916806
2025-11-05,124.87714535616239
2025-11-06,124.40942784441475
2025-11-07,124.10101219576457
2025-11-10,124.10675429249116
2025-11-11,124.43003756383905
2025-11-12,124.10402468102211
2025-11-13,123.90822668973746
2025-11-14,124.4439121433655
2025-11-17,124.50510887474778
2025-11-18,124.90880234371373
2025-11-19,124.94509001759171
2025-11-20,124.40483644982083
2025-11-21,124.55882142538768
2025-11-24,124.12576538941273
2025-11-25,124.5540084374228
2025-11-26,124.28986751031212
2025-11-27,124.65657962795392
2025-11-28,125.04590916952229
2025-12-01,125.03436257981946
2025-12-02,125.35986952655568
2025-12-03,124.74469385846714
2025-12-04,124.91714447594384
2025-12-05,125.17484775887935
2025-12-08,125.62218677541766
2025-12-09,125.38167880198623
2025-12-10,125.35965548937138
2025-12-11,125.66106745856177
2025-12-12,126.11802363029523
2025-12-15,126.48161186624671
2025-12-16,126.44281567520572
2025-12-17,126.5810973433176
2025-12-18,126.67278283569192
2025-12-19,126.46235441621339
2025-12-22,126.72811137081898
2025-12-23,126.64699269143351
2025-12-24,126.8889960279456
2025-12-25,126.9341593842898
2025-12-26,127.15919946074592
2025-12-29,127.03424866691773
2025-12-30,126.82820631947402
2025-12-31,126.82343308064732
2026-01-01,126.57170536041377
2026-01-02,126.43147559434071
2026-01-05,126.95425616468066
2026-01-06,126.82503327165158
2026-01-07,126.90504025136973
2026-01-08,127.41212258196309
2026-01-09,127.25046875033739
2026-01-12,127.24889855183574
2026-01-13,126.56090861387011
2026-01-14,126.12087476937263
2026-01-15,125.8816265862147
2026-01-16,125.78911600342381
2026-01-19,125.74403720276035
2026-01-20,126.03688952537608
2026-01-21,126.47117238677316
2026-01-22,126.08865193716655
2026-01-23,126.30288279091921
2026-01-26,126.16143126935715
2026-01-27,125.78733215542705
2026-01-28,125.99204526288179
2026-01-29,126.39766951184919
2026-01-30,126.72688409987234
2026-02-02,126.14245085162659
2026-02-03,126.60990951570663
2026-02-04,126.23055085102803
2026-02-05,126.18946274608354
2026-02-06,126.47574327334803
2026-02-09,126.58274076527944
2026-02-10,125.74761852121934
2026-02-11,125.97774106259025
2026-02-12,125.56929669821373
2026-02-13,125.47518934275448
2026-02-16,125.34069479876793
2026-02-17,125.28037399067438
2026-02-18,125.31239650568777
2026-02-19,125.69035781222435
2026-02-20,125.84902541295779
2026-02-23,125.58206134332717
2026-02-24,125.77080915057735
2026-02-25,125.79134053355858
2026-02-26,125.57477322117467
2026-02-27,125.48255233826704
2026-03-02,125.48473399463535
2026-03-03,125.59353746750843
2026-03-04,125.99761746019826
2026-03-05,125.65662169771959
2026-03-06,125.84750243313327
2026-03-09,125.72597930136942
2026-03-10,125.6391572423565
2026-03-11,125.41376334562739
2026-03-12,125.69936724160911
2026-03-13,125.91855095761566
2026-03-16,125.77400430177205
2026-03-17,125.65975891541055
2026-03-18,125.90059119432344
2026-03-19,125.88594535306224
2026-03-20,126.73314935242334
2026-03-23,126.45701829861858
2026-03-24,126.41253705689988
2026-03-25,126.95547398287792
2026-03-26,127.37671921329286
2026-03-27,127.95800279000741
2026-03-30,127.83654598432301
2026-03-31,127.85373920148224
2026-04-01,127.62686999643273
2026-04-02,128.0148429612863
2026-04-03,128.13346234069593
2026-04-06,128.5005467617135
2026-04-07,128.44901071514462
2026-04-08,128.51345767461729
2026-04-09,128.97144082882497
2026-04-10,129.39205688665555
2026-04-13,128.84423229057776
2026-04-14,128.83891482991018
2026-04-15,128.84301620000448
2026-04-16,128.8496071022248
2026-04-17,128.4132834095339
2026-04-20,128.92936478456156
