,VTV
2025-01-20,118.74560433147087
2025-01-21,117.52175445549472
2025-01-22,118.28793480350541
2025-01-23,117.00237575870484
2025-01-24,115.93243773337849
2025-01-27,116.87559172264884
2025-01-28,118.66158090207423
2025-01-29,117.5617481723429
2025-01-30,116.4567632270933
2025-01-31,115.4977779466405
2025-02-03,116.15990447632657
2025-02-04,117.36996826671906
2025-02-05,117.28586867749169
2025-02-06,114.60282103041524
2025-02-07,114.04889953934784
2025-02-10,114.49522582128277
2025-02-11,113.36667166922025
2025-02-12,114.19224034650976
2025-02-13,115.51167708722924
2025-02-14,113.95701132980712
2025-02-17,115.08583552984646
2025-02-18,113.00939173040425
2025-02-19,113.56225682221006
2025-02-20,116.28363420468177
2025-02-21,119.18576567686712
2025-02-24,119.57556520200595
2025-02-25,119.688459172622
2025-02-26,119.95470567464244
2025-02-27,121.05650276899152
2025-02-28,121.20654122414882
2025-03-03,121.91636696259813
2025-03-04,124.07891436546545
2025-03-05,125.77457178599198
2025-03-06,124.35683068652264
2025-03-07,125.303313462778
2025-03-10,124.57627820979597
2025-03-11,124.25088487662579
2025-03-12,124.63623311498738
2025-03-13,124.88465633348893
2025-03-14,127.43879474478538
2025-03-17,128.7292492439048
2025-03-18,130.01292810056296
2025-03-19,129.30265167192937
2025-03-20,127.57785857789423
2025-03-21,128.26571192675135
2025-03-24,128.18402836823094
2025-03-25,127.74391753350307
2025-03-26,124.4504462036953
2025-03-27,123.07017522054046
2025-03-28,123.25511947160264
2025-03-31,124.02045999859914
2025-04-01,124.54726870338536
2025-04-02,123.95166567461555
2025-04-03,124.48008681539314
2025-04-04,125.9520920221233
2025-04-07,126.79310363666858
2025-04-08,126.18373368805027
2025-04-09,126.26689770017101
2025-04-10,127.48378491078635
2025-04-11,128.53980806795275
2025-04-14,129.0010418265358
2025-04-15,127.52629469066451
2025-04-16,128.32926281268064
2025-04-17,127.85278768255893
2025-04-18,126.9869172267727
2025-04-21,126.20803157319645
2025-04-22,126.02026880068603
2025-04-23,125.8197536336694
2025-04-24,125.5125131586854
2025-04-25,124.41807387845157
2025-04-28,125.05853458389178
2025-04-29,124.90362582731424
2025-04-30,125.51438109402851
2025-05-01,125.39921164083087
2025-05-02,124.49524501997848
2025-05-05,123.10437482476229
2025-05-06,123.51624122705726
2025-05-07,122.20052290466279
2025-05-08,122.63825000470314
2025-05-09,122.8097708100665
2025-05-12,123.70326357324781
2025-05-13,122.08595190012306
2025-05-14,124.60703113042213
2025-05-15,126.40719564063185
2025-05-16,128.03707468717664
2025-05-19,129.21818435523912
2025-05-20,129.66003950442294
2025-05-21,130.36502004549837
2025-05-22,128.7022944162686
2025-05-23,130.1188508955032
2025-05-26,131.30102706387032
2025-05-27,130.85036890713795
2025-05-28,129.99653439154073
2025-05-29,130.67799476413416
2025-05-30,131.78216520956977
2025-06-02,130.205356301817
2025-06-03,129.6829674339546
2025-06-04,128.31541516733097
2025-06-05,128.7086503290742
2025-06-06,128.9715904899833
2025-06-09,128.07031220032897
2025-06-10,128.38024021328053
2025-06-11,127.99322089203065
2025-06-12,126.87719105536452
2025-06-13,126.21377680937962
2025-06-16,125.13574810146007
2025-06-17,123.48483623861391
2025-06-18,123.0685232785883
2025-06-19,123.81564824950945
2025-06-20,125.00399847585051
2025-06-23,124.8813122448426
2025-06-24,124.96352536874097
2025-06-25,124.75250056737026
2025-06-26,125.28797131317675
2025-06-27,125.28862182688387
2025-06-30,123.58885636257844
2025-07-01,124.1805986828582
2025-07-02,123.9386025074169
2025-07-03,123.4700524926063
2025-07-04,125.46301760951033
2025-07-07,124.23554316653069
2025-07-08,126.38681571622993
2025-07-09,126.31834857277684
2025-07-10,126.49430483088133
2025-07-11,125.21502567235065
2025-07-14,126.0465785291586
2025-07-15,126.54879889973995
2025-07-16,127.21276527162256
2025-07-17,128.76442442394563
2025-07-18,130.5131518050326
2025-07-21,131.42365820079723
2025-07-22,135.14416301664477
2025-07-23,135.41979229473796
2025-07-24,133.41820905987538
2025-07-25,132.1416529312217
2025-07-28,133.85425331513326
2025-07-29,132.10619689504898
2025-07-30,134.18063932740966
2025-07-31,133.45409575725105
2025-08-01,134.4484647828317
2025-08-04,137.22450405485594
2025-08-05,139.84688371852457
2025-08-06,141.17922530400614
2025-08-07,141.67518693799838
2025-08-08,141.74704827196615
2025-08-11,141.84691229418277
2025-08-12,140.5949113756368
2025-08-13,140.3268112733323
2025-08-14,138.71334121397888
2025-08-15,136.74014985549806
2025-08-18,137.02470593613057
2025-08-19,137.9504791357678
2025-08-20,139.03400195956917
2025-08-21,141.73354351938804
2025-08-22,140.3064243735665
2025-08-25,141.9986579854177
2025-08-26,138.657175096465
2025-08-27,136.3421589820519
2025-08-28,136.74761613462843
2025-08-29,138.00118895335888
2025-09-01,137.99796813341865
2025-09-02,140.34415948702457
2025-09-03,142.55521465712363
2025-09-04,145.0051521162365
2025-09-05,145.13917391064015
2025-09-08,146.36923671469467
2025-09-09,146.46133104805176
2025-09-10,148.24607719027185
2025-09-11,150.5200546350491
2025-09-12,148.50215336265256
2025-09-15,147.47734307156483
2025-09-16,146.43783269491016
2025-09-17,146.0685465923803
2025-09-18,146.73893690803342
2025-09-19,146.4348059914193
2025-09-22,145.92236768035315
2025-09-23,144.9318756168133
2025-09-24,144.56600859891827
2025-09-25,145.96588162107517
2025-09-26,149.54636580861094
2025-09-29,148.7696677643235
2025-09-30,148.29171216745166
2025-10-01,146.4573078021445
2025-10-02,149.05124431291867
2025-10-03,147.8801199514333
2025-10-06,144.52721966684197
2025-10-07,141.31459302521924
2025-10-08,143.01720148853133
2025-10-09,146.91759843636058
2025-10-10,145.02246899480966
2025-10-13,142.38377667089645
2025-10-14,139.01794270109744
2025-10-15,138.51685557775417
2025-10-16,138.33139426790558
2025-10-17,138.70087594198583
2025-10-20,139.99055664956245
2025-10-21,139.34350419045433
2025-10-22,139.87805160146348
2025-10-23,138.68507907265547
2025-10-24,139.10368906624825
2025-10-27,139.47072821624354
2025-10-28,142.23421177868377
2025-10-29,141.79088941228702
2025-10-30,143.15609639426475
2025-10-31,141.01529606933207
2025-11-03,142.88589546564947
2025-11-04,141.6667975757612
2025-11-05,142.38365090232
2025-11-06,143.2077438458821
2025-11-07,144.59940295582768
2025-11-10,145.2129357164467
2025-11-11,143.9662375144349
2025-11-12,144.7119697075181
2025-11-13,147.9211695183916
2025-11-14,150.60440413529918
2025-11-17,152.022378396361
2025-11-18,150.05785175954748
2025-11-19,151.58106596797057
2025-11-20,149.2709579801477
2025-11-21,148.587630135675
2025-11-24,146.44235694609208
2025-11-25,146.02549028094947
2025-11-26,144.40313656796124
2025-11-27,144.63478551750444
2025-11-28,142.20502655869333
2025-12-01,141.75777466235365
2025-12-02,140.28453842585725
2025-12-03,140.2100054765067
2025-12-04,139.22530992062016
2025-12-05,137.79484146885272
2025-12-08,138.69521588041147
2025-12-09,137.64299004774844
2025-12-10,137.60201083095515
2025-12-11,135.93117516110223
2025-12-12,135.40967349742147
2025-12-15,134.62457599388324
2025-12-16,134.85876437317498
2025-12-17,134.14925742310456
2025-12-18,131.71651056641142
2025-12-19,129.34331125900928
2025-12-22,129.06630858864946
2025-12-23,131.48344720173324
2025-12-24,132.32410288999716
2025-12-25,131.57066801409198
2025-12-26,133.8079281029024
2025-12-29,134.5557956536371
2025-12-30,133.12155687214948
2025-12-31,134.41899886531525
2026-01-01,133.41566172111374
2026-01-02,133.55608152400828
2026-01-05,134.59384711243376
2026-01-06,135.7067467741779
2026-01-07,136.6766609176806
2026-01-08,137.128275765046
2026-01-09,138.8260978119022
2026-01-12,138.6252065521765
2026-01-13,137.54564654640888
2026-01-14,137.49108828789312
2026-01-15,137.3801424698677
2026-01-16,140.28916923556574
2026-01-19,139.52955278106492
2026-01-20,137.6899149920654
2026-01-21,136.36428883497703
2026-01-22,137.87226158103948
2026-01-23,137.5617370563547
2026-01-26,135.71599432474852
2026-01-27,134.9528364923328
2026-01-28,134.33684602982714
2026-01-29,136.46504054485305
2026-01-30,137.37295497903952
2026-02-02,140.56332162455868
2026-02-03,139.28077978473036
2026-02-04,139.62607333979463
2026-02-05,138.95632042722434
2026-02-06,139.57843637078744
2026-02-09,139.56125495481425
2026-02-10,140.28007849509274
2026-02-11,138.9628724561657
2026-02-12,139.62934116481676
2026-02-13,143.19564709062
2026-02-16,144.47671517014584
2026-02-17,142.71868005274592
2026-02-18,143.17951342917883
2026-02-19,141.5348968678887
2026-02-20,142.42587314818607
2026-02-23,143.34582066078823
2026-02-24,143.31423239411046
2026-02-25,145.10085262204035
2026-02-26,143.8248433087862
2026-02-27,145.06152920684832
2026-03-02,144.74003131673848
2026-03-03,145.82139383383725
2026-03-04,143.9109243564164
2026-03-05,142.78031622869165
2026-03-06,145.50393153958925
2026-03-09,145.81335479357654
2026-03-10,147.81910796000466
2026-03-11,147.76753629803477
2026-03-12,147.31482391831562
2026-03-13,146.9391784364676
2026-03-16,146.22623556052505
2026-03-17,147.68218095297883
2026-03-18,148.76838430159654
2026-03-19,146.6005099752642
2026-03-20,144.46948470869708
2026-03-23,143.0595268107279
2026-03-24,143.92246620029667
2026-03-25,143.57227395622076
2026-03-26,143.87200747314995
2026-03-27,146.52080412772045
2026-03-30,145.341535505069
2026-03-31,144.44039825435914
2026-04-01,142.46575593108508
2026-04-02,145.61384816300688
2026-04-03,148.2156166076097
2026-04-06,146.21844907819772
2026-04-07,146.0937109906331
2026-04-08,147.61859288852804
2026-04-09,147.89510641534233
2026-04-10,145.6271252718862
2026-04-13,147.08927689985424
2026-04-14,146.02550006285838
2026-04-15,145.60177060366243
2026-04-16,144.5943589704901
2026-04-17,143.19216954926398
2026-04-20,142.30475746127337
