,IWR
2025-01-20,212.903814817657
2025-01-21,211.46089889085152
2025-01-22,214.80964211002168
2025-01-23,217.27457385988114
2025-01-24,221.4909831308437
2025-01-27,223.9985981551568
2025-01-28,222.0552704500268
2025-01-29,219.6453454368513
2025-01-30,220.16085403701823
2025-01-31,222.72899556269635
2025-02-03,218.9580306070689
2025-02-04,223.33182699841663
2025-02-05,222.56048046644054
2025-02-06,221.76514196085625
2025-02-07,222.0754496221565
2025-02-10,219.69801691812788
2025-02-11,217.64766457670422
2025-02-12,217.2169734698363
2025-02-13,217.61641963338843
2025-02-14,214.68064167831596
2025-02-17,216.05855070818097
2025-02-18,217.4325683795968
2025-02-19,212.1874871210403
2025-02-20,214.41971003057407
2025-02-21,218.29604738734528
2025-02-24,218.59419663721437
2025-02-25,217.01830967058493
2025-02-26,215.8576804292006
2025-02-27,206.56633957930288
2025-02-28,208.0688042335059
2025-03-03,210.41490866825674
2025-03-04,210.58338928161268
2025-03-05,208.7036654162972
2025-03-06,206.1087767050851
2025-03-07,205.8425743198565
2025-03-10,204.49749445043227
2025-03-11,204.38663559314983
2025-03-12,203.72967468765557
2025-03-13,202.36420106168933
2025-03-14,201.39345888890108
2025-03-17,204.19376383223457
2025-03-18,203.98827077790364
2025-03-19,201.43941734703142
2025-03-20,203.7431734730135
2025-03-21,207.45342864593232
2025-03-24,207.75765215449616
2025-03-25,205.42288044337948
2025-03-26,207.83350294878892
2025-03-27,203.8292507539305
2025-03-28,200.73073404967988
2025-03-31,200.0430579103815
2025-04-01,199.61534538189844
2025-04-02,197.49891075143512
2025-04-03,193.5065724063284
2025-04-04,197.87088273854135
2025-04-07,199.38544054275434
2025-04-08,201.0251915658463
2025-04-09,198.0950249286293
2025-04-10,197.7430333262411
2025-04-11,195.5680910281809
2025-04-14,197.67946667655545
2025-04-15,194.55530873735015
2025-04-16,193.692627211677
2025-04-17,193.64745125032405
2025-04-18,191.40796105698303
2025-04-21,194.65517069294805
2025-04-22,194.40443083221373
2025-04-23,189.25484923182913
2025-04-24,187.53311803438885
2025-04-25,191.87753092683587
2025-04-28,191.7678755289161
2025-04-29,197.80598260630126
2025-04-30,194.96419183310886
2025-05-01,198.79721874153665
2025-05-02,200.96335173336243
2025-05-05,201.31827766376503
2025-05-06,201.5471914566929
2025-05-07,199.38501313952915
2025-05-08,203.3898298587233
2025-05-09,204.91729923530374
2025-05-12,202.1251998968746
2025-05-13,200.23054039633573
2025-05-14,200.6374387895123
2025-05-15,200.48883580576512
2025-05-16,201.10816455118618
2025-05-19,202.778175457482
2025-05-20,203.46540389419192
2025-05-21,203.0408993433118
2025-05-22,204.79433475014147
2025-05-23,204.5865674813992
2025-05-26,204.20196172322642
2025-05-27,208.70396123765192
2025-05-28,206.10829119925054
2025-05-29,203.84702220139536
2025-05-30,201.40946097883142
2025-06-02,197.29657189349047
2025-06-03,194.0453786348311
2025-06-04,195.52889751758445
2025-06-05,197.15765459538193
2025-06-06,191.63589096105454
2025-06-09,196.31796935999265
2025-06-10,196.80027201830967
2025-06-11,198.959650370984
2025-06-12,197.5655448801183
2025-06-13,196.6275573110922
2025-06-16,201.53785986927483
2025-06-17,200.3132209867009
2025-06-18,200.2314942077316
2025-06-19,197.36338637173498
2025-06-20,195.863512890029
2025-06-23,197.57505835464116
2025-06-24,196.43852011923548
2025-06-25,196.3888929226383
2025-06-26,199.0060508203558
2025-06-27,201.7456524923844
2025-06-30,200.2356660904024
2025-07-01,200.66478082632116
2025-07-02,198.044290998646
2025-07-03,198.46854540026519
2025-07-04,197.4380843820058
2025-07-07,200.49412178964184
2025-07-08,198.82624089829878
2025-07-09,198.4604949036544
2025-07-10,199.20976526658595
2025-07-11,199.4454116068518
2025-07-14,198.3044258462274
2025-07-15,193.6690648717205
2025-07-16,191.20603845182788
2025-07-17,194.29902607876403
2025-07-18,193.9549869123356
2025-07-21,192.8051726815721
2025-07-22,190.53784363826557
2025-07-23,187.43282632953205
2025-07-24,188.60203779746928
2025-07-25,187.80925704748765
2025-07-28,188.51151524774627
2025-07-29,190.53411477271004
2025-07-30,191.6045429989101
2025-07-31,187.33965056127383
2025-08-01,187.11081630033974
2025-08-04,187.82570461420943
2025-08-05,188.33204606522727
2025-08-06,190.71348595388724
2025-08-07,189.46160657570954
2025-08-08,190.91377172980995
2025-08-11,191.440693983671
2025-08-12,187.56371655402586
2025-08-13,190.0719411367451
2025-08-14,191.6707427947693
2025-08-15,189.086988566068
2025-08-18,185.14456143764406
2025-08-19,183.63075992311647
2025-08-20,185.14695659789245
2025-08-21,184.74361007269962
2025-08-22,184.67841996207693
2025-08-25,188.66788424986964
2025-08-26,186.50145022566028
2025-08-27,185.61344521465784
2025-08-28,183.6914285209088
2025-08-29,182.59716257108013
2025-09-01,186.50765095222778
2025-09-02,187.98380627566468
2025-09-03,188.72571696936552
2025-09-04,189.3703949949122
2025-09-05,186.3643480903769
2025-09-08,185.92756460333547
2025-09-09,181.72791976499624
2025-09-10,184.69787965506006
2025-09-11,184.26236550229584
2025-09-12,182.85813662757886
2025-09-15,182.89746269775014
2025-09-16,181.506244585576
2025-09-17,183.40845086136466
2025-09-18,183.83011331951786
2025-09-19,185.41446570535166
2025-09-22,186.22141252052253
2025-09-23,185.98172555252395
2025-09-24,186.25318075080872
2025-09-25,190.14017700145578
2025-09-26,195.937454130428
2025-09-29,196.25875096277247
2025-09-30,198.30847318112902
2025-10-01,198.29699972341425
2025-10-02,196.316475375277
2025-10-03,192.9345489558328
2025-10-06,193.94519403702262
2025-10-07,192.81026444647148
2025-10-08,195.62700758983243
2025-10-09,196.79463776989718
2025-10-10,195.6762100840559
2025-10-13,194.59328539351196
2025-10-14,194.5379418050334
2025-10-15,195.6654824488403
2025-10-16,196.65843234867705
2025-10-17,197.88200196830118
2025-10-20,199.41974409009237
2025-10-21,199.20774389334315
2025-10-22,198.91967436883832
2025-10-23,199.148943606415
2025-10-24,197.88335608085856
2025-10-27,201.02344952238428
2025-10-28,203.84123327994743
2025-10-29,204.03760097069195
2025-10-30,209.85237374715746
2025-10-31,211.5315604645302
2025-11-03,207.96094130710316
2025-11-04,209.9681249834142
2025-11-05,212.53645425891983
2025-11-06,212.5339572867654
2025-11-07,214.2539977750713
2025-11-10,214.65198704608994
2025-11-11,212.5759012224458
2025-11-12,209.71406037674703
2025-11-13,211.0248878038359
2025-11-14,212.88718751063675
2025-11-17,217.12948084393443
2025-11-18,212.94404209560702
2025-11-19,212.18218917998067
2025-11-20,209.94451529973736
2025-11-21,212.24835957996336
2025-11-24,210.70380328455545
2025-11-25,209.34102412823478
2025-11-26,208.48382318410304
2025-11-27,207.42859647908617
2025-11-28,214.11858769140792
2025-12-01,211.88927222765014
2025-12-02,211.96637729951902
2025-12-03,211.0559071772665
2025-12-04,210.2391382518372
2025-12-05,211.13940164850203
2025-12-08,215.4711009688611
2025-12-09,212.38018085664265
2025-12-10,216.75591924286067
2025-12-11,219.77170702872903
2025-12-12,221.801441298962
2025-12-15,225.81124405782202
2025-12-16,224.97533509927007
2025-12-17,224.06927575479722
2025-12-18,221.604624106442
2025-12-19,221.81875025648546
2025-12-22,225.55428801458405
2025-12-23,229.61376185358867
2025-12-24,227.22916107838276
2025-12-25,225.64016043351694
2025-12-26,230.8177791678469
2025-12-29,233.71202217643727
2025-12-30,236.21867349173735
2025-12-31,238.2170299387675
2026-01-01,234.944281630583
2026-01-02,230.69098229278157
2026-01-05,231.42958143442226
2026-01-06,234.0737922676991
2026-01-07,238.47201141375868
2026-01-08,246.52274451581536
2026-01-09,245.0654639986735
2026-01-12,240.42957532810254
2026-01-13,241.51917294657957
2026-01-14,239.76863856674208
2026-01-15,245.03970057974115
2026-01-16,241.3711097141797
2026-01-19,237.52741526111564
2026-01-20,233.84940204515482
2026-01-21,233.2899307492886
2026-01-22,232.76112726217076
2026-01-23,229.9539758108841
2026-01-26,228.26076113439478
2026-01-27,224.55642406452978
2026-01-28,225.77449361420102
2026-01-29,227.18474318695755
2026-01-30,223.50235871132745
2026-02-02,225.9769619986519
2026-02-03,223.16555325699565
2026-02-04,220.1491857564973
2026-02-05,223.13957347590915
2026-02-06,219.88203922729986
2026-02-09,221.5238931257846
2026-02-10,217.48517651720474
2026-02-11,220.08379298930527
2026-02-12,225.97238021785796
2026-02-13,221.74195168800023
2026-02-16,219.39145816131145
2026-02-17,220.8352108023037
2026-02-18,221.51715277146468
2026-02-19,225.71025290447602
2026-02-20,230.7345690539485
2026-02-23,228.81131010224664
2026-02-24,236.5715563004438
2026-02-25,234.81765219562587
2026-02-26,229.49021506400865
2026-02-27,223.99702210427978
2026-03-02,222.00095497524268
2026-03-03,221.843713987703
2026-03-04,223.99368671940124
2026-03-05,224.49726507859546
2026-03-06,222.49225724058746
2026-03-09,221.84716950266
2026-03-10,219.824040134963
2026-03-11,220.1463037216691
2026-03-12,222.7506388238596
2026-03-13,222.01498031345804
2026-03-16,223.0152422250254
2026-03-17,224.12522316669933
2026-03-18,226.2087392398476
2026-03-19,225.62056815014353
2026-03-20,225.26870764774364
2026-03-23,222.53800577981383
2026-03-24,222.99801732643422
2026-03-25,222.08400936094733
2026-03-26,224.0971267981903
2026-03-27,225.42345089459116
2026-03-30,228.24650829497693
2026-03-31,225.32994793577407
2026-04-01,222.87818132018336
2026-04-02,223.07303039835205
2026-04-03,217.9918091672699
2026-04-06,217.33175299998342
2026-04-07,220.94617248417276
2026-04-08,214.69680954250978
2026-04-09,210.89478628026973
2026-04-10,212.46103388187842
2026-04-13,214.34491518646453
2026-04-14,214.59283857826762
2026-04-15,213.00495387725832
2026-04-16,213.4790630795339
2026-04-17,217.65792925929276
2026-04-20,221.44470819581807
