,SCHH
2025-01-20,215.49878730273394
2025-01-21,215.1766273123253
2025-01-22,213.93699973788333
2025-01-23,212.14406125899137
2025-01-24,212.5827257530694
2025-01-27,213.3701265883712
2025-01-28,213.4958603848462
2025-01-29,212.99101425458758
2025-01-30,211.1498952602348
2025-01-31,211.26560223190785
2025-02-03,205.4612958626299
2025-02-04,203.70790788687304
2025-02-05,203.28883235309902
2025-02-06,205.7184507605676
2025-02-07,205.18756829706345
2025-02-10,207.3977736316659
2025-02-11,208.84419117047378
2025-02-12,206.3058874558389
2025-02-13,204.32661015361552
2025-02-14,208.95926388896643
2025-02-17,207.08609756456974
2025-02-18,208.98809643059195
2025-02-19,211.0765258816322
2025-02-20,213.19140928145924
2025-02-21,216.56124071505985
2025-02-24,216.9491239440953
2025-02-25,213.4168568896933
2025-02-26,207.98565902568296
2025-02-27,205.16382402766817
2025-02-28,203.50326872423338
2025-03-03,201.59850558208885
2025-03-04,203.12329853557952
2025-03-05,205.87106545199546
2025-03-06,206.82736081255447
2025-03-07,199.3480700665975
2025-03-10,198.3229738085989
2025-03-11,197.036881378175
2025-03-12,197.99674965326523
2025-03-13,194.5089479154947
2025-03-14,190.4105921077793
2025-03-17,190.549339592766
2025-03-18,188.78202566715743
2025-03-19,190.57414773813406
2025-03-20,190.5985081843487
2025-03-21,187.4693218852026
2025-03-24,190.00356535236952
2025-03-25,193.16631526818043
2025-03-26,192.97723725297226
2025-03-27,193.39886502020224
2025-03-28,190.60997981029556
2025-03-31,189.919186031578
2025-04-01,192.19863805068363
2025-04-02,192.63118836288194
2025-04-03,194.86679117008524
2025-04-04,193.37211122219009
2025-04-07,191.923357338394
2025-04-08,186.97718851995543
2025-04-09,185.75057953968954
2025-04-10,186.77733494013643
2025-04-11,187.51747873838275
2025-04-14,183.42112884325505
2025-04-15,183.01208717576841
2025-04-16,182.10377123323042
2025-04-17,180.70136830992388
2025-04-18,180.5959360291118
2025-04-21,178.89790092460967
2025-04-22,177.4204003564798
2025-04-23,177.64472608929148
2025-04-24,176.70721603209475
2025-04-25,180.56768782634938
2025-04-28,183.37807840619925
2025-04-29,183.50023163263168
2025-04-30,181.770420893449
2025-05-01,181.4350528992061
2025-05-02,182.42200974516308
2025-05-05,184.86077861249612
2025-05-06,188.77134429799588
2025-05-07,190.09269442616312
2025-05-08,187.23275982161104
2025-05-09,182.81936910538354
2025-05-12,182.37012665931016
2025-05-13,179.9672968058767
2025-05-14,184.4375822615399
2025-05-15,184.44663722662423
2025-05-16,185.3722933624249
2025-05-19,183.0626975842807
2025-05-20,184.71027279744425
2025-05-21,185.39982383389065
2025-05-22,190.75908409698852
2025-05-23,190.62876166637395
2025-05-26,190.30111371550896
2025-05-27,189.58348118280475
2025-05-28,192.76814053381776
2025-05-29,195.5958142656489
2025-05-30,198.94926227762352
2025-06-02,198.77448693558287
2025-06-03,199.71586031918207
2025-06-04,195.5773512050976
2025-06-05,196.1333390743351
2025-06-06,196.23045875378494
2025-06-09,198.97615378229466
2025-06-10,197.6127325516493
2025-06-11,196.17785350625428
2025-06-12,196.82152843659043
2025-06-13,199.64364696508727
2025-06-16,195.53190542092958
2025-06-17,194.84459773614716
2025-06-18,193.22643900179094
2025-06-19,193.66006478116904
2025-06-20,191.99652221208657
2025-06-23,191.16115096963648
2025-06-24,191.41193302673415
2025-06-25,189.46477850089863
2025-06-26,193.10476453346035
2025-06-27,196.61789702875274
2025-06-30,195.76339341973005
2025-07-01,196.8510875149968
2025-07-02,198.08829166539078
2025-07-03,201.33825974025365
2025-07-04,201.8766710183638
2025-07-07,201.99149252634635
2025-07-08,201.86322232899064
2025-07-09,201.65052953510997
2025-07-10,207.1162428315662
2025-07-11,204.98662978321485
2025-07-14,207.39087030245446
2025-07-15,209.6664866452434
2025-07-16,212.28091657304287
2025-07-17,214.12862222223032
2025-07-18,216.1480256190853
2025-07-21,219.20905543563083
2025-07-22,220.13155359049367
2025-07-23,222.73129920119567
2025-07-24,220.8160785548118
2025-07-25,217.04181026652708
2025-07-28,215.21077960763554
2025-07-29,213.69960704959254
2025-07-30,210.822392635197
2025-07-31,208.29771947155245
2025-08-01,205.0714219029462
2025-08-04,202.4781925992977
2025-08-05,204.30410845400866
2025-08-06,202.00617718604167
2025-08-07,200.86363210840386
2025-08-08,202.50383402241195
2025-08-11,204.6004151670581
2025-08-12,203.8535406146824
2025-08-13,203.08039980181536
2025-08-14,203.73462929894276
2025-08-15,203.57954302779007
2025-08-18,202.4449729129784
2025-08-19,199.24644152634255
2025-08-20,201.41143409783066
2025-08-21,203.95270255497576
2025-08-22,205.819995744751
2025-08-25,203.73171117238104
2025-08-26,200.88713640388863
2025-08-27,201.17884543092316
2025-08-28,203.98502026022433
2025-08-29,205.20559693624762
2025-09-01,207.48473592338618
2025-09-02,208.90871025085082
2025-09-03,208.6006424171507
2025-09-04,209.22164201640214
2025-09-05,208.38387313835725
2025-09-08,209.06753093195906
2025-09-09,211.17242009002393
2025-09-10,212.64513632344446
2025-09-11,215.81496115921283
2025-09-12,217.8957087345338
2025-09-15,217.97840092455974
2025-09-16,218.6816413125403
2025-09-17,210.23896480597296
2025-09-18,206.52067385603843
2025-09-19,209.10596206967384
2025-09-22,208.94607441470617
2025-09-23,209.38365499006613
2025-09-24,211.3279026761107
2025-09-25,206.8627147432558
2025-09-26,208.96858127523456
2025-09-29,208.5480080762111
2025-09-30,208.55535213452748
2025-10-01,212.45581512137187
2025-10-02,209.7415174338534
2025-10-03,208.98535399290222
2025-10-06,208.60723351168213
2025-10-07,209.92498729480383
2025-10-08,208.70334136751302
2025-10-09,206.20327953956058
2025-10-10,208.04468090805256
2025-10-13,205.58748754334007
2025-10-14,206.26031313490554
2025-10-15,209.11534811881634
2025-10-16,207.07180041336542
2025-10-17,206.26238188496404
2025-10-20,206.78866116026825
2025-10-21,203.60569666170485
2025-10-22,203.2988203379058
2025-10-23,202.15988112095093
2025-10-24,201.02095186500014
2025-10-27,203.56929612504118
2025-10-28,202.86346638469035
2025-10-29,203.69818379958252
2025-10-30,204.80218524583626
2025-10-31,204.14603159736168
2025-11-03,204.22656344671694
2025-11-04,207.18566639749483
2025-11-05,206.1723133965484
2025-11-06,205.55966010532703
2025-11-07,207.49632391339233
2025-11-10,208.67149062176495
2025-11-11,210.11224235285192
2025-11-12,207.94573195156326
2025-11-13,210.87969134479835
2025-11-14,209.01497042152576
2025-11-17,206.3597542528305
2025-11-18,209.11406888996774
2025-11-19,206.64893174408186
2025-11-20,202.5222103803276
2025-11-21,204.97297755596318
2025-11-24,204.1501636177441
2025-11-25,207.38562067340888
2025-11-26,209.55832157230643
2025-11-27,211.52285379760175
2025-11-28,214.31695335128268
2025-12-01,215.88218455848872
2025-12-02,213.98337875521634
2025-12-03,212.26523072075815
2025-12-04,214.5081523764908
2025-12-05,213.92606504762227
2025-12-08,212.68423485710676
2025-12-09,211.60571266772504
2025-12-10,212.14097059311237
2025-12-11,212.66713223048123
2025-12-12,212.64177046176434
2025-12-15,212.4774370955619
2025-12-16,209.33024796880684
2025-12-17,207.47629748552913
2025-12-18,206.79947143473586
2025-12-19,207.58745493708068
2025-12-22,209.98266878819436
2025-12-23,211.5907230052151
2025-12-24,211.41544348631763
2025-12-25,212.77367964890072
2025-12-26,208.15973038720466
2025-12-29,209.84053764157392
2025-12-30,216.9124971445522
2025-12-31,216.60336335953906
2026-01-01,214.11146202830162
2026-01-02,213.5396417942318
2026-01-05,217.15974327992242
2026-01-06,219.707041588778
2026-01-07,219.64138510062284
2026-01-08,221.3781056817313
2026-01-09,225.4008520635295
2026-01-12,224.44554159075741
2026-01-13,227.8940485032395
2026-01-14,220.10121278956288
2026-01-15,218.29133726151744
2026-01-16,220.41096387790645
2026-01-19,218.64569266508704
2026-01-20,219.7228219227507
2026-01-21,223.15495107368582
2026-01-22,223.96439192762583
2026-01-23,224.23273855273527
2026-01-26,224.51274840276002
2026-01-27,230.17013771655482
2026-01-28,228.70142649860728
2026-01-29,228.25194607649183
2026-01-30,232.81868440862056
2026-02-02,233.65738010004722
2026-02-03,233.3698134190809
2026-02-04,234.06138258595828
2026-02-05,235.77544431302496
2026-02-06,236.60646577307324
2026-02-09,233.71385776024414
2026-02-10,238.50574906301466
2026-02-11,234.53942225609333
2026-02-12,236.8545676344467
2026-02-13,242.7956390778706
2026-02-16,244.8699079112321
2026-02-17,241.61402363599726
2026-02-18,241.76085709299483
2026-02-19,239.01717802872935
2026-02-20,238.87751365903273
2026-02-23,237.144153221737
2026-02-24,236.67145791003676
2026-02-25,241.23228615088584
2026-02-26,244.38699283430424
2026-02-27,248.34174539500378
2026-03-02,246.7493622991821
2026-03-03,248.41597896850794
2026-03-04,246.64194997083052
2026-03-05,244.73374801469632
2026-03-06,246.43473506125463
2026-03-09,244.33997222164027
2026-03-10,245.9746052437864
2026-03-11,242.31311854060937
2026-03-12,242.96771371965758
2026-03-13,246.88680838841714
2026-03-16,241.82222668735673
2026-03-17,240.69788431223492
2026-03-18,242.72750458950117
2026-03-19,242.02145591897028
2026-03-20,239.93362501855015
2026-03-23,242.09635712046241
2026-03-24,239.5294276254963
2026-03-25,243.21030682715406
2026-03-26,247.730041129647
2026-03-27,249.38354767296738
2026-03-30,251.3284590225978
2026-03-31,251.62427719046443
2026-04-01,255.4609343183274
2026-04-02,255.59109636732327
2026-04-03,258.63384322752177
2026-04-06,252.51359612531107
2026-04-07,252.53358374481206
2026-04-08,255.26180056827653
2026-04-09,250.73599579807748
2026-04-10,251.21306666668565
2026-04-13,246.83106026544417
2026-04-14,252.31140643779986
2026-04-15,250.25759648624845
2026-04-16,249.98024250883807
2026-04-17,243.20090324890083
2026-04-20,244.39582938197378
