,GLDM
2025-01-17,95.806640370718
2025-01-20,95.80944206518174
2025-01-21,94.89873077014593
2025-01-22,97.51070821392072
2025-01-23,97.19171394412461
2025-01-24,96.17148961935456
2025-01-27,96.60031397421976
2025-01-28,97.19738240769082
2025-01-29,96.72777500176805
2025-01-30,96.62569498011808
2025-01-31,97.15671220665044
2025-02-03,98.554803512798
2025-02-04,98.24518618675793
2025-02-05,97.51010124818174
2025-02-06,96.95105369625058
2025-02-07,95.96098089347873
2025-02-10,96.02038829836563
2025-02-11,93.97552468817474
2025-02-12,95.01189706225489
2025-02-13,93.97417783921878
2025-02-14,94.64480536955617
2025-02-17,96.00247667896924
2025-02-18,95.93466984535517
2025-02-19,95.88092205823442
2025-02-20,95.8176578332672
2025-02-21,96.1322636955515
2025-02-24,97.06773350827905
2025-02-25,96.65881723102115
2025-02-26,96.4542431667756
2025-02-27,96.51585462298581
2025-02-28,96.49029301268676
2025-03-03,94.74393854558943
2025-03-04,94.26267954160238
2025-03-05,94.68318827639015
2025-03-06,93.41965677050689
2025-03-07,93.3255083607798
2025-03-10,94.05294920958049
2025-03-11,92.24669955750011
2025-03-12,92.07366000612443
2025-03-13,93.21943814501483
2025-03-14,93.16130402914216
2025-03-17,93.0221446901115
2025-03-18,92.39703693217075
2025-03-19,93.13384562923972
2025-03-20,93.32288917436627
2025-03-21,91.99149159616314
2025-03-24,93.23222102124006
2025-03-25,93.32167102652295
2025-03-26,92.96778706805522
2025-03-27,94.05760292262245
2025-03-28,95.77931151265224
2025-03-31,95.46036106543552
2025-04-01,96.20302678642071
2025-04-02,95.55121851825746
2025-04-03,94.70654722822096
2025-04-04,93.6815476150542
2025-04-07,93.03510523080033
2025-04-08,92.96338348063775
2025-04-09,92.99869813149797
2025-04-10,93.87156664474169
2025-04-11,94.65051036404365
2025-04-14,94.84640824750427
2025-04-15,92.59837027370268
2025-04-16,91.83543449126714
2025-04-17,92.37370940090301
2025-04-18,92.19712317232634
2025-04-21,93.087268865419
2025-04-22,92.15679052166826
2025-04-23,91.657382661528
2025-04-24,90.57193614059922
2025-04-25,90.79511230099261
2025-04-28,89.34966377342292
2025-04-29,89.31387920545932
2025-04-30,89.33200167646125
2025-05-01,89.70223595456169
2025-05-02,89.12477632199828
2025-05-05,88.16047726095921
2025-05-06,88.80098147002727
2025-05-07,88.9098109227875
2025-05-08,88.62365044752818
2025-05-09,89.15615535656188
2025-05-12,88.53753463789538
2025-05-13,88.44354866486982
2025-05-14,87.59692662575297
2025-05-15,87.99808316807794
2025-05-16,87.94163518571504
2025-05-19,87.50008512896909
2025-05-20,86.68832625786527
2025-05-21,87.47589952163851
2025-05-22,87.64686816267073
2025-05-23,87.5159783866506
2025-05-26,87.20102293587362
2025-05-27,87.03452662929492
2025-05-28,86.85707967176138
2025-05-29,88.09964538277684
2025-05-30,89.1062864096395
2025-06-02,90.62638598646767
2025-06-03,90.27635673098798
2025-06-04,90.6215941771491
2025-06-05,91.299084811341
2025-06-06,90.16187523514535
2025-06-09,90.17286348181958
2025-06-10,88.63869175689446
2025-06-11,88.08919039982422
2025-06-12,88.6530216431493
2025-06-13,88.78578903438546
2025-06-16,89.56405170147437
2025-06-17,90.36146020841157
2025-06-18,90.60323851953048
2025-06-19,90.74851877807862
2025-06-20,91.30718763273337
2025-06-23,90.06833820990595
2025-06-24,89.34256245200281
2025-06-25,90.2933174373448
2025-06-26,91.62789852802986
2025-06-27,91.20925576457678
2025-06-30,90.58339664977896
2025-07-01,90.56794530438538
2025-07-02,91.07756268668601
2025-07-03,90.81706258248671
2025-07-04,90.17824188050024
2025-07-07,91.01310564278432
2025-07-08,90.35773765246118
2025-07-09,89.72118485000053
2025-07-10,90.06462778100686
2025-07-11,90.29293852627916
2025-07-14,93.59960209759424
2025-07-15,93.62685441729074
2025-07-16,93.36885000817902
2025-07-17,93.79092158626699
2025-07-18,94.40130157877243
2025-07-21,92.9901318580558
2025-07-22,92.56773863598221
2025-07-23,92.89150851265202
2025-07-24,92.80034317247132
2025-07-25,93.08140902630477
2025-07-28,93.98260563831904
2025-07-29,94.15414987346823
2025-07-30,94.06980106438739
2025-07-31,93.28747083411416
2025-08-01,93.70364125754276
2025-08-04,94.32416898108174
2025-08-05,94.32823757268051
2025-08-06,95.43898105550606
2025-08-07,94.7103592925099
2025-08-08,94.988349452597
2025-08-11,94.49479229059897
2025-08-12,93.71554740486583
2025-08-13,92.35404716755703
2025-08-14,92.56424098629753
2025-08-15,92.85617412871984
2025-08-18,92.22960637113864
2025-08-19,92.06411329508052
2025-08-20,91.26282348812553
2025-08-21,92.13845312946435
2025-08-22,93.22927993507595
2025-08-25,92.95317549053999
2025-08-26,93.55172057069477
2025-08-27,93.03800855022241
2025-08-28,94.30889244894853
2025-08-29,93.78541994360991
2025-09-01,94.22345519999409
2025-09-02,93.60939847832886
2025-09-03,94.15471708585301
2025-09-04,93.01578696835819
2025-09-05,92.57702046511156
2025-09-08,92.52316755386578
2025-09-09,92.5782608865588
2025-09-10,92.32440213141187
2025-09-11,92.94390093577452
2025-09-12,93.89049207447074
2025-09-15,94.34987595951864
2025-09-16,94.85162327583656
2025-09-17,95.85118590549696
2025-09-18,96.38740099432293
2025-09-19,94.6890208984459
2025-09-22,95.89597598235578
2025-09-23,96.37707981953618
2025-09-24,94.83083063060612
2025-09-25,95.3552642723445
2025-09-26,94.65855770274514
2025-09-29,96.71854707721718
2025-09-30,96.57700931563525
2025-10-01,96.85314971965043
2025-10-02,97.43151008187886
2025-10-03,96.92236126686328
2025-10-06,97.41935571034635
2025-10-07,98.33038546622448
2025-10-08,99.64414154144744
2025-10-09,100.89457822667933
2025-10-10,99.87383853756565
2025-10-13,100.03286228315827
2025-10-14,99.13874049738318
2025-10-15,100.11575002308469
2025-10-16,100.57889006908525
2025-10-17,100.69208188623332
2025-10-20,102.78986557555238
2025-10-21,103.30208125747336
2025-10-22,102.92285319689307
2025-10-23,102.06188555543659
2025-10-24,103.26422043543275
2025-10-27,103.76056432679795
2025-10-28,103.44690982989468
2025-10-29,101.63047632024318
2025-10-30,101.21457781950775
2025-10-31,100.20132942167832
2025-11-03,100.6652667190557
2025-11-04,100.46684744391534
2025-11-05,100.16642750695095
2025-11-06,101.26057384955212
2025-11-07,101.64840393674403
2025-11-10,102.4230264624923
2025-11-11,103.52287034433778
2025-11-12,103.1093391664978
2025-11-13,103.27013382676536
2025-11-14,103.01834671549364
2025-11-17,103.33249721449813
2025-11-18,103.37851499352217
2025-11-19,105.24339520597606
2025-11-20,107.37510404986654
2025-11-21,107.25627666043968
2025-11-24,106.91049955078404
2025-11-25,107.79292801495033
2025-11-26,107.94210792353098
2025-11-27,110.13843510267014
2025-11-28,109.83060958774912
2025-12-01,109.11265840648976
2025-12-02,110.14333217157666
2025-12-03,111.44076962119837
2025-12-04,110.7574248287698
2025-12-05,111.02570649156355
2025-12-08,110.02235171482995
2025-12-09,110.17282695857757
2025-12-10,108.94108590617793
2025-12-11,107.56856634603804
2025-12-12,107.01843163817244
2025-12-15,105.2248670311519
2025-12-16,104.0910162637386
2025-12-17,103.75111867218246
2025-12-18,104.54680298934076
2025-12-19,103.95774338422173
2025-12-22,103.75993686568312
2025-12-23,102.89424578176123
2025-12-24,104.38915578973503
2025-12-25,103.66917743848849
2025-12-26,104.29745325286734
2025-12-29,104.78940668414394
2025-12-30,103.78652309012631
2025-12-31,103.02944053162564
2026-01-01,101.5929975806187
2026-01-02,102.96618433834539
2026-01-05,102.19709956947382
2026-01-06,102.80824253033644
2026-01-07,102.65304557002783
2026-01-08,103.7378937126819
2026-01-09,103.46490245849951
2026-01-12,102.86636604454027
2026-01-13,101.42877442077042
2026-01-14,101.99822406091259
2026-01-15,103.27627538271106
2026-01-16,102.98003424978195
2026-01-19,101.53089751628748
2026-01-20,102.36995226605785
2026-01-21,101.71812192053144
2026-01-22,101.37678564172046
2026-01-23,101.40140789471421
2026-01-26,101.62238880857892
2026-01-27,101.94482690339916
2026-01-28,102.35042765625433
2026-01-29,104.69342207296195
2026-01-30,104.57811708868445
2026-02-02,106.4101476269604
2026-02-03,106.98537754052037
2026-02-04,106.04837047371664
2026-02-05,104.68888858406274
2026-02-06,105.28972078373269
2026-02-09,106.34081810280229
2026-02-10,107.34198282745517
2026-02-11,107.05605383800629
2026-02-12,107.18112957650065
2026-02-13,108.46267691461978
2026-02-16,107.23061643835234
2026-02-17,106.73375792546227
2026-02-18,105.26639094673695
2026-02-19,104.94970972056656
2026-02-20,106.19944874465641
2026-02-23,106.01435559197385
2026-02-24,106.08452323765223
2026-02-25,105.66831148978693
2026-02-26,104.78187780503222
2026-02-27,106.39900346329587
2026-03-02,106.36363551455726
2026-03-03,105.44445051722815
2026-03-04,105.53248734841219
2026-03-05,104.45458311505504
2026-03-06,105.5595087512446
2026-03-09,105.58062076487744
2026-03-10,104.60726667754807
2026-03-11,105.0631602516325
2026-03-12,104.98988194451064
2026-03-13,104.75269659771504
2026-03-16,104.77550132217381
2026-03-17,105.0572256524793
2026-03-18,105.22778996588791
2026-03-19,105.21084138101631
2026-03-20,104.65800263232217
2026-03-23,103.09368921215977
2026-03-24,103.34907220594751
2026-03-25,104.06715902980505
2026-03-26,103.62481872298113
2026-03-27,104.32396228818097
2026-03-30,104.04109059894692
2026-03-31,104.55484250485047
2026-04-01,103.68470347137064
2026-04-02,102.00992689625181
2026-04-03,102.05603917945271
2026-04-06,100.99980210603319
2026-04-07,101.47434331321301
2026-04-08,101.33514745669656
2026-04-09,101.63220326529316
2026-04-10,103.13441291116585
2026-04-13,103.31607697324354
2026-04-14,104.45467112771838
2026-04-15,102.6201691718546
2026-04-16,101.22416261468616
2026-04-17,101.50349006317711
2026-04-20,102.35025140901868
