,SPYV
2025-01-17,133.48152224264592
2025-01-20,134.29382337410726
2025-01-21,133.90250294446307
2025-01-22,133.7850999411463
2025-01-23,136.0514681089207
2025-01-24,137.39422291287536
2025-01-27,137.3274549584065
2025-01-28,136.1265777870099
2025-01-29,135.83999351635697
2025-01-30,139.5253970513959
2025-01-31,138.46557574818812
2025-02-03,138.31662658787795
2025-02-04,136.8220440305272
2025-02-05,134.8425632209417
2025-02-06,135.13087032964975
2025-02-07,135.35434659137871
2025-02-10,136.69453337306797
2025-02-11,138.97285998279477
2025-02-12,139.41430895689004
2025-02-13,137.7206150224002
2025-02-14,136.40590218798673
2025-02-17,134.2017679642906
2025-02-18,136.28047533090876
2025-02-19,137.10434343467864
2025-02-20,135.90345586840002
2025-02-21,135.27326818783604
2025-02-24,136.8951535399708
2025-02-25,138.2605846941501
2025-02-26,137.57953734401602
2025-02-27,136.2408337536212
2025-02-28,134.25512510561435
2025-03-03,135.73932413532432
2025-03-04,134.22207194942084
2025-03-05,134.74352019519492
2025-03-06,132.85871887088555
2025-03-07,134.83775969587225
2025-03-10,134.5541398405358
2025-03-11,135.11615778300057
2025-03-12,134.32879674598524
2025-03-13,133.16158906690993
2025-03-14,132.29900808600934
2025-03-17,130.53961270157353
2025-03-18,130.09279971111332
2025-03-19,130.24970865962888
2025-03-20,130.4899029446064
2025-03-21,130.62429987977288
2025-03-24,131.00169757190793
2025-03-25,131.76324518295354
2025-03-26,131.5685506156918
2025-03-27,131.97448490500634
2025-03-28,129.50371816809675
2025-03-31,131.07139266584363
2025-04-01,129.400130806126
2025-04-02,127.27167659650492
2025-04-03,124.36696015377724
2025-04-04,125.56489999879015
2025-04-07,123.81442380074161
2025-04-08,121.86923621057866
2025-04-09,122.24987934148521
2025-04-10,122.83816636531881
2025-04-11,122.48103375051502
2025-04-14,123.06206451807921
2025-04-15,124.61505240142668
2025-04-16,124.85874340058132
2025-04-17,124.73696528206202
2025-04-18,126.7967923227225
2025-04-21,126.05236948616614
2025-04-22,125.52185638761786
2025-04-23,126.03718451480319
2025-04-24,126.5079068686476
2025-04-25,126.66674158956488
2025-04-28,126.7935666716425
2025-04-29,129.46648164123917
2025-04-30,131.4585597274244
2025-05-01,132.7659805171707
2025-05-02,133.99996057735416
2025-05-05,133.0417098871388
2025-05-06,134.8611070599297
2025-05-07,136.22950318459866
2025-05-08,135.43337050632235
2025-05-09,134.96407618003528
2025-05-12,135.19535177474725
2025-05-13,135.57806821156254
2025-05-14,136.48899732864635
2025-05-15,135.8185875273905
2025-05-16,135.91392515104823
2025-05-19,134.53559133806056
2025-05-20,133.62929681194547
2025-05-21,135.22057638826863
2025-05-22,135.50259690493633
2025-05-23,135.39293866656092
2025-05-26,133.8447782118442
2025-05-27,132.12618005382436
2025-05-28,132.48350826756118
2025-05-29,134.26392979352664
2025-05-30,133.68705539955545
2025-06-02,135.52279789109772
2025-06-03,136.01604418170183
2025-06-04,136.88850778559137
2025-06-05,133.5198618573852
2025-06-06,133.9018261244772
2025-06-09,133.3852099712792
2025-06-10,132.75624899196643
2025-06-11,133.824400762837
2025-06-12,133.94107874570392
2025-06-13,135.05707918941957
2025-06-16,132.63400254006626
2025-06-17,133.00442949598127
2025-06-18,129.16704079718866
2025-06-19,128.42491566783792
2025-06-20,129.16652136083877
2025-06-23,129.70671031155982
2025-06-24,128.57719381277116
2025-06-25,128.93335965830275
2025-06-26,128.22931046442915
2025-06-27,127.26866346498102
2025-06-30,128.4317289048684
2025-07-01,128.84096899924117
2025-07-02,129.04073052885204
2025-07-03,128.66845265302112
2025-07-04,129.51255017033617
2025-07-07,128.1637318899974
2025-07-08,127.49823822946516
2025-07-09,127.11037238777165
2025-07-10,126.7435984676845
2025-07-11,125.49171591745541
2025-07-14,127.53788028033316
2025-07-15,128.00648564342453
2025-07-16,127.9521956851289
2025-07-17,128.25903736491054
2025-07-18,129.55777235232406
2025-07-21,129.42588149675498
2025-07-22,127.54413615553457
2025-07-23,127.14583266432295
2025-07-24,126.84599525045952
2025-07-25,129.29429146284969
2025-07-28,129.5251160696603
2025-07-29,130.3004588691846
2025-07-30,131.62174376417738
2025-07-31,132.5758727914364
2025-08-01,132.2169863421466
2025-08-04,133.483644785751
2025-08-05,133.6443279617471
2025-08-06,134.6534587734952
2025-08-07,133.75658162627084
2025-08-08,134.32452908239253
2025-08-11,133.371956786416
2025-08-12,134.36219150990877
2025-08-13,134.46562752883398
2025-08-14,135.6165717038355
2025-08-15,133.6592725576687
2025-08-18,133.9392674785358
2025-08-19,131.5358576090746
2025-08-20,132.48802844446726
2025-08-21,134.23552304848403
2025-08-22,132.856844351312
2025-08-25,136.9871620902541
2025-08-26,138.03678810845318
2025-08-27,139.26629353519928
2025-08-28,139.842317824877
2025-08-29,139.8051015040247
2025-09-01,136.43319674101377
2025-09-02,131.68068880546952
2025-09-03,131.1970543054208
2025-09-04,130.60755727102998
2025-09-05,130.901736053812
2025-09-08,131.0585601916271
2025-09-09,131.3002616768118
2025-09-10,131.10201325153642
2025-09-11,131.71728467251617
2025-09-12,131.13680878987415
2025-09-15,132.21895588761478
2025-09-16,133.63321755453356
2025-09-17,132.87202256355712
2025-09-18,134.5159496084888
2025-09-19,132.39202467863163
2025-09-22,132.72383925180148
2025-09-23,131.53274795373963
2025-09-24,130.60065789828812
2025-09-25,130.46809273071142
2025-09-26,131.49074818111845
2025-09-29,132.62231720489154
2025-09-30,131.44640681295218
2025-10-01,130.61256217898202
2025-10-02,132.7851607504729
2025-10-03,132.05512763423073
2025-10-06,131.45066024562243
2025-10-07,130.7712389890081
2025-10-08,132.89783365992167
2025-10-09,134.46988049268955
2025-10-10,134.1964618287149
2025-10-13,133.5530166774525
2025-10-14,136.4889988759775
2025-10-15,135.7720183694536
2025-10-16,136.6577394731054
2025-10-17,135.43300027101398
2025-10-20,134.05201281331284
2025-10-21,134.95521921019596
2025-10-22,135.05793712836876
2025-10-23,137.13335095524496
2025-10-24,138.44624103728867
2025-10-27,137.4373000129512
2025-10-28,134.6798151294332
2025-10-29,134.7389003977392
2025-10-30,133.13548804928237
2025-10-31,134.73894974003503
2025-11-03,134.03178172672244
2025-11-04,134.31873417292937
2025-11-05,134.6097648390962
2025-11-06,133.4969098643073
2025-11-07,134.02629370401286
2025-11-10,133.69792305480627
2025-11-11,135.0816178637782
2025-11-12,134.37745282995587
2025-11-13,134.19638919476856
2025-11-14,134.12919423943248
2025-11-17,132.45467629563922
2025-11-18,133.5469565739593
2025-11-19,131.63863849180782
2025-11-20,130.95379198182465
2025-11-21,129.2343085566381
2025-11-24,129.87648068259116
2025-11-25,128.13996882817418
2025-11-26,128.59045197139574
2025-11-27,128.02534039283938
2025-11-28,129.25077181508158
2025-12-01,128.66165957869075
2025-12-02,129.11626421425498
2025-12-03,128.95197882860293
2025-12-04,129.4644239824586
2025-12-05,126.52446998047147
2025-12-08,124.6071946570739
2025-12-09,125.66046752807785
2025-12-10,125.16522852835944
2025-12-11,126.25372853840577
2025-12-12,125.35796486279244
2025-12-15,125.51796962169266
2025-12-16,124.16902664141625
2025-12-17,123.31080741261782
2025-12-18,123.0444979711799
2025-12-19,121.71740803885297
2025-12-22,121.18777752618159
2025-12-23,122.31444199182917
2025-12-24,123.0994661430066
2025-12-25,123.20119369170142
2025-12-26,124.25278589752826
2025-12-29,123.50133096011379
2025-12-30,123.03618607839313
2025-12-31,124.1540208825058
2026-01-01,124.51234772640265
2026-01-02,123.63359810378087
2026-01-05,123.08803624258078
2026-01-06,125.10121551811571
2026-01-07,126.47809711370263
2026-01-08,126.41089981626202
2026-01-09,126.80863126622303
2026-01-12,127.4109514773436
2026-01-13,128.7758692120926
2026-01-14,130.2842036223424
2026-01-15,132.35939325928177
2026-01-16,133.6499362530502
2026-01-19,133.9341165147856
2026-01-20,134.71848952643123
2026-01-21,134.7526295599523
2026-01-22,135.10274683110387
2026-01-23,135.0900801407563
2026-01-26,132.50291992104275
2026-01-27,130.03285257724636
2026-01-28,131.3425229203687
2026-01-29,131.41078605038595
2026-01-30,131.08821258572232
2026-02-02,130.51236691547314
2026-02-03,134.02583111417772
2026-02-04,132.36389879996838
2026-02-05,131.92947328864787
2026-02-06,129.76952365575747
2026-02-09,128.90645762743455
2026-02-10,129.85771576875914
2026-02-11,130.73888756234763
2026-02-12,129.67574776438963
2026-02-13,129.12552606190707
2026-02-16,127.19747363165482
2026-02-17,128.83626103253224
2026-02-18,125.62821879796584
2026-02-19,126.58492940918514
2026-02-20,125.6414096639589
2026-02-23,127.21470287377834
2026-02-24,128.8966321417254
2026-02-25,131.3547088247445
2026-02-26,132.7702938348068
2026-02-27,132.22656989913625
2026-03-02,131.7247199222609
2026-03-03,131.18309615248893
2026-03-04,130.8271478018169
2026-03-05,132.30581268715662
2026-03-06,134.28537272326625
2026-03-09,134.60906873015907
2026-03-10,136.08918258040313
2026-03-11,138.9056798777898
2026-03-12,141.0288134969268
2026-03-13,140.28556378459726
2026-03-16,141.23841902368218
2026-03-17,139.275641596572
2026-03-18,139.75659006576913
2026-03-19,140.21456592675264
2026-03-20,139.53441238177135
2026-03-23,139.00103617579737
2026-03-24,139.99505625349354
2026-03-25,139.86497718063262
2026-03-26,139.92741928634666
2026-03-27,138.35806224319455
2026-03-30,139.07893718286957
2026-03-31,139.2264118719975
2026-04-01,139.05795006884944
2026-04-02,139.38449602346887
2026-04-03,137.7490447838542
2026-04-06,136.48764771313247
2026-04-07,139.1941001860091
2026-04-08,138.3294250691625
2026-04-09,138.6166970069692
2026-04-10,137.20856343785888
2026-04-13,133.4620054320066
2026-04-14,134.7792347685772
2026-04-15,134.36905086426734
2026-04-16,136.89600253482098
2026-04-17,136.25356927891622
2026-04-20,134.40460166341214
