,IEF
2025-01-17,127.62038891496756
2025-01-20,127.54828450156015
2025-01-21,127.63100638184939
2025-01-22,127.38143468508936
2025-01-23,127.7201723281841
2025-01-24,128.05693379504294
2025-01-27,128.02243715551936
2025-01-28,127.75814113916444
2025-01-29,127.66427188434233
2025-01-30,127.6230256647574
2025-01-31,127.79293875976893
2025-02-03,128.14879157173615
2025-02-04,128.25562682811622
2025-02-05,127.91824036535664
2025-02-06,127.73168176222856
2025-02-07,127.29166992418028
2025-02-10,127.76170525574086
2025-02-11,128.4206273957318
2025-02-12,128.95234193914013
2025-02-13,128.91553756467704
2025-02-14,128.49237888796983
2025-02-17,129.35001390190146
2025-02-18,129.33149638122137
2025-02-19,129.3398548226208
2025-02-20,129.26834860490334
2025-02-21,129.40884758122056
2025-02-24,129.25832718289635
2025-02-25,129.1172895982057
2025-02-26,129.19291390014882
2025-02-27,129.42489120877863
2025-02-28,128.81205394174964
2025-03-03,128.76473074025427
2025-03-04,129.27482756183005
2025-03-05,128.87238125877403
2025-03-06,128.18929006953647
2025-03-07,128.21399469780715
2025-03-10,128.70816611639438
2025-03-11,128.1156931943573
2025-03-12,128.46809466291728
2025-03-13,128.028168875273
2025-03-14,127.31623618834611
2025-03-17,127.84710714910842
2025-03-18,128.4659354021783
2025-03-19,128.89051786191567
2025-03-20,129.299087118075
2025-03-21,129.59620128768714
2025-03-24,128.86627009686677
2025-03-25,129.3016450417916
2025-03-26,128.88665317434257
2025-03-27,129.97101961553997
2025-03-28,129.32806981068563
2025-03-31,129.43943875244216
2025-04-01,129.47641584934462
2025-04-02,129.83680026730113
2025-04-03,130.33189168212013
2025-04-04,130.05280786316058
2025-04-07,130.4822878696938
2025-04-08,130.2543814419359
2025-04-09,130.72243416901932
2025-04-10,130.53439043729747
2025-04-11,131.1508351382578
2025-04-14,131.43169748939323
2025-04-15,130.94183050772457
2025-04-16,131.2874446179924
2025-04-17,131.17582757431677
2025-04-18,131.16271434380317
2025-04-21,131.42072166979375
2025-04-22,130.7417352296602
2025-04-23,131.52511766477028
2025-04-24,131.64615398570362
2025-04-25,132.0016060644982
2025-04-28,132.05350617681347
2025-04-29,133.5448765529307
2025-04-30,133.70450397708734
2025-05-01,133.57891587748344
2025-05-02,133.53745595568174
2025-05-05,133.23420912146005
2025-05-06,133.4297901541882
2025-05-07,133.84110670998476
2025-05-08,133.18793030287938
2025-05-09,132.3410403509421
2025-05-12,132.1630987000559
2025-05-13,132.15540147531996
2025-05-14,132.46664852191387
2025-05-15,132.11312225043133
2025-05-16,131.914300774193
2025-05-19,132.01552944225605
2025-05-20,131.52814464483131
2025-05-21,131.5853875207432
2025-05-22,132.41269459668536
2025-05-23,133.47191574545084
2025-05-26,132.5793762874337
2025-05-27,132.20417213902974
2025-05-28,131.85916723570926
2025-05-29,132.69308970801745
2025-05-30,132.2402902472059
2025-06-02,131.88604521349134
2025-06-03,130.53879180559798
2025-06-04,130.721729151134
2025-06-05,130.49832463511086
2025-06-06,130.12667762443203
2025-06-09,129.80858589290924
2025-06-10,129.60116623880648
2025-06-11,129.89707797776344
2025-06-12,129.32772208856048
2025-06-13,130.06363422283678
2025-06-16,130.46633277693797
2025-06-17,130.7483598460791
2025-06-18,130.99756297026536
2025-06-19,131.23109892710448
2025-06-20,130.63293806005515
2025-06-23,131.03723634323373
2025-06-24,131.10554137555098
2025-06-25,131.68006680358596
2025-06-26,131.08034101634132
2025-06-27,130.80434883983344
2025-06-30,131.05045751229284
2025-07-01,130.70289029511076
2025-07-02,130.50690630061402
2025-07-03,130.67079189775075
2025-07-04,131.22432341506774
2025-07-07,131.2327627293893
2025-07-08,131.47163200127974
2025-07-09,130.9697629061031
2025-07-10,130.9010017999669
2025-07-11,131.03775391471223
2025-07-14,129.91116410421674
2025-07-15,129.8444113991205
2025-07-16,130.05306764618157
2025-07-17,129.80366531116226
2025-07-18,129.2183664833085
2025-07-21,128.7284991174276
2025-07-22,129.1370295733294
2025-07-23,129.7417056450779
2025-07-24,129.69355678687302
2025-07-25,129.88901345831886
2025-07-28,129.89953743527428
2025-07-29,129.29951180265928
2025-07-30,129.18819287680276
2025-07-31,128.37061350775343
2025-08-01,128.1527025222478
2025-08-04,128.74952457352796
2025-08-05,128.43093134851043
2025-08-06,128.94304018919925
2025-08-07,128.79874742800405
2025-08-08,128.68555336240922
2025-08-11,128.39224748621695
2025-08-12,129.01082521392323
2025-08-13,128.71278290103396
2025-08-14,129.86756290310007
2025-08-15,129.4038494831481
2025-08-18,129.7300494327219
2025-08-19,129.6898645360515
2025-08-20,129.5106838053974
2025-08-21,129.16901460200762
2025-08-22,129.47593468792732
2025-08-25,129.03905651194438
2025-08-26,128.48767732410778
2025-08-27,128.1624758570933
2025-08-28,127.94828787175987
2025-08-29,127.94134800446972
2025-09-01,128.34307421106368
2025-09-02,128.53182363261772
2025-09-03,128.7982869747608
2025-09-04,129.61210110596932
2025-09-05,129.66163732392198
2025-09-08,130.16125963096445
2025-09-09,129.68944823270192
2025-09-10,130.02094972408537
2025-09-11,129.56162082497767
2025-09-12,129.60305886322638
2025-09-15,130.0144970814819
2025-09-16,129.95596255532524
2025-09-17,129.70534979396024
2025-09-18,129.30929284575913
2025-09-19,128.28337036294369
2025-09-22,128.94298185777131
2025-09-23,128.97012040522273
2025-09-24,128.60239720091568
2025-09-25,129.49292350807102
2025-09-26,129.23911893219406
2025-09-29,129.0821275625987
2025-09-30,129.24599761953203
2025-10-01,129.18173385882466
2025-10-02,129.57051227063886
2025-10-03,129.89088932792646
2025-10-06,130.57819045028117
2025-10-07,130.4894252343159
2025-10-08,129.5990577106755
2025-10-09,129.88395906245503
2025-10-10,129.966388544423
2025-10-13,131.1504197941695
2025-10-14,131.27110337546662
2025-10-15,131.35906087498356
2025-10-16,131.39535090087014
2025-10-17,131.55170565050702
2025-10-20,131.86821025974243
2025-10-21,131.48087320596414
2025-10-22,131.77257487577222
2025-10-23,132.09789377092406
2025-10-24,131.90134439532272
2025-10-27,131.00422087468192
2025-10-28,130.58810371076447
2025-10-29,130.33288744933148
2025-10-30,130.62966189899905
2025-10-31,130.82332844923906
2025-11-03,131.0300900465413
2025-11-04,131.309289121367
2025-11-05,131.96748583899515
2025-11-06,132.57692384398237
2025-11-07,132.63091222485028
2025-11-10,132.63119722731784
2025-11-11,132.89753951014615
2025-11-12,132.81495356622654
2025-11-13,133.28670004718418
2025-11-14,132.73188664432502
2025-11-17,133.22738802608347
2025-11-18,133.74220325561197
2025-11-19,133.70844744899097
2025-11-20,133.07726756205847
2025-11-21,133.5969401181454
2025-11-24,132.92255829709725
2025-11-25,133.909915570277
2025-11-26,133.53832372049496
2025-11-27,134.53080066576112
2025-11-28,134.5247072013098
2025-12-01,134.132989224697
2025-12-02,132.85238989077192
2025-12-03,132.7681194964124
2025-12-04,133.148892077635
2025-12-05,133.16951158706522
2025-12-08,133.2942343641687
2025-12-09,133.71921216352078
2025-12-10,133.54849240750295
2025-12-11,133.43651104166594
2025-12-12,133.343346845702
2025-12-15,134.3317718165828
2025-12-16,135.1387816003681
2025-12-17,135.84194598892608
2025-12-18,135.4707722027366
2025-12-19,136.5975053384332
2025-12-22,136.663118090906
2025-12-23,137.18228755807453
2025-12-24,137.5588749622327
2025-12-25,137.2752153529102
2025-12-26,136.37772940026375
2025-12-29,134.97758853883363
2025-12-30,135.23608364592582
2025-12-31,135.13525137134482
2026-01-01,135.36647059381508
2026-01-02,134.9529142375537
2026-01-05,134.90790956577848
2026-01-06,134.90151866762204
2026-01-07,134.89381888633508
2026-01-08,134.40567915901084
2026-01-09,133.86214843344345
2026-01-12,133.92210595707752
2026-01-13,133.85792878439324
2026-01-14,133.9844278761684
2026-01-15,134.71218381344363
2026-01-16,134.37804765967633
2026-01-19,134.59723916321477
2026-01-20,134.4913302509664
2026-01-21,134.43993792649715
2026-01-22,135.1836194580614
2026-01-23,135.2086648165634
2026-01-26,135.47111709534806
2026-01-27,134.6437677538648
2026-01-28,135.17773337149103
2026-01-29,135.10738307043312
2026-01-30,135.45631557452904
2026-02-02,135.44085644642516
2026-02-03,134.70175067624572
2026-02-04,134.8966230654269
2026-02-05,135.4380352455813
2026-02-06,135.30379211930926
2026-02-09,135.35368443688935
2026-02-10,134.9120397163768
2026-02-11,134.78168445243307
2026-02-12,134.44163226690688
2026-02-13,135.09838527076454
2026-02-16,133.9155462117038
2026-02-17,134.57743959586185
2026-02-18,133.66128558790325
2026-02-19,134.0966051910222
2026-02-20,133.58464848538148
2026-02-23,133.7172711489399
2026-02-24,134.1383403761319
2026-02-25,134.46243143628473
2026-02-26,134.68268512393848
2026-02-27,134.13423112017844
2026-03-02,134.81416095962484
2026-03-03,135.15066742810944
2026-03-04,134.46824265171136
2026-03-05,133.76645397796347
2026-03-06,133.66134507379488
2026-03-09,134.41406788432442
2026-03-10,133.93117807325189
2026-03-11,133.96401048296724
2026-03-12,133.79229321923378
2026-03-13,133.45959913924378
2026-03-16,133.86526603401026
2026-03-17,133.93058041827504
2026-03-18,134.20158732049285
2026-03-19,135.84159386244775
2026-03-20,136.09430057091686
2026-03-23,136.4449566341931
2026-03-24,136.62332693363004
2026-03-25,136.02637767158095
2026-03-26,136.0095365232805
2026-03-27,137.25515578501697
2026-03-30,136.8166547993957
2026-03-31,136.77194499698246
2026-04-01,136.4820708422262
2026-04-02,136.47326096044043
2026-04-03,136.96637307425104
2026-04-06,137.05958184729084
2026-04-07,138.11776674136578
2026-04-08,138.66033515559624
2026-04-09,138.49296231954636
2026-04-10,138.5230039134208
2026-04-13,138.63865869021348
2026-04-14,138.4884805351784
2026-04-15,138.17886113880442
2026-04-16,138.5058578341214
2026-04-17,138.91562165558574
2026-04-20,139.9099293051801
