,^SPX
2025-01-17,134.21868873000176
2025-01-20,134.02328504173002
2025-01-21,134.8243673522905
2025-01-22,135.40983894166666
2025-01-23,131.94610833635102
2025-01-24,131.7113981708629
2025-01-27,131.4986924950334
2025-01-28,133.51900598517184
2025-01-29,132.56717961504864
2025-01-30,131.19767124432548
2025-01-31,132.1956187906267
2025-02-03,133.15427675756868
2025-02-04,132.34332911568632
2025-02-05,130.26161498886125
2025-02-06,130.38016311649233
2025-02-07,130.6895473130512
2025-02-10,129.8175179347821
2025-02-11,127.94435332197243
2025-02-12,129.41895707109933
2025-02-13,129.52009617505743
2025-02-14,129.42737122394615
2025-02-17,129.27489782938196
2025-02-18,130.09552117698337
2025-02-19,130.1237987516631
2025-02-20,129.70375771133325
2025-02-21,129.84336698946908
2025-02-24,130.49835036410914
2025-02-25,130.24220583787255
2025-02-26,130.31487489695635
2025-02-27,130.21118415991307
2025-02-28,130.9665500919363
2025-03-03,130.3609532035834
2025-03-04,130.0368154709118
2025-03-05,128.69568607986764
2025-03-06,127.73285184942867
2025-03-07,127.78484637575711
2025-03-10,127.91391486062471
2025-03-11,126.7053864223449
2025-03-12,127.5177282652734
2025-03-13,127.3139716740531
2025-03-14,125.86880305021499
2025-03-17,124.54937085477582
2025-03-18,125.34529910297235
2025-03-19,125.78497728418618
2025-03-20,125.17509187413725
2025-03-21,125.12029529730897
2025-03-24,126.97915764966542
2025-03-25,127.9630627822695
2025-03-26,128.01854604813903
2025-03-27,127.10993947883749
2025-03-28,128.7984729850475
2025-03-31,127.0664553250844
2025-04-01,127.61885563762867
2025-04-02,127.82674036063617
2025-04-03,126.16001726377462
2025-04-04,128.99152135649382
2025-04-07,128.2163158488397
2025-04-08,129.30430272298787
2025-04-09,128.8553651941978
2025-04-10,128.15628937116196
2025-04-11,127.45673476539983
2025-04-14,128.43260422563688
2025-04-15,130.11445510085667
2025-04-16,130.38450013016387
2025-04-17,130.79290427734605
2025-04-18,131.1487049435839
2025-04-21,132.99939003947594
2025-04-22,131.4622256647288
2025-04-23,131.9177550667853
2025-04-24,132.870501655643
2025-04-25,135.1872888985196
2025-04-28,134.08874982329985
2025-04-29,133.47540399794514
2025-04-30,134.01808574729452
2025-05-01,135.49385431711255
2025-05-02,135.19013136810878
2025-05-05,136.2939947522946
2025-05-06,136.47314222408866
2025-05-07,137.61425875426303
2025-05-08,137.47813691237033
2025-05-09,136.85050484028056
2025-05-12,138.86025829747234
2025-05-13,139.24346281803383
2025-05-14,139.52145159991062
2025-05-15,137.999811761565
2025-05-16,137.07904089460973
2025-05-19,136.815259311266
2025-05-20,137.59422692130818
2025-05-21,140.5033738487046
2025-05-22,140.2564648351951
2025-05-23,139.05643882793996
2025-05-26,137.79978006731136
2025-05-27,139.1881367450825
2025-05-28,139.09060236418952
2025-05-29,137.99488278977054
2025-05-30,137.83254109416558
2025-06-02,139.4803102381142
2025-06-03,138.5965024035679
2025-06-04,139.79483004602616
2025-06-05,139.71168812948588
2025-06-06,138.64408412894096
2025-06-09,138.9016924569556
2025-06-10,139.07307463229895
2025-06-11,139.58246941281118
2025-06-12,140.5866405381906
2025-06-13,139.56816712168617
2025-06-16,139.64305779876514
2025-06-17,139.39746436445213
2025-06-18,139.3681713011759
2025-06-19,140.44783411188058
2025-06-20,140.35945909379723
2025-06-23,140.54886517900064
2025-06-24,139.41840831304003
2025-06-25,140.99023973026695
2025-06-26,140.07472151233287
2025-06-27,142.52025897854182
2025-06-30,141.10351982574073
2025-07-01,141.97907040820118
2025-07-02,142.8091768882288
2025-07-03,144.41136498554224
2025-07-04,144.19917756977856
2025-07-07,146.1332668000618
2025-07-08,147.84918413593283
2025-07-09,148.93196382214657
2025-07-10,150.54614043292398
2025-07-11,150.51294381566257
2025-07-14,150.7871671913239
2025-07-15,150.40716297094306
2025-07-16,152.0406917521223
2025-07-17,151.80823491284698
2025-07-18,151.44948559389354
2025-07-21,151.83618046765093
2025-07-22,153.29916397223647
2025-07-23,153.39166278743892
2025-07-24,154.6051430165192
2025-07-25,156.049855240183
2025-07-28,156.30141237953214
2025-07-29,155.81809391924747
2025-07-30,154.4612888967636
2025-07-31,155.6430841715486
2025-08-01,156.32281474696356
2025-08-04,156.14954147793546
2025-08-05,155.9423901571201
2025-08-06,155.14125252872984
2025-08-07,155.93440547580525
2025-08-08,156.36720593919605
2025-08-11,157.06867805380963
2025-08-12,158.17378446855997
2025-08-13,158.5801624373269
2025-08-14,158.7732212470544
2025-08-15,160.00733171630603
2025-08-18,159.05508410395572
2025-08-19,163.10128432581536
2025-08-20,164.35974690305585
2025-08-21,163.25113900440476
2025-08-22,163.0257622858721
2025-08-25,161.20197565140865
2025-08-26,162.0801856903764
2025-08-27,160.46437336155367
2025-08-28,161.58657822281265
2025-08-29,163.12052221546324
2025-09-01,163.53526344314352
2025-09-02,164.64781186242513
2025-09-03,164.30409188833727
2025-09-04,166.28811629445065
2025-09-05,167.55593816159825
2025-09-08,169.9159312920108
2025-09-09,168.98280341638593
2025-09-10,168.1520903967431
2025-09-11,167.04804355468482
2025-09-12,165.11091805160325
2025-09-15,167.22322662654148
2025-09-16,167.52437263526753
2025-09-17,166.59270357641253
2025-09-18,165.2531701389056
2025-09-19,165.83550138674892
2025-09-22,167.70822956924601
2025-09-23,168.69359426523044
2025-09-24,167.6260080894265
2025-09-25,165.94025810323035
2025-09-26,166.33532671885095
2025-09-29,166.20200940092536
2025-09-30,167.5794997566138
2025-10-01,169.00223748395325
2025-10-02,170.40283970985894
2025-10-03,168.77701746074666
2025-10-06,166.04871733047628
2025-10-07,166.1986409326517
2025-10-08,165.1264566754466
2025-10-09,165.5647796541908
2025-10-10,168.49202083866618
2025-10-13,168.85371908391937
2025-10-14,168.0213188728887
2025-10-15,166.45080697694132
2025-10-16,166.16924385425557
2025-10-17,167.79477541313003
2025-10-20,167.53617318357107
2025-10-21,169.833555971066
2025-10-22,170.3080919448146
2025-10-23,170.30012002302465
2025-10-24,169.90731621114088
2025-10-27,168.70534091842023
2025-10-28,169.76452487920074
2025-10-29,167.4813721201312
2025-10-30,166.474326394909
2025-10-31,166.98012693354548
2025-11-03,166.8904338529586
2025-11-04,167.2851722756197
2025-11-05,167.3885767400185
2025-11-06,164.1089354751084
2025-11-07,161.44331424727594
2025-11-10,161.96786778517966
2025-11-11,161.74993299783407
2025-11-12,163.08199261004987
2025-11-13,159.52296790348214
2025-11-14,160.76111999204926
2025-11-17,159.9355184406789
2025-11-18,160.51967368979234
2025-11-19,157.83542592373726
2025-11-20,159.15295717288058
2025-11-21,157.04123462899625
2025-11-24,157.5131002228204
2025-11-25,155.8057294059596
2025-11-26,155.78109749537953
2025-11-27,154.45657075078742
2025-11-28,155.17875634719744
2025-12-01,154.5417368733132
2025-12-02,154.9315941532201
2025-12-03,155.95701423313565
2025-12-04,156.2391449495049
2025-12-05,155.2945225671447
2025-12-08,154.8078636879582
2025-12-09,154.98415299622778
2025-12-10,157.25551330237917
2025-12-11,157.36839156434016
2025-12-12,156.1973501035855
2025-12-15,154.47176311375955
2025-12-16,154.56723417400988
2025-12-17,154.09623759983916
2025-12-18,152.1493997501205
2025-12-19,151.6916941862358
2025-12-22,152.90053453980224
2025-12-23,152.2467241735075
2025-12-24,154.83697092493563
2025-12-25,152.36252686111064
2025-12-26,152.44080837630207
2025-12-29,153.5159448385647
2025-12-30,153.9894406135806
2025-12-31,155.73998788283447
2026-01-01,156.97742155547522
2026-01-02,157.4230846630121
2026-01-05,157.79665332111094
2026-01-06,157.34818487899133
2026-01-07,157.87732489149377
2026-01-08,158.21184809409158
2026-01-09,157.84615856931572
2026-01-12,157.07682321776903
2026-01-13,157.789082505012
2026-01-14,159.2658833556464
2026-01-15,158.39328477191808
2026-01-16,159.81995714691425
2026-01-19,159.74532656039767
2026-01-20,160.09005474801353
2026-01-21,160.57285933587994
2026-01-22,161.39938727925363
2026-01-23,162.8562467432575
2026-01-26,164.20301296458896
2026-01-27,163.16663329957717
2026-01-28,161.8756126050317
2026-01-29,157.5146489628066
2026-01-30,159.01185958802157
2026-02-02,158.11127748786097
2026-02-03,158.11874186531986
2026-02-04,157.70833290708077
2026-02-05,157.02990216432318
2026-02-06,158.39227819382134
2026-02-09,159.495199886626
2026-02-10,162.65462611841676
2026-02-11,161.230633458977
2026-02-12,162.4350543092301
2026-02-13,164.55885935548162
2026-02-16,163.321613473775
2026-02-17,160.94105154126305
2026-02-18,157.37149771620435
2026-02-19,157.76247161716347
2026-02-20,156.86454125379436
2026-02-23,157.093083923013
2026-02-24,155.41250428634706
2026-02-25,154.30349271893454
2026-02-26,154.6778945227313
2026-02-27,155.16475284333217
2026-03-02,154.88657390418484
2026-03-03,154.23214731305
2026-03-04,152.54007331959244
2026-03-05,154.33222430468066
2026-03-06,153.41720121856756
2026-03-09,151.7148872380125
2026-03-10,152.1478890910219
2026-03-11,150.4347649846869
2026-03-12,149.94223142373846
2026-03-13,150.4936526269242
2026-03-16,152.53922743204828
2026-03-17,152.54504553408407
2026-03-18,152.0316846723196
2026-03-19,152.7257765689655
2026-03-20,153.03119102361276
2026-03-23,152.61397424829065
2026-03-24,154.0251880815579
2026-03-25,154.94767216273323
2026-03-26,156.37180161817824
2026-03-27,157.84009463204544
2026-03-30,160.88032489723557
2026-03-31,161.60993959670046
2026-04-01,163.27787568430597
2026-04-02,162.32308966688063
2026-04-03,163.0739551112183
2026-04-06,164.0357454777126
2026-04-07,166.57961407022535
2026-04-08,168.4704937145658
2026-04-09,167.6338137572104
2026-04-10,166.92288130820495
2026-04-13,168.43775405602358
2026-04-14,167.0488058497026
2026-04-15,166.53421163406452
2026-04-16,165.35594390075443
2026-04-17,166.6352050525344
2026-04-20,166.99881339882245
