,IWD
2025-01-20,125.48199144877657
2025-01-21,127.65630093336449
2025-01-22,128.44744346421513
2025-01-23,126.81157955727377
2025-01-24,126.68359080772096
2025-01-27,127.5707440156975
2025-01-28,126.5008944073998
2025-01-29,128.17160003539948
2025-01-30,127.03529231563415
2025-01-31,127.32857958294889
2025-02-03,125.11746852909447
2025-02-04,122.75967925999835
2025-02-05,123.47965550244169
2025-02-06,124.25244530437838
2025-02-07,125.99112317504797
2025-02-10,127.51659105888575
2025-02-11,127.21410271276996
2025-02-12,131.08535317477947
2025-02-13,128.83418018176917
2025-02-14,131.6892036476888
2025-02-17,132.29813138992145
2025-02-18,131.82596073136614
2025-02-19,132.31158403768103
2025-02-20,131.61328100214973
2025-02-21,133.80607134831192
2025-02-24,132.258576052334
2025-02-25,133.59613185537498
2025-02-26,133.5875349478195
2025-02-27,133.8119020207119
2025-02-28,133.4456985689342
2025-03-03,130.44897077885273
2025-03-04,130.67161403073862
2025-03-05,131.95141441767174
2025-03-06,129.84454396436487
2025-03-07,130.47323179948594
2025-03-10,128.69063054278047
2025-03-11,128.2250989390334
2025-03-12,128.55108764343433
2025-03-13,129.48375991944988
2025-03-14,130.3969291425962
2025-03-17,130.59813634584435
2025-03-18,133.39797707853157
2025-03-19,131.7797793640921
2025-03-20,132.7850291971185
2025-03-21,130.77819206675306
2025-03-24,131.31986055172376
2025-03-25,130.10641195212847
2025-03-26,130.10959430012971
2025-03-27,129.78782469659103
2025-03-28,131.0754572337807
2025-03-31,131.21563948170035
2025-04-01,128.55687661957793
2025-04-02,130.0411006538536
2025-04-03,127.87341941036007
2025-04-04,126.41661560928104
2025-04-07,125.83321675094636
2025-04-08,124.71346456642107
2025-04-09,123.87314823005369
2025-04-10,122.63632616069503
2025-04-11,123.58984950992414
2025-04-14,123.41003776032487
2025-04-15,123.4323382221485
2025-04-16,125.27584675595268
2025-04-17,125.03732822597567
2025-04-18,119.96732526705765
2025-04-21,119.41892269800572
2025-04-22,119.44164938143713
2025-04-23,120.0008056740839
2025-04-24,118.23502514901082
2025-04-25,119.45358569597855
2025-04-28,119.69536545711563
2025-04-29,120.24301470891376
2025-04-30,119.80226001710832
2025-05-01,119.87904189732936
2025-05-02,118.8516686109594
2025-05-05,119.95254561511143
2025-05-06,118.39839052061585
2025-05-07,119.02593432008592
2025-05-08,119.64926945046402
2025-05-09,119.18495958087838
2025-05-12,119.2138298677319
2025-05-13,119.11764260842656
2025-05-14,120.14719551897883
2025-05-15,120.12256845704728
2025-05-16,120.21954201480519
2025-05-19,118.87464490933193
2025-05-20,118.54165192018036
2025-05-21,121.00305414172792
2025-05-22,123.47737700565172
2025-05-23,124.6481743631126
2025-05-26,124.4757579028372
2025-05-27,126.14727676555462
2025-05-28,128.09423519581537
2025-05-29,128.50369662147378
2025-05-30,130.3417012912423
2025-06-02,132.41175386597405
2025-06-03,135.56223446506442
2025-06-04,136.5011676511993
2025-06-05,138.5759535578993
2025-06-06,140.51283928181212
2025-06-09,139.72024894496946
2025-06-10,139.2911908389941
2025-06-11,138.94716279504877
2025-06-12,138.3753276917737
2025-06-13,136.4234295273745
2025-06-16,137.23376321256757
2025-06-17,137.8695254640116
2025-06-18,141.18500077960667
2025-06-19,141.14618429205757
2025-06-20,142.67095686312854
2025-06-23,141.20679107331824
2025-06-24,142.59282657149342
2025-06-25,142.54199822323224
2025-06-26,142.15005479576374
2025-06-27,143.1743926286132
2025-06-30,142.95772958812492
2025-07-01,142.15800957516916
2025-07-02,139.76599855406832
2025-07-03,139.815957371311
2025-07-04,140.5231144001628
2025-07-07,141.65471219702687
2025-07-08,144.05095346555245
2025-07-09,145.88021832895296
2025-07-10,143.2634964805005
2025-07-11,145.42363271434823
2025-07-14,143.53444776949326
2025-07-15,143.62325112143915
2025-07-16,145.75516534228262
2025-07-17,145.71533942274618
2025-07-18,144.75727678362017
2025-07-21,143.53354335350988
2025-07-22,145.14781264994198
2025-07-23,145.98828307687978
2025-07-24,145.81495790784962
2025-07-25,144.43074306405205
2025-07-28,145.00454334848612
2025-07-29,144.17685276782336
2025-07-30,143.86856008370003
2025-07-31,142.8719410917047
2025-08-01,144.2061150055943
2025-08-04,144.89888928464975
2025-08-05,144.17884053227164
2025-08-06,144.38204805850842
2025-08-07,144.47472048832893
2025-08-08,145.29580390470616
2025-08-11,144.29195754787213
2025-08-12,144.39276407096398
2025-08-13,141.72920006251368
2025-08-14,141.01041684992083
2025-08-15,140.90325571149776
2025-08-18,142.22452625672682
2025-08-19,140.68799194633291
2025-08-20,140.55638926593355
2025-08-21,139.91927138187333
2025-08-22,138.4102822780545
2025-08-25,138.47458570654152
2025-08-26,137.39673061894283
2025-08-27,138.82811142151115
2025-08-28,136.78558327650356
2025-08-29,136.93684412380725
2025-09-01,137.58371371481448
2025-09-02,138.00272793135565
2025-09-03,137.68991508533745
2025-09-04,137.006828481342
2025-09-05,139.3583644492739
2025-09-08,138.658598600672
2025-09-09,136.4383294435681
2025-09-10,136.85810579839688
2025-09-11,134.99503197633095
2025-09-12,135.66868647029278
2025-09-15,135.61984054893196
2025-09-16,135.20591489619386
2025-09-17,134.79708984931037
2025-09-18,137.69923946236548
2025-09-19,139.4303299484469
2025-09-22,138.3088959193311
2025-09-23,139.25411343741675
2025-09-24,138.38799505068417
2025-09-25,136.96035014788814
2025-09-26,135.24313224153414
2025-09-29,134.0061718952519
2025-09-30,131.59641815986066
2025-10-01,130.79658165879195
2025-10-02,130.5880036500758
2025-10-03,131.41347411715898
2025-10-06,132.39021520602557
2025-10-07,132.9570580974859
2025-10-08,132.47120422538177
2025-10-09,131.44390253877182
2025-10-10,129.58994362429385
2025-10-13,128.00697780845977
2025-10-14,129.48272490555934
2025-10-15,127.17931421785809
2025-10-16,128.88429515329213
2025-10-17,128.39028830714773
2025-10-20,127.39192411258993
2025-10-21,128.14871537374643
2025-10-22,129.1435613446967
2025-10-23,130.94456073729887
2025-10-24,133.17963958336242
2025-10-27,131.2585255378488
2025-10-28,132.1734341977682
2025-10-29,133.3194760086439
2025-10-30,133.11177362138505
2025-10-31,134.11429507039762
2025-11-03,132.17672770163145
2025-11-04,135.27037111081611
2025-11-05,135.0643383161479
2025-11-06,136.37881902355164
2025-11-07,134.76941048259224
2025-11-10,135.5114434059889
2025-11-11,138.50866893030934
2025-11-12,135.2380072924571
2025-11-13,134.9388795840994
2025-11-14,133.78795800051324
2025-11-17,135.24197598920736
2025-11-18,135.5691719428791
2025-11-19,133.97818484070106
2025-11-20,133.0153867356455
2025-11-21,134.70998777177869
2025-11-24,133.265491682416
2025-11-25,133.7683066542154
2025-11-26,137.26548425290025
2025-11-27,134.4304264454819
2025-11-28,134.57604139822067
2025-12-01,132.3468355547093
2025-12-02,133.51756041191646
2025-12-03,134.7320634242266
2025-12-04,134.8296381252415
2025-12-05,138.64707562397737
2025-12-08,137.0745933833791
2025-12-09,135.33910862529666
2025-12-10,133.8837887370106
2025-12-11,132.5455199568111
2025-12-12,134.6418119575239
2025-12-15,134.16940200882033
2025-12-16,134.3751783982342
2025-12-17,133.67064664371213
2025-12-18,134.59989356674217
2025-12-19,134.66489147963344
2025-12-22,133.35469389858733
2025-12-23,133.1063466379352
2025-12-24,134.9538316633253
2025-12-25,136.01156991711244
2025-12-26,134.86805511508032
2025-12-29,137.57158674673497
2025-12-30,135.10876281324698
2025-12-31,136.33233691451684
2026-01-01,134.48229811784338
2026-01-02,134.20793539359644
2026-01-05,133.11472199983143
2026-01-06,132.20949581326354
2026-01-07,132.70578335845246
2026-01-08,131.68470391255076
2026-01-09,133.33766032659167
2026-01-12,132.41248189784142
2026-01-13,131.6216230117791
2026-01-14,129.8314922461787
2026-01-15,128.34429943016522
2026-01-16,127.06091577772712
2026-01-19,126.55329793686296
2026-01-20,127.16489613660468
2026-01-21,128.56424312102837
2026-01-22,127.75600530632663
2026-01-23,125.3857478335381
2026-01-26,127.68272512195308
2026-01-27,130.14417385026118
2026-01-28,131.07666797093128
2026-01-29,129.4676912395567
2026-01-30,130.32257260962393
2026-02-02,128.65836109057892
2026-02-03,128.1779670249635
2026-02-04,127.03674974937572
2026-02-05,126.55343939349761
2026-02-06,128.5477244081704
2026-02-09,130.53614554110186
2026-02-10,131.64288831405565
2026-02-11,131.0429832009642
2026-02-12,131.07610219433695
2026-02-13,131.0060430718142
2026-02-16,131.33800169125988
2026-02-17,129.9519239575468
2026-02-18,130.90523866249163
2026-02-19,129.22326625829848
2026-02-20,129.5767403038574
2026-02-23,129.7768944991436
2026-02-24,127.99423506220818
2026-02-25,129.72871200012906
2026-02-26,129.16852313045217
2026-02-27,126.86933272755066
2026-03-02,128.46315929830266
2026-03-03,125.89277986635474
2026-03-04,125.96626398950764
2026-03-05,126.02625592581225
2026-03-06,125.49300486640394
2026-03-09,124.36829348746008
2026-03-10,123.28264572508094
2026-03-11,123.583613015038
2026-03-12,122.9548319805463
2026-03-13,120.453868707705
2026-03-16,121.28428114806962
2026-03-17,119.48716366556297
2026-03-18,119.6155030149274
2026-03-19,121.52130818885345
2026-03-20,121.46735670562362
2026-03-23,120.08589516914112
2026-03-24,119.32063826787666
2026-03-25,117.68438309020976
2026-03-26,116.98137361509957
2026-03-27,117.79208612703127
2026-03-30,117.33204151013983
2026-03-31,118.5853365179562
2026-04-01,117.42006382095043
2026-04-02,116.48199349790198
2026-04-03,114.09386552194451
2026-04-06,112.57867806058648
2026-04-07,110.70014503389783
2026-04-08,108.34480363405092
2026-04-09,106.56039613306112
2026-04-10,106.01280410334648
2026-04-13,106.42706950444591
2026-04-14,105.16404414953224
2026-04-15,103.09576620058687
2026-04-16,106.05270986015738
2026-04-17,105.68296425608392
2026-04-20,105.65285934202149
