,SLV
2025-01-17,120.11413843220448
2025-01-20,120.22663470525372
2025-01-21,122.60866826423569
2025-01-22,125.11439253594926
2025-01-23,122.9476177990901
2025-01-24,125.0356664356501
2025-01-27,126.162718949621
2025-01-28,126.27585804583875
2025-01-29,125.6795884391656
2025-01-30,125.67317098086733
2025-01-31,124.57446494075883
2025-02-03,122.69297830555728
2025-02-04,122.77358631904278
2025-02-05,124.48340730082434
2025-02-06,125.6923540683055
2025-02-07,124.34545618740485
2025-02-10,126.70869403610759
2025-02-11,126.71703332410036
2025-02-12,123.5934244163891
2025-02-13,122.54484342255118
2025-02-14,122.78878119889231
2025-02-17,121.17959039776673
2025-02-18,121.43838870824682
2025-02-19,119.95895731516157
2025-02-20,120.52749543039613
2025-02-21,119.70062185204797
2025-02-24,119.9742895976836
2025-02-25,118.69003783699557
2025-02-26,122.165926691273
2025-02-27,121.62010471909652
2025-02-28,121.9415101109288
2025-03-03,122.16861204435745
2025-03-04,122.2276807264213
2025-03-05,123.93848832471994
2025-03-06,123.15874310056205
2025-03-07,123.04047553471722
2025-03-10,122.27172808947392
2025-03-11,123.03839114356204
2025-03-12,124.35631380976146
2025-03-13,125.60602494478258
2025-03-14,126.42040349712731
2025-03-17,128.85730114658696
2025-03-18,129.64392616594736
2025-03-19,129.13881777902668
2025-03-20,128.1914232278551
2025-03-21,127.45905584369271
2025-03-24,128.21436532267617
2025-03-25,128.3975775434816
2025-03-26,127.92621933255145
2025-03-27,127.5450988801752
2025-03-28,127.37010459676496
2025-03-31,127.37037229110568
2025-04-01,127.42393781534058
2025-04-02,128.14473333552127
2025-04-03,129.27847017524246
2025-04-04,127.73994587398224
2025-04-07,126.00048244643061
2025-04-08,127.81802784149016
2025-04-09,126.7999550733397
2025-04-10,126.92573995077557
2025-04-11,128.97677879215493
2025-04-14,129.96373171110318
2025-04-15,128.28251906290808
2025-04-16,130.52788747998542
2025-04-17,130.84763635984856
2025-04-18,131.46444149347266
2025-04-21,130.4659327052153
2025-04-22,130.34869549447993
2025-04-23,128.0029381114229
2025-04-24,129.09743056645996
2025-04-25,129.4508886109122
2025-04-28,130.79517969807372
2025-04-29,131.19840556576756
2025-04-30,133.28627787044653
2025-05-01,135.46887891905487
2025-05-02,134.53045020803899
2025-05-05,133.7104330141357
2025-05-06,132.62272451606836
2025-05-07,134.4661184802845
2025-05-08,132.2703195905762
2025-05-09,130.60719952813116
2025-05-12,132.27428746361394
2025-05-13,131.61335712188847
2025-05-14,131.70215237909693
2025-05-15,131.80885123904636
2025-05-16,132.21702592917026
2025-05-19,131.35793739615704
2025-05-20,131.86723323539255
2025-05-21,130.74412135669508
2025-05-22,130.94396227145256
2025-05-23,128.4006701339478
2025-05-26,129.00706809338877
2025-05-27,128.65021363090983
2025-05-28,128.4733361800349
2025-05-29,128.11926299208847
2025-05-30,128.35928104316267
2025-06-02,129.63846824184824
2025-06-03,130.01658897880645
2025-06-04,128.42563283530907
2025-06-05,129.64657141385274
2025-06-06,129.06633430330066
2025-06-09,127.97760332704232
2025-06-10,128.86772044935896
2025-06-11,130.32752516946752
2025-06-12,129.94480771659198
2025-06-13,128.89729704789696
2025-06-16,130.64382090805873
2025-06-17,128.91330187565288
2025-06-18,128.35615504862858
2025-06-19,129.82953820114685
2025-06-20,131.57597676419616
2025-06-23,132.85344577162692
2025-06-24,130.9357777266226
2025-06-25,132.3644714403275
2025-06-26,132.999770847538
2025-06-27,133.31506717033992
2025-06-30,134.16193493764254
2025-07-01,135.32430306636928
2025-07-02,134.7405313993064
2025-07-03,133.93839002409354
2025-07-04,135.83206639087464
2025-07-07,134.90439373463136
2025-07-08,134.19805471844333
2025-07-09,132.73011509251347
2025-07-10,132.08310151589944
2025-07-11,131.49228405035925
2025-07-14,129.57109753177292
2025-07-15,131.0744731763197
2025-07-16,130.31444801690358
2025-07-17,131.28962796243152
2025-07-18,130.75784496681257
2025-07-21,130.8683347878975
2025-07-22,132.76888218842734
2025-07-23,132.04055935518838
2025-07-24,130.4360821624117
2025-07-25,133.03317405936468
2025-07-28,133.3389318082747
2025-07-29,134.81817133081583
2025-07-30,136.6190578645085
2025-07-31,137.1540631088556
2025-08-01,138.4528565133459
2025-08-04,139.39801131006746
2025-08-05,142.9414323759393
2025-08-06,145.13689958439977
2025-08-07,146.57403305323552
2025-08-08,146.25430471003483
2025-08-11,148.66290274172448
2025-08-12,145.41183700280516
2025-08-13,143.95950448503936
2025-08-14,145.18077952558912
2025-08-15,140.54308388869345
2025-08-18,141.06305731028513
2025-08-19,139.7099157601967
2025-08-20,139.53066316383345
2025-08-21,140.72835270750136
2025-08-22,142.50928055666742
2025-08-25,141.54772823132032
2025-08-26,143.4074464779861
2025-08-27,144.45406346504612
2025-08-28,145.31748377958328
2025-08-29,142.72332586610023
2025-09-01,142.92495766466968
2025-09-02,145.00351745603365
2025-09-03,146.21918576495995
2025-09-04,146.33574968458157
2025-09-05,144.82036837758824
2025-09-08,143.6959390548301
2025-09-09,142.19801883608568
2025-09-10,141.71567683705953
2025-09-11,142.94004808092558
2025-09-12,139.91216021773417
2025-09-15,139.32323422471435
2025-09-16,142.04897682393081
2025-09-17,141.76950761575642
2025-09-18,143.8446275469534
2025-09-19,141.86328613670943
2025-09-22,142.5352109892232
2025-09-23,142.1187558965049
2025-09-24,142.92213289363937
2025-09-25,142.20985462687054
2025-09-26,143.52968046556848
2025-09-29,140.9135782819447
2025-09-30,141.49565049717964
2025-10-01,140.07603699773645
2025-10-02,142.05922802689105
2025-10-03,142.4031614274113
2025-10-06,140.30264449190398
2025-10-07,140.62178922532573
2025-10-08,140.98015441836037
2025-10-09,140.0219929193767
2025-10-10,139.84023652995293
2025-10-13,138.75615752998723
2025-10-14,134.4031330066018
2025-10-15,134.60471168482022
2025-10-16,135.82996187749967
2025-10-17,137.01632811950083
2025-10-20,136.11744453212847
2025-10-21,134.35059273703936
2025-10-22,133.20897676157756
2025-10-23,133.68770771357262
2025-10-24,134.4894519905406
2025-10-27,133.70195269095305
2025-10-28,135.366970912932
2025-10-29,136.38661552275585
2025-10-30,135.4001720727949
2025-10-31,134.93668912027522
2025-11-03,135.85577735609044
2025-11-04,134.2343464394577
2025-11-05,134.4660444065734
2025-11-06,131.37803149496793
2025-11-07,130.22379890926396
2025-11-10,130.4185488985793
2025-11-11,129.80297437955787
2025-11-12,130.48041038524136
2025-11-13,129.50654440764845
2025-11-14,127.75559499504894
2025-11-17,127.00585088039409
2025-11-18,125.59124980469683
2025-11-19,124.01702219318946
2025-11-20,123.82069225239127
2025-11-21,122.42382322565568
2025-11-24,121.24834084459361
2025-11-25,122.12436567483887
2025-11-26,124.1085592162377
2025-11-27,121.23656096296942
2025-11-28,121.78981408664013
2025-12-01,121.71856698993113
2025-12-02,120.21675702034153
2025-12-03,120.54695579716488
2025-12-04,120.50938398439158
2025-12-05,122.32221696295117
2025-12-08,123.07350902682768
2025-12-09,122.7254251067309
2025-12-10,124.24568168599215
2025-12-11,125.3595131456233
2025-12-12,125.00110590993788
2025-12-15,124.11443405998786
2025-12-16,126.15959171146254
2025-12-17,126.39572476644958
2025-12-18,123.35173461628133
2025-12-19,121.93463208534054
2025-12-22,122.03510247437077
2025-12-23,122.80504387210591
2025-12-24,122.13459003379721
2025-12-25,122.86857989440692
2025-12-26,124.88775257808445
2025-12-29,123.22593418550134
2025-12-30,122.75259121405013
2025-12-31,122.88479185135472
2026-01-01,122.5878561108602
2026-01-02,121.7446829908202
2026-01-05,120.01805419998514
2026-01-06,119.06040155430404
2026-01-07,119.39442635449569
2026-01-08,120.31026923388002
2026-01-09,119.3938248006593
2026-01-12,119.6006381553544
2026-01-13,118.11891642166776
2026-01-14,119.08075014578752
2026-01-15,119.79033652639761
2026-01-16,119.43802732704363
2026-01-19,117.83917880610326
2026-01-20,115.66692230166369
2026-01-21,115.95843316617223
2026-01-22,115.90564760006754
2026-01-23,116.56646261923851
2026-01-26,116.00755105250371
2026-01-27,114.8559305947434
2026-01-28,115.26606973887704
2026-01-29,112.5279896969398
2026-01-30,112.36720736706505
2026-02-02,113.41739429663316
2026-02-03,112.32939239605999
2026-02-04,111.70551185522801
2026-02-05,113.78527709160913
2026-02-06,112.84769229872246
2026-02-09,112.13139111456101
2026-02-10,111.37687980142516
2026-02-11,111.71757509350768
2026-02-12,111.42137967916325
2026-02-13,111.4343070047446
2026-02-16,112.45202724237326
2026-02-17,110.98610924861174
2026-02-18,109.9039125464194
2026-02-19,109.40915073983248
2026-02-20,110.18757829705659
2026-02-23,110.32022071373788
2026-02-24,110.75304574632557
2026-02-25,111.57742012305458
2026-02-26,109.80463063269154
2026-02-27,108.8854080209011
2026-03-02,109.16328607781989
2026-03-03,109.26944013834475
2026-03-04,108.9554513739115
2026-03-05,108.21634310519738
2026-03-06,108.34479164885549
2026-03-09,109.65749276546062
2026-03-10,110.18492254582908
2026-03-11,109.64353918863677
2026-03-12,109.03659674439818
2026-03-13,109.61493133197122
2026-03-16,111.13302057396655
2026-03-17,111.99888734691118
2026-03-18,113.74679007998189
2026-03-19,114.01305196070277
2026-03-20,112.52057763521508
2026-03-23,111.59415197481073
2026-03-24,112.08999416592407
2026-03-25,111.1629202613648
2026-03-26,109.7387376712141
2026-03-27,113.79363217888896
2026-03-30,115.04310264796736
2026-03-31,113.27852428086275
2026-04-01,115.95504031702033
2026-04-02,116.25920493909703
2026-04-03,116.6404550043685
2026-04-06,112.93172904018374
2026-04-07,113.92887890973317
2026-04-08,114.59968174473963
2026-04-09,116.1559600780451
2026-04-10,113.58897893465524
2026-04-13,113.39027844544253
2026-04-14,114.27473655287326
2026-04-15,115.627421580939
2026-04-16,112.3045826667375
2026-04-17,115.20533335235913
2026-04-20,115.34936796161999
