,IBIT
2025-01-17,32.64971793970333
2025-01-20,31.846042100973666
2025-01-21,32.082912843758834
2025-01-22,31.818420416912417
2025-01-23,33.78238242048143
2025-01-24,34.63446233727973
2025-01-27,33.85323379255622
2025-01-28,32.680679638119074
2025-01-29,33.3993603525513
2025-01-30,33.848385759699404
2025-01-31,32.38567556602686
2025-02-03,31.167628451821187
2025-02-04,29.889829612694367
2025-02-05,30.168719586387045
2025-02-06,31.306699220420757
2025-02-07,28.70308344380239
2025-02-10,27.918003594096103
2025-02-11,26.723743855552495
2025-02-12,25.897065298199678
2025-02-13,25.863152931696014
2025-02-14,25.689053784481054
2025-02-17,25.614303022005032
2025-02-18,25.74162032524474
2025-02-19,24.569331570078067
2025-02-20,25.336218629019314
2025-02-21,26.23701633760522
2025-02-24,27.58370430019922
2025-02-25,27.084715482375447
2025-02-26,25.52157968330332
2025-02-27,24.82579293236945
2025-02-28,25.006248153446514
2025-03-03,24.79655335057059
2025-03-04,25.856023606716267
2025-03-05,26.4516775231183
2025-03-06,27.675612412171485
2025-03-07,28.823315699544356
2025-03-10,29.246863245346816
2025-03-11,31.896219577834394
2025-03-12,30.30465894161202
2025-03-13,31.135961293948316
2025-03-14,31.670762548146364
2025-03-17,31.01811010211068
2025-03-18,31.312294951044645
2025-03-19,29.500977552379986
2025-03-20,29.881524484774452
2025-03-21,26.96458911578067
2025-03-24,24.600600753974355
2025-03-25,25.440617353533774
2025-03-26,26.53345390241905
2025-03-27,27.109371876103395
2025-03-28,26.32553056010304
2025-03-31,26.010356426001053
2025-04-01,25.64466676300492
2025-04-02,26.684443110017842
2025-04-03,24.457012510714915
2025-04-04,22.838617371291388
2025-04-07,23.593608531833198
2025-04-08,22.190979815557977
2025-04-09,21.375725190524562
2025-04-10,22.503164787881747
2025-04-11,21.588162979157605
2025-04-14,20.211813579186057
2025-04-15,18.033664778729282
2025-04-16,17.76252325824023
2025-04-17,15.682336418328656
2025-04-18,15.352594583136284
2025-04-21,16.267897802828994
2025-04-22,17.82212653223048
2025-04-23,17.56131558321686
2025-04-24,17.517850247346754
2025-04-25,17.724840916939673
2025-04-28,16.613561223053487
2025-04-29,16.62685680112376
2025-04-30,16.29015674028769
2025-05-01,16.691690043009988
2025-05-02,16.533237152362343
2025-05-05,16.118273034613818
2025-05-06,16.404753362863964
2025-05-07,14.930165137434107
2025-05-08,14.792794310635077
2025-05-09,13.706331548425654
2025-05-12,13.390176830043243
2025-05-13,12.870528091503564
2025-05-14,13.387761344712723
2025-05-15,12.912499304087193
2025-05-16,12.486457103533224
2025-05-19,12.837280549642838
2025-05-20,12.070356829353042
2025-05-21,11.938565061869944
2025-05-22,11.723666369091108
2025-05-23,12.011914384264182
2025-05-26,10.832366298074444
2025-05-27,10.760737579403937
2025-05-28,11.232804093063713
2025-05-29,11.62182184042718
2025-05-30,12.03599662636271
2025-06-02,12.264749206483797
2025-06-03,12.582056604127779
2025-06-04,12.659780561848963
2025-06-05,12.789274133633855
2025-06-06,12.869815689191775
2025-06-09,13.735793509168587
2025-06-10,14.54274691879692
2025-06-11,13.205785463938376
2025-06-12,13.087793011602505
2025-06-13,12.725346845846177
2025-06-16,12.10925293193963
2025-06-17,12.047930952706878
2025-06-18,12.378527730921302
2025-06-19,12.964613094955189
2025-06-20,13.589709993644814
2025-06-23,13.210627507516556
2025-06-24,13.384136806324868
2025-06-25,14.017764709511194
2025-06-26,12.752689818394035
2025-06-27,12.35637837920857
2025-06-30,12.516734927547091
2025-07-01,12.710155204135248
2025-07-02,13.780765132549897
2025-07-03,14.192918912779001
2025-07-04,14.132987014285478
2025-07-07,15.009271922075273
2025-07-08,14.16048250459278
2025-07-09,14.431493437846509
2025-07-10,13.479657657469305
2025-07-11,14.302212151826357
2025-07-14,13.87530778916441
2025-07-15,13.800257295631852
2025-07-16,13.301706511147232
2025-07-17,13.44073508227466
2025-07-18,12.721128232523796
2025-07-21,12.728358887690158
2025-07-22,12.417980202344292
2025-07-23,12.191295103333688
2025-07-24,11.190480161338574
2025-07-25,11.737153500016944
2025-07-28,11.319489011084336
2025-07-29,10.41318056313296
2025-07-30,10.413877170126733
2025-07-31,10.175879546873263
2025-08-01,10.533052378036324
2025-08-04,10.996807185120186
2025-08-05,11.082492410991962
2025-08-06,11.539741683431311
2025-08-07,11.97041238602801
2025-08-08,12.147353234696848
2025-08-11,12.434392834874226
2025-08-12,12.82663520439582
2025-08-13,13.54529843221521
2025-08-14,12.841354736059216
2025-08-15,13.105156730633686
2025-08-18,14.333911100995762
2025-08-19,14.0551098599672
2025-08-20,13.681930484048186
2025-08-21,14.441326476358832
2025-08-22,14.320933172383041
2025-08-25,14.600273149809482
2025-08-26,14.896363152358315
2025-08-27,14.707091041165384
2025-08-28,13.541114085265457
2025-08-29,13.345522601890162
2025-09-01,12.639403979880079
2025-09-02,13.421944529010396
2025-09-03,14.110122824752509
2025-09-04,15.373445609829616
2025-09-05,15.860485389890764
2025-09-08,16.027637472813385
2025-09-09,15.579660095971871
2025-09-10,16.027105844752516
2025-09-11,15.259862899764363
2025-09-12,15.526971554543664
2025-09-15,16.051235335601923
2025-09-16,16.146397159048803
2025-09-17,16.405306700269765
2025-09-18,16.19596382915188
2025-09-19,16.9332094503329
2025-09-22,17.17955546867297
2025-09-23,16.49782896076793
2025-09-24,17.726790880349878
2025-09-25,18.644061832029475
2025-09-26,19.21072258547387
2025-09-29,19.559659308661164
2025-09-30,20.06787523289562
2025-10-01,19.94256193354399
2025-10-02,19.428093818927785
2025-10-03,19.588407871189606
2025-10-06,18.606569944374776
2025-10-07,19.079589244118527
2025-10-08,18.53704701894899
2025-10-09,17.575679817272423
2025-10-10,16.800575147050974
2025-10-13,17.61466197984464
2025-10-14,17.33018227017155
2025-10-15,16.338030171212086
2025-10-16,15.269773409505516
2025-10-17,14.757046034613525
2025-10-20,14.895226111110304
2025-10-21,15.63979765277831
2025-10-22,16.641709694919644
2025-10-23,16.19607878406438
2025-10-24,15.937312180776534
2025-10-27,15.4118727999137
2025-10-28,16.191202546534257
2025-10-29,15.95043264994328
2025-10-30,16.269378750559675
2025-10-31,16.40261825611346
2025-11-03,16.107607113776258
2025-11-04,16.01256130242394
2025-11-05,16.686917864406805
2025-11-06,16.565513605795196
2025-11-07,17.94603813162575
2025-11-10,18.041920001615637
2025-11-11,17.83994032007962
2025-11-12,18.096330393114258
2025-11-13,19.102658266493414
2025-11-14,19.111156222782686
2025-11-17,19.018814654863135
2025-11-18,19.30754767402888
2025-11-19,18.44092283780697
2025-11-20,17.643352496817517
2025-11-21,19.40282269202791
2025-11-24,20.08832742463961
2025-11-25,20.360957320786326
2025-11-26,20.26002437733921
2025-11-27,21.24406870008464
2025-11-28,20.605978930044135
2025-12-01,20.83996623793778
2025-12-02,19.525179679671208
2025-12-03,18.695469578991194
2025-12-04,18.767646120577925
2025-12-05,18.481342192348496
2025-12-08,17.175203271025076
2025-12-09,18.03116529487858
2025-12-10,19.391552910867546
2025-12-11,20.680072664217562
2025-12-12,21.27331221436941
2025-12-15,21.65235478836634
2025-12-16,21.680087596425405
2025-12-17,21.443298591523384
2025-12-18,21.957665601449524
2025-12-19,22.335251620430284
2025-12-22,22.98974832691719
2025-12-23,22.553441862507086
2025-12-24,23.81341840330446
2025-12-25,22.985848714295724
2025-12-26,19.818177577959954
2025-12-29,21.15879113796479
2025-12-30,20.039337137681
2025-12-31,20.619798469499212
2026-01-01,21.653602036414252
2026-01-02,23.194741976089084
2026-01-05,24.10621876031698
2026-01-06,21.42544560722454
2026-01-07,20.89215705464414
2026-01-08,20.376158679572107
2026-01-09,21.68610252105819
2026-01-12,21.89696657297929
2026-01-13,20.111834839853486
2026-01-14,18.48926210125826
2026-01-15,18.590830077378293
2026-01-16,19.307114108482992
2026-01-19,17.975981075364817
2026-01-20,16.74511146285555
2026-01-21,16.778320357025372
2026-01-22,16.75413462042432
2026-01-23,16.811021740107225
2026-01-26,17.20241282254805
2026-01-27,17.370138085103154
2026-01-28,17.146401156087606
2026-01-29,16.36397118041172
2026-01-30,15.286252376526088
2026-02-02,14.73003171561062
2026-02-03,13.11833026856456
2026-02-04,12.810122892737615
2026-02-05,13.189400574310648
2026-02-06,13.199199193876012
2026-02-09,13.947516525005737
2026-02-10,14.873885473453766
2026-02-11,14.419252801403177
2026-02-12,15.5751485655615
2026-02-13,15.964419645975338
2026-02-16,15.292883357771434
2026-02-17,16.529819931585664
2026-02-18,16.94026803651637
2026-02-19,16.31580647112273
2026-02-20,15.761610155833864
2026-02-23,15.602855725264808
2026-02-24,15.264460231460038
2026-02-25,15.156203604452237
2026-02-26,14.804566766069401
2026-02-27,14.884114411616437
2026-03-02,13.99160126498044
2026-03-03,14.426085675261714
2026-03-04,14.755246976548134
2026-03-05,14.598784105523038
2026-03-06,14.608545193204533
2026-03-09,14.801071076079422
2026-03-10,13.593487214428912
2026-03-11,13.661904803366836
2026-03-12,13.487302888633504
2026-03-13,12.580610857721524
2026-03-16,12.66856687882654
2026-03-17,13.054492600163158
2026-03-18,13.680329018076614
2026-03-19,14.749868760743833
2026-03-20,15.200497026340267
2026-03-23,15.972454852090792
2026-03-24,15.462363048264127
2026-03-25,16.0565998668611
2026-03-26,14.904506119431362
2026-03-27,14.254599171960546
2026-03-30,13.86685216528
2026-03-31,14.257061753772431
2026-04-01,14.802437061990483
2026-04-02,14.752024762256527
2026-04-03,16.32546443501904
2026-04-06,16.78605707179705
2026-04-07,16.31650228988768
2026-04-08,17.38882736206172
2026-04-09,18.547150380471322
2026-04-10,18.065655445638797
2026-04-13,18.052735597598428
2026-04-14,17.928537245996896
2026-04-15,18.174114400876036
2026-04-16,17.995247851062953
2026-04-17,18.04252880590296
2026-04-20,17.775873166346383
