,VTEB
2025-01-17,92.46945079124201
2025-01-20,92.36952176755085
2025-01-21,92.54016307961709
2025-01-22,92.44821907874015
2025-01-23,92.42451824003098
2025-01-24,91.96611633935058
2025-01-27,92.1223605994185
2025-01-28,92.5055156755586
2025-01-29,92.34956834962549
2025-01-30,92.44457945754118
2025-01-31,92.58181094633366
2025-02-03,92.44401310500979
2025-02-04,92.43844886419882
2025-02-05,92.06743576598144
2025-02-06,92.09118204164218
2025-02-07,92.07793508780095
2025-02-10,91.52573690836189
2025-02-11,91.77518005887868
2025-02-12,91.6821542716508
2025-02-13,91.85695227481179
2025-02-14,92.2768604818798
2025-02-17,92.74936920150097
2025-02-18,92.70671086488707
2025-02-19,92.81259049911185
2025-02-20,92.99537446800704
2025-02-21,93.20259859623238
2025-02-24,93.17023986038949
2025-02-25,92.5880089376324
2025-02-26,92.41837011534099
2025-02-27,92.4259545791743
2025-02-28,92.44925475111434
2025-03-03,91.92366689466941
2025-03-04,91.62183515434118
2025-03-05,91.4411654838067
2025-03-06,91.52084227959645
2025-03-07,91.71254181984216
2025-03-10,91.7841149458644
2025-03-11,91.68598446453078
2025-03-12,91.40512473739648
2025-03-13,91.46970894200976
2025-03-14,91.6551418233076
2025-03-17,91.59435053951186
2025-03-18,91.80996447158543
2025-03-19,91.7967773980441
2025-03-20,91.87227802249754
2025-03-21,91.58462262017368
2025-03-24,91.60345604993267
2025-03-25,92.17769059186058
2025-03-26,92.13994142259293
2025-03-27,92.29283297389802
2025-03-28,91.947376238986
2025-03-31,92.16203677633179
2025-04-01,92.54453714598218
2025-04-02,92.47707602309613
2025-04-03,92.59686679490929
2025-04-04,92.40982890500018
2025-04-07,92.21406524454862
2025-04-08,92.144455425482
2025-04-09,92.08041059664927
2025-04-10,92.07499326544007
2025-04-11,92.15878010219797
2025-04-14,92.6110383510105
2025-04-15,93.10149741107823
2025-04-16,93.06164947957986
2025-04-17,93.04836970161404
2025-04-18,92.59575421093874
2025-04-21,92.58283461485995
2025-04-22,92.9069054348366
2025-04-23,92.56853769538559
2025-04-24,92.24176269160337
2025-04-25,92.63240994962784
2025-04-28,92.84050995659831
2025-04-29,92.65251739929086
2025-04-30,92.56971099908571
2025-05-01,92.46899649869188
2025-05-02,92.35857130113511
2025-05-05,92.67636589682347
2025-05-06,92.38671878298729
2025-05-07,92.46038481215442
2025-05-08,92.39886084006311
2025-05-09,92.24567163514148
2025-05-12,91.58479995591044
2025-05-13,91.69894740799651
2025-05-14,91.45760593071013
2025-05-15,91.2311373209924
2025-05-16,91.2030650174674
2025-05-19,90.91906242096192
2025-05-20,91.15856225378441
2025-05-21,91.02749941348544
2025-05-22,91.24971830123229
2025-05-23,90.94299353017504
2025-05-26,91.0315984892099
2025-05-27,91.37061560610216
2025-05-28,91.27144678963934
2025-05-29,91.23132495806642
2025-05-30,91.63121803431244
2025-06-02,91.5594934310648
2025-06-03,91.61633829059267
2025-06-04,91.81041409169582
2025-06-05,91.47229456248489
2025-06-06,91.42859317216151
2025-06-09,91.9227108003746
2025-06-10,92.43065534364888
2025-06-11,92.32811421934292
2025-06-12,92.21281582525708
2025-06-13,92.45343763564378
2025-06-16,92.87075489081764
2025-06-17,92.78579454508876
2025-06-18,92.64266414224745
2025-06-19,92.83737887242867
2025-06-20,92.54123077284072
2025-06-23,92.63839245915217
2025-06-24,92.2670054738747
2025-06-25,92.60702060541689
2025-06-26,92.48657878155979
2025-06-27,91.89967332555452
2025-06-30,91.67362498866262
2025-07-01,91.62639148692034
2025-07-02,91.3196257052465
2025-07-03,90.86218577884418
2025-07-04,91.50108440311755
2025-07-07,91.5286148691542
2025-07-08,91.75930656601872
2025-07-09,92.06679154112042
2025-07-10,91.62581415675729
2025-07-11,91.72315873823042
2025-07-14,91.99821448144539
2025-07-15,92.56409015554206
2025-07-16,92.92698503337311
2025-07-17,93.19669494812494
2025-07-18,92.88871793157406
2025-07-21,92.90347057803025
2025-07-22,92.82101088994548
2025-07-23,92.73114921705667
2025-07-24,92.66713469113151
2025-07-25,92.32624088865794
2025-07-28,92.44826290243046
2025-07-29,92.37535377287924
2025-07-30,92.35747889316636
2025-07-31,92.58780642208055
2025-08-01,92.88065226187815
2025-08-04,92.77684350356222
2025-08-05,93.27686362593872
2025-08-06,93.12977337569592
2025-08-07,93.11970986397166
2025-08-08,93.36850385388071
2025-08-11,93.3215217924071
2025-08-12,93.49495491609974
2025-08-13,93.6111841341837
2025-08-14,92.89117240006031
2025-08-15,93.0173468891766
2025-08-18,93.19204833819916
2025-08-19,92.75452467371133
2025-08-20,92.17712478897623
2025-08-21,92.54533878072687
2025-08-22,92.37349760944974
2025-08-25,91.87254932365256
2025-08-26,91.95737817067
2025-08-27,92.30261962256756
2025-08-28,92.21764716511427
2025-08-29,92.15672118936885
2025-09-01,92.77924952693068
2025-09-02,92.90396143339996
2025-09-03,93.16357830922006
2025-09-04,93.24980976678486
2025-09-05,93.58966791864682
2025-09-08,93.39682832799205
2025-09-09,93.46262822540254
2025-09-10,93.08698086432966
2025-09-11,93.6193312532722
2025-09-12,93.43633484737786
2025-09-15,93.35367446818846
2025-09-16,93.01102606990759
2025-09-17,93.41124531817351
2025-09-18,93.18918591377717
2025-09-19,92.85236509141944
2025-09-22,93.02914045545216
2025-09-23,93.17619372263916
2025-09-24,93.25708848638168
2025-09-25,93.57692964122651
2025-09-26,93.60451462640968
2025-09-29,93.68281635369237
2025-09-30,93.82266218568117
2025-10-01,93.76479501066956
2025-10-02,93.77888583090709
2025-10-03,93.7240064210368
2025-10-06,93.4325354958166
2025-10-07,93.8130505425806
2025-10-08,94.16316325688737
2025-10-09,94.07279673956197
2025-10-10,94.62423315207518
2025-10-13,94.6523748728763
2025-10-14,94.94409403296164
2025-10-15,94.942154493865
2025-10-16,94.87992000107057
2025-10-17,94.48083665368154
2025-10-20,94.11412106481623
2025-10-21,93.65630431953264
2025-10-22,93.89503561273122
2025-10-23,93.7349760225508
2025-10-24,93.98292473064662
2025-10-27,94.00802342679799
2025-10-28,94.29114529385765
2025-10-29,93.67906783866572
2025-10-30,93.54766996891732
2025-10-31,93.7250419250186
2025-11-03,94.05043766801771
2025-11-04,94.00819567612966
2025-11-05,93.73725639434932
2025-11-06,93.6953563868806
2025-11-07,93.35379593255358
2025-11-10,92.92909793000025
2025-11-11,92.9644160063685
2025-11-12,92.96772153230873
2025-11-13,92.94179045721478
2025-11-14,92.91476637615142
2025-11-17,93.11827919746246
2025-11-18,93.39032353399085
2025-11-19,93.54723647834504
2025-11-20,93.18900262055166
2025-11-21,93.45960309937767
2025-11-24,93.17134073145186
2025-11-25,92.44056627778993
2025-11-26,92.07203965310457
2025-11-27,92.29830885940926
2025-11-28,92.06346751831418
2025-12-01,91.42481694736951
2025-12-02,91.37428143151037
2025-12-03,91.6543281167389
2025-12-04,91.76586067848483
2025-12-05,92.35783480816835
2025-12-08,91.81026605719454
2025-12-09,91.96423070308335
2025-12-10,92.00844720048134
2025-12-11,91.98131002978994
2025-12-12,91.98194475372809
2025-12-15,91.5819884620635
2025-12-16,91.52832464157493
2025-12-17,91.32119358720566
2025-12-18,91.57737273532736
2025-12-19,91.7318824218247
2025-12-22,91.78551667107617
2025-12-23,92.30294821860814
2025-12-24,92.00912458188714
2025-12-25,92.38529285113921
2025-12-26,92.09808711439811
2025-12-29,92.2606941759632
2025-12-30,91.9827465704014
2025-12-31,91.8802195522478
2026-01-01,91.83511224344181
2026-01-02,91.42362288154725
2026-01-05,91.72709387300905
2026-01-06,91.60836927153254
2026-01-07,91.05400705032824
2026-01-08,90.71707482318581
2026-01-09,90.56777355924727
2026-01-12,90.39057411742763
2026-01-13,90.4356828302576
2026-01-14,90.21964384577925
2026-01-15,90.30486286063547
2026-01-16,90.00812792690269
2026-01-19,90.26197945984595
2026-01-20,90.46711462212359
2026-01-21,90.19648964165997
2026-01-22,90.73194853184012
2026-01-23,91.16619299720016
2026-01-26,91.17534759588955
2026-01-27,91.15508804419902
2026-01-28,90.8652695175158
2026-01-29,90.74608825536255
2026-01-30,90.737135688053
2026-02-02,90.81275813734607
2026-02-03,91.01639402736332
2026-02-04,91.03678548553548
2026-02-05,91.02937955785914
2026-02-06,91.17148651658513
2026-02-09,91.91512548316915
2026-02-10,92.05907547545624
2026-02-11,91.39295058262854
2026-02-12,91.77438116959891
2026-02-13,91.62373918996136
2026-02-16,91.73057870210377
2026-02-17,92.06841669255655
2026-02-18,92.36703618048794
2026-02-19,92.29189269163957
2026-02-20,91.9648062747638
2026-02-23,91.45872377241004
2026-02-24,90.92432727935088
2026-02-25,91.22189513713927
2026-02-26,91.38983010048715
2026-02-27,91.72267653680184
2026-03-02,91.71228374897962
2026-03-03,91.6229625454042
2026-03-04,91.23445946888607
2026-03-05,91.40861678536882
2026-03-06,91.28696179857938
2026-03-09,91.06958234290101
2026-03-10,91.49959322387335
2026-03-11,91.76405762798169
2026-03-12,91.84334763128729
2026-03-13,91.647883523557
2026-03-16,91.19368847262224
2026-03-17,91.01807567547426
2026-03-18,90.99934601160655
2026-03-19,91.2805039572872
2026-03-20,91.55922087172425
2026-03-23,91.58682374805451
2026-03-24,91.86002060457432
2026-03-25,91.54289206831919
2026-03-26,91.9865035923163
2026-03-27,92.32217529100244
2026-03-30,91.58855455301234
2026-03-31,91.6344925901412
2026-04-01,91.2685119997737
2026-04-02,91.20617859993236
2026-04-03,91.22699868310417
2026-04-06,91.39303463438473
2026-04-07,91.39535270847995
2026-04-08,91.5329294879395
2026-04-09,91.45892153390945
2026-04-10,91.44721258031522
2026-04-13,91.55743493675513
2026-04-14,91.76456468331523
2026-04-15,91.79334470336521
2026-04-16,92.03210181787388
2026-04-17,91.94909909281704
2026-04-20,91.82479109212936
