,SPYM
2025-01-17,101.9255963266845
2025-01-20,99.57609072599067
2025-01-21,99.16831066350244
2025-01-22,98.28756232857853
2025-01-23,98.2034412297896
2025-01-24,98.52162255845379
2025-01-27,98.63052675187026
2025-01-28,99.37088011386156
2025-01-29,98.17014949393977
2025-01-30,99.21261495227013
2025-01-31,97.91408509626432
2025-02-03,98.33929019099148
2025-02-04,97.30355263070385
2025-02-05,96.81429653418574
2025-02-06,98.26516918452195
2025-02-07,97.16871637384081
2025-02-10,97.00429180396212
2025-02-11,97.25433700903776
2025-02-12,97.43471498995544
2025-02-13,98.99439618064893
2025-02-14,99.91973072232724
2025-02-17,102.0050684078473
2025-02-18,102.33915437898628
2025-02-19,102.37256711255259
2025-02-20,102.89733791937772
2025-02-21,101.95459078801912
2025-02-24,101.73414080173853
2025-02-25,103.06138309869199
2025-02-26,104.2232938104648
2025-02-27,103.6455185981912
2025-02-28,102.81152530845642
2025-03-03,103.33108459030133
2025-03-04,104.69568159225851
2025-03-05,104.81484037365976
2025-03-06,104.01329580931356
2025-03-07,104.40008313433478
2025-03-10,104.80111961231418
2025-03-11,105.36603291709025
2025-03-12,106.8508942999539
2025-03-13,108.09273219826197
2025-03-14,109.6638431308406
2025-03-17,109.34456504774157
2025-03-18,109.54411803515877
2025-03-19,110.8479706456027
2025-03-20,111.81862382358337
2025-03-21,112.31941881925209
2025-03-24,113.14267296650584
2025-03-25,112.44746849116527
2025-03-26,111.24560740493912
2025-03-27,109.54750181634265
2025-03-28,109.072504811264
2025-03-31,107.9248150530931
2025-04-01,107.92864111459465
2025-04-02,107.28606171319188
2025-04-03,108.17807070411129
2025-04-04,109.98082149886304
2025-04-07,110.95331410395129
2025-04-08,109.77326072983684
2025-04-09,110.19036646364336
2025-04-10,109.87699014406243
2025-04-11,110.23872522198681
2025-04-14,111.00027580004421
2025-04-15,112.21543525926023
2025-04-16,113.56903645376322
2025-04-17,111.67231264239787
2025-04-18,112.7961131089086
2025-04-21,113.3667841488911
2025-04-22,111.74840669209168
2025-04-23,112.75674202665142
2025-04-24,114.06161231377234
2025-04-25,114.12970894766781
2025-04-28,115.08698795133616
2025-04-29,116.08745580404162
2025-04-30,115.29092194957585
2025-05-01,114.37391935456279
2025-05-02,115.82365487698532
2025-05-05,118.08630074352277
2025-05-06,115.6308973549349
2025-05-07,116.39609331614349
2025-05-08,118.57986657549007
2025-05-09,118.20281242221493
2025-05-12,119.19765618706812
2025-05-13,117.98978549907784
2025-05-14,118.27089028197486
2025-05-15,117.549940098516
2025-05-16,118.92410357155518
2025-05-19,119.5977538063676
2025-05-20,117.23218367555972
2025-05-21,117.40163486243146
2025-05-22,118.62485109379013
2025-05-23,117.76007526023118
2025-05-26,119.08812716104691
2025-05-27,120.24165838848853
2025-05-28,120.57834211392975
2025-05-29,120.12099026108754
2025-05-30,119.09501910481896
2025-06-02,120.69935938220877
2025-06-03,119.78347159634222
2025-06-04,121.60531801073347
2025-06-05,122.9099862606542
2025-06-06,122.03134679167079
2025-06-09,121.70143489743069
2025-06-10,120.52029356177734
2025-06-11,122.17078369198555
2025-06-12,121.89214666808519
2025-06-13,120.77991942193103
2025-06-16,120.25534249418264
2025-06-17,119.59814822192828
2025-06-18,117.68636701985929
2025-06-19,117.54367897966158
2025-06-20,117.22173358747303
2025-06-23,115.6756936368478
2025-06-24,116.36986987694591
2025-06-25,117.74478061622804
2025-06-26,119.24007182190668
2025-06-27,117.68350720874226
2025-06-30,119.2857402737765
2025-07-01,121.29629332706617
2025-07-02,119.71503920972309
2025-07-03,118.65770364133468
2025-07-04,117.98855501010839
2025-07-07,117.0423706442229
2025-07-08,118.13056101638637
2025-07-09,119.78302564919537
2025-07-10,118.32159657450221
2025-07-11,118.3365846596982
2025-07-14,118.35024436467572
2025-07-15,116.52228693012587
2025-07-16,116.8899115671343
2025-07-17,115.02103737955846
2025-07-18,117.06567917965654
2025-07-21,117.1510785241407
2025-07-22,117.2107356836716
2025-07-23,117.6910817502925
2025-07-24,118.60719372720432
2025-07-25,117.24534744019542
2025-07-28,118.84113564555396
2025-07-29,115.56043250401606
2025-07-30,115.96158304350617
2025-07-31,116.42093749039448
2025-08-01,117.42307857101324
2025-08-04,120.0710757183995
2025-08-05,120.05271857276551
2025-08-06,118.66429591307148
2025-08-07,119.90723654863645
2025-08-08,118.07430882241394
2025-08-11,118.79913711763876
2025-08-12,119.6701492438188
2025-08-13,119.02340032756582
2025-08-14,118.12692842260203
2025-08-15,117.83474804854191
2025-08-18,116.89995271270266
2025-08-19,118.605179633011
2025-08-20,119.0118465439854
2025-08-21,118.06244482773562
2025-08-22,118.68205399994378
2025-08-25,121.64897266443634
2025-08-26,123.8248615717286
2025-08-27,123.00923071556143
2025-08-28,124.89716188937659
2025-08-29,124.04079062416957
2025-09-01,124.60118891987344
2025-09-02,124.99300349878786
2025-09-03,124.34555605751937
2025-09-04,124.6240079278596
2025-09-05,126.24794254427778
2025-09-08,125.25060588148385
2025-09-09,125.65653697185215
2025-09-10,127.52329515138531
2025-09-11,124.82654929354496
2025-09-12,124.05747165115386
2025-09-15,124.1302415566508
2025-09-16,125.13208530315711
2025-09-17,125.76835097833833
2025-09-18,127.32344355132629
2025-09-19,127.79177557866879
2025-09-22,127.6605601287915
2025-09-23,125.88181701383614
2025-09-24,124.12879666779682
2025-09-25,123.88270437736291
2025-09-26,123.90127940976573
2025-09-29,123.84127661866384
2025-09-30,124.23584164596218
2025-10-01,127.37285978755246
2025-10-02,127.00758279549042
2025-10-03,127.1144733707901
2025-10-06,125.87373604084844
2025-10-07,127.30298759256762
2025-10-08,129.3739579745599
2025-10-09,127.31562579486919
2025-10-10,128.03873738395347
2025-10-13,128.09583826921192
2025-10-14,129.49153824525212
2025-10-15,128.86304782078986
2025-10-16,128.95245879380053
2025-10-17,128.25230545292757
2025-10-20,129.16929601470207
2025-10-21,126.74613932041665
2025-10-22,127.45419232576705
2025-10-23,125.53265532558979
2025-10-24,127.02874792280004
2025-10-27,128.82456354283025
2025-10-28,130.51963626855246
2025-10-29,125.71862969828925
2025-10-30,124.74567280051976
2025-10-31,125.53123980455369
2025-11-03,127.17227475989618
2025-11-04,128.71200733396714
2025-11-05,128.5803678826624
2025-11-06,127.34166847770582
2025-11-07,128.60787282320612
2025-11-10,129.92796541426137
2025-11-11,132.16809041796432
2025-11-12,131.88645623017493
2025-11-13,130.81735578420438
2025-11-14,132.88219696050356
2025-11-17,134.62642227760654
2025-11-18,137.22971677363424
2025-11-19,138.2484827863121
2025-11-20,137.98024445619237
2025-11-21,136.06918598488807
2025-11-24,137.74249337919846
2025-11-25,139.27220381159313
2025-11-26,136.98624459243067
2025-11-27,135.2546205890278
2025-11-28,132.7338612099814
2025-12-01,133.19002138320477
2025-12-02,134.0371624177455
2025-12-03,137.09508019484275
2025-12-04,137.43723970995416
2025-12-05,139.69092128390264
2025-12-08,140.2455941049342
2025-12-09,138.1874480881308
2025-12-10,137.77543970528384
2025-12-11,137.6961132562585
2025-12-12,136.57192902260013
2025-12-15,138.54066820679597
2025-12-16,143.38688943978528
2025-12-17,140.67400122294083
2025-12-18,140.08860040315986
2025-12-19,140.93686424966353
2025-12-22,139.9680042943318
2025-12-23,140.58782622043014
2025-12-24,141.0783003311884
2025-12-25,142.52086050821075
2025-12-26,142.7826053279404
2025-12-29,143.69629993405485
2025-12-30,145.97401914251176
2025-12-31,149.67430882954778
2026-01-01,150.33976585489154
2026-01-02,150.00967966468198
2026-01-05,151.08111320930968
2026-01-06,151.24837967861475
2026-01-07,150.3535269229412
2026-01-08,149.38572043488236
2026-01-09,148.60104198111569
2026-01-12,146.6432964885137
2026-01-13,147.6201852236964
2026-01-14,146.45650042703016
2026-01-15,147.86947583987887
2026-01-16,149.2565799617689
2026-01-19,148.01185439214896
2026-01-20,148.4539195618565
2026-01-21,147.37052049946536
2026-01-22,146.21907660076826
2026-01-23,144.50422802912797
2026-01-26,144.79596652399158
2026-01-27,144.80052999484968
2026-01-28,147.0235051040033
2026-01-29,149.46397997283472
2026-01-30,148.73723004637728
2026-02-02,145.8179235710684
2026-02-03,146.10262735591334
2026-02-04,144.7976038446849
2026-02-05,146.45423733838714
2026-02-06,145.9284883549171
2026-02-09,146.60647367844922
2026-02-10,148.27333179740657
2026-02-11,148.56692090876012
2026-02-12,150.25529879077934
2026-02-13,148.95517803740975
2026-02-16,151.2405360522998
2026-02-17,152.19953159831695
2026-02-18,153.74931394803139
2026-02-19,154.34622512484927
2026-02-20,155.36132280102944
2026-02-23,154.69092617183537
2026-02-24,156.19588186015739
2026-02-25,156.78782650235758
2026-02-26,155.09868560727398
2026-02-27,156.49779366147516
2026-03-02,155.4619161221293
2026-03-03,159.315892248175
2026-03-04,157.86617905018437
2026-03-05,155.57624307041428
2026-03-06,155.7360070419412
2026-03-09,154.47841521727764
2026-03-10,156.35574004659736
2026-03-11,157.54021986963264
2026-03-12,156.38353005141863
2026-03-13,157.46010952926306
2026-03-16,158.43691917646018
2026-03-17,159.3729056497687
2026-03-18,158.35128362006705
2026-03-19,158.53615047427948
2026-03-20,155.26120132648094
2026-03-23,156.5920692311725
2026-03-24,157.1435376171094
2026-03-25,155.73907222720737
2026-03-26,154.5086244557479
2026-03-27,152.60134175792274
2026-03-30,151.5433966620188
2026-03-31,150.68815141164507
2026-04-01,155.39088857888933
2026-04-02,155.89783681227897
2026-04-03,157.3535805203246
2026-04-06,159.47349440418725
2026-04-07,157.54254882335826
2026-04-08,157.60512290898194
2026-04-09,156.37458843399114
2026-04-10,155.2086906808196
2026-04-13,155.37833579908317
2026-04-14,154.80308238147126
2026-04-15,154.93560681147588
2026-04-16,156.6143664896052
2026-04-17,153.57452826315622
2026-04-20,151.62353694599818
