,RSP
2025-01-20,209.50932380510935
2025-01-21,208.570986327473
2025-01-22,209.08649377804358
2025-01-23,209.07825043885612
2025-01-24,206.3040630457544
2025-01-27,207.45893564207174
2025-01-28,211.94784941984173
2025-01-29,213.29291156104233
2025-01-30,213.1858790288914
2025-01-31,209.66433587603527
2025-02-03,211.74347403079796
2025-02-04,214.502801219614
2025-02-05,219.89855508816564
2025-02-06,220.0925772671674
2025-02-07,220.5048516600435
2025-02-10,223.73701647218692
2025-02-11,225.43577092147285
2025-02-12,223.1127594822155
2025-02-13,222.9471781557871
2025-02-14,229.02724937650416
2025-02-17,230.59093448762425
2025-02-18,235.8216297702742
2025-02-19,236.23224358441587
2025-02-20,238.32570064240372
2025-02-21,238.3445897330906
2025-02-24,239.89972068360058
2025-02-25,238.5504175468204
2025-02-26,239.5340324585184
2025-02-27,237.572275710119
2025-02-28,237.28578444415643
2025-03-03,235.4964038853486
2025-03-04,235.1268468787803
2025-03-05,239.9169345452949
2025-03-06,238.82579098313238
2025-03-07,240.59380632666935
2025-03-10,240.71558723569746
2025-03-11,238.83095549597732
2025-03-12,241.54810423545158
2025-03-13,240.4600066742295
2025-03-14,239.54818462185048
2025-03-17,243.43820157474093
2025-03-18,246.19524860526053
2025-03-19,246.039089576706
2025-03-20,245.43815068847232
2025-03-21,243.23164823207145
2025-03-24,244.8179332924081
2025-03-25,247.86679321684127
2025-03-26,251.31052989555798
2025-03-27,254.1088498964402
2025-03-28,254.14002239921248
2025-03-31,252.26545261989122
2025-04-01,246.1586262604221
2025-04-02,245.92445763710907
2025-04-03,243.9042460511497
2025-04-04,243.3849363943303
2025-04-07,244.80802597980212
2025-04-08,249.82883829333886
2025-04-09,246.92409562216437
2025-04-10,249.39463158120154
2025-04-11,251.6933534689592
2025-04-14,251.85703624956406
2025-04-15,249.794738478605
2025-04-16,252.4017960235437
2025-04-17,253.87347722344907
2025-04-18,254.52951022788363
2025-04-21,251.4393943877077
2025-04-22,248.11615438222435
2025-04-23,244.43222713908804
2025-04-24,243.88377044162777
2025-04-25,244.4107664267153
2025-04-28,241.8521928422956
2025-04-29,242.0850925325613
2025-04-30,244.02259410970473
2025-05-01,241.2865513202095
2025-05-02,238.4119117845885
2025-05-05,236.01781864011943
2025-05-06,235.05851866777613
2025-05-07,236.10507766802385
2025-05-08,235.91927635259813
2025-05-09,236.6598509781875
2025-05-12,238.71246158862158
2025-05-13,236.29331202808004
2025-05-14,232.3071230922797
2025-05-15,232.09453372393858
2025-05-16,233.94318223461372
2025-05-19,232.38134315393927
2025-05-20,232.24028404160865
2025-05-21,233.71292942244995
2025-05-22,232.79170007547393
2025-05-23,235.7403179559943
2025-05-26,238.3060329215342
2025-05-27,239.2068291165774
2025-05-28,241.39458007841642
2025-05-29,242.8837281406188
2025-05-30,241.2127172869484
2025-06-02,239.61492680428913
2025-06-03,238.13465617684778
2025-06-04,238.6566081840491
2025-06-05,239.61735329897226
2025-06-06,234.80832455662403
2025-06-09,233.66210230826505
2025-06-10,232.6211634458752
2025-06-11,233.23871982973944
2025-06-12,233.0675351676228
2025-06-13,235.11461851059207
2025-06-16,233.9155994169487
2025-06-17,238.33686250740072
2025-06-18,237.99238003792524
2025-06-19,232.83658456807527
2025-06-20,233.94479890090133
2025-06-23,234.90938051310172
2025-06-24,233.32557648125757
2025-06-25,233.87492077087308
2025-06-26,234.95308651240506
2025-06-27,233.90242723269608
2025-06-30,237.8439712430011
2025-07-01,237.69558723119832
2025-07-02,235.29143410387255
2025-07-03,233.70088402488233
2025-07-04,233.22328372110053
2025-07-07,235.9121522219799
2025-07-08,238.3078959405243
2025-07-09,235.04124774108112
2025-07-10,239.96650864428977
2025-07-11,238.29589261616806
2025-07-14,240.5095882250197
2025-07-15,238.7759794226421
2025-07-16,232.92577934141096
2025-07-17,234.9913136235066
2025-07-18,234.10993661201792
2025-07-21,239.06630802996446
2025-07-22,241.8949373608323
2025-07-23,242.6498869781674
2025-07-24,241.83892843037538
2025-07-25,240.6477186306057
2025-07-28,244.67242320912018
2025-07-29,241.80172136200548
2025-07-30,246.65411481981167
2025-07-31,244.63136211492574
2025-08-01,251.0555165590039
2025-08-04,254.6994372385109
2025-08-05,254.08260453972343
2025-08-06,254.43611979873734
2025-08-07,251.86695906408247
2025-08-08,252.74384888056707
2025-08-11,255.47600117768147
2025-08-12,254.49380743145693
2025-08-13,252.19897908905185
2025-08-14,247.59280233611324
2025-08-15,248.4224641256057
2025-08-18,253.15693578106385
2025-08-19,250.790588649653
2025-08-20,248.39588289291265
2025-08-21,249.00379870896137
2025-08-22,249.63760139741174
2025-08-25,247.37583272836878
2025-08-26,243.11473901713856
2025-08-27,240.94745926649074
2025-08-28,239.43717032141961
2025-08-29,237.46755956648693
2025-09-01,241.00134529834406
2025-09-02,241.95209787980758
2025-09-03,240.71003155563497
2025-09-04,239.57989338529924
2025-09-05,241.6377660150863
2025-09-08,244.55442102111905
2025-09-09,247.62760889787359
2025-09-10,249.78254232300463
2025-09-11,249.26693273194275
2025-09-12,245.51052202242536
2025-09-15,243.2323231438466
2025-09-16,240.83531497971632
2025-09-17,238.01146433338388
2025-09-18,238.8765209068649
2025-09-19,242.43531499334185
2025-09-22,242.5177980785877
2025-09-23,238.63744329407214
2025-09-24,241.14335828628043
2025-09-25,239.0824984331074
2025-09-26,237.79343013971612
2025-09-29,237.50301188125255
2025-09-30,236.8345130979003
2025-10-01,235.04704531525377
2025-10-02,234.2249959290702
2025-10-03,235.2722777226476
2025-10-06,239.66561220871472
2025-10-07,235.830744836419
2025-10-08,236.12441443782313
2025-10-09,234.91449224365618
2025-10-10,232.8676497402305
2025-10-13,234.96450006216384
2025-10-14,233.75628591768228
2025-10-15,233.46766628966398
2025-10-16,229.6004976932971
2025-10-17,231.7263132547803
2025-10-20,231.14477081557334
2025-10-21,230.32671391171303
2025-10-22,233.5597444778716
2025-10-23,239.12882303410944
2025-10-24,241.6525485021817
2025-10-27,237.80107426925898
2025-10-28,238.7410207465662
2025-10-29,238.89180503175731
2025-10-30,240.07816930128052
2025-10-31,239.74520274202783
2025-11-03,238.19244981967182
2025-11-04,237.65056689192545
2025-11-05,239.52081574896286
2025-11-06,237.5318873741723
2025-11-07,237.57837759279963
2025-11-10,238.40342295728755
2025-11-11,235.72650893068464
2025-11-12,237.38869740432008
2025-11-13,232.81546916847634
2025-11-14,230.71545919470125
2025-11-17,229.24320640416886
2025-11-18,226.59690377533516
2025-11-19,224.4142841152598
2025-11-20,224.01160934297087
2025-11-21,225.06935858539254
2025-11-24,227.11095917696474
2025-11-25,226.34623920375435
2025-11-26,225.86730609231503
2025-11-27,225.72835385226568
2025-11-28,225.95902946453336
2025-12-01,225.3641405627479
2025-12-02,224.8200134633558
2025-12-03,225.16987435873955
2025-12-04,221.0311812133872
2025-12-05,219.16362617609454
2025-12-08,219.609192721425
2025-12-09,219.06459199185912
2025-12-10,217.69587533787706
2025-12-11,217.93451268088734
2025-12-12,219.3885544246503
2025-12-15,217.72743603980695
2025-12-16,215.96501749701525
2025-12-17,215.81267965392823
2025-12-18,217.48655347246464
2025-12-19,216.14458564162803
2025-12-22,215.9431127939588
2025-12-23,215.59425555793487
2025-12-24,213.8613475481511
2025-12-25,217.80358344685467
2025-12-26,218.0600387818936
2025-12-29,219.42695361563662
2025-12-30,219.14345340610657
2025-12-31,216.72046039217904
2026-01-01,215.41327740381305
2026-01-02,215.74213980467317
2026-01-05,220.03847379546445
2026-01-06,220.18454194968461
2026-01-07,217.82007522291104
2026-01-08,221.88425956722716
2026-01-09,219.4442163422748
2026-01-12,220.517881646762
2026-01-13,217.02106334268092
2026-01-14,218.79168755317008
2026-01-15,218.61800756533776
2026-01-16,216.71250753154308
2026-01-19,216.03127028780506
2026-01-20,215.27476271747474
2026-01-21,213.81531239447918
2026-01-22,213.79475012453656
2026-01-23,211.26704467084974
2026-01-26,208.11500629677982
2026-01-27,209.6434764616415
2026-01-28,206.6193448548565
2026-01-29,207.35399853679723
2026-01-30,206.45534605948592
2026-02-02,210.1968351327844
2026-02-03,210.2425666117739
2026-02-04,211.37230046429843
2026-02-05,212.3473330052551
2026-02-06,211.07631753917784
2026-02-09,211.30409674307887
2026-02-10,210.57987025141833
2026-02-11,211.01863598042422
2026-02-12,211.82118234980894
2026-02-13,213.00216141272358
2026-02-16,213.64957238860197
2026-02-17,216.70757145509555
2026-02-18,216.35113915588926
2026-02-19,214.55866567906713
2026-02-20,214.56694324094929
2026-02-23,215.14304681498854
2026-02-24,216.12715053782958
2026-02-25,217.60124233919896
2026-02-26,215.46188607794255
2026-02-27,214.7060623827672
2026-03-02,211.7841036772382
2026-03-03,213.46332356122883
2026-03-04,212.31072811287115
2026-03-05,213.63761823015238
2026-03-06,212.3471786904477
2026-03-09,212.1303131247936
2026-03-10,213.09393182293638
2026-03-11,213.11929485396934
2026-03-12,211.97782233071786
2026-03-13,213.30234122805632
2026-03-16,213.46476296924214
2026-03-17,216.80229812170677
2026-03-18,221.43892794120447
2026-03-19,217.80668136604416
2026-03-20,218.58528770068534
2026-03-23,220.0840316577682
2026-03-24,221.66250598245162
2026-03-25,218.70482216441357
2026-03-26,219.5791482120003
2026-03-27,219.95419350199228
2026-03-30,219.10869231235793
2026-03-31,218.56103766597136
2026-04-01,220.23938227223346
2026-04-02,223.67011901737683
2026-04-03,223.79706018861077
2026-04-06,222.67927316233732
2026-04-07,220.459704226018
2026-04-08,221.843817644532
2026-04-09,225.82079612303988
2026-04-10,228.43110541313396
2026-04-13,230.22614208024962
2026-04-14,226.82192166834741
2026-04-15,228.22067846004882
2026-04-16,227.05175403827545
2026-04-17,226.75913377847473
2026-04-20,223.60826485353965
